"time","adder.y","source1.y","source2.y"
0.7245,1.32545,0.662761,0.662761
0.7246,1.3256,0.662836,0.662836
0.7247,1.32575,0.662911,0.662911
0.7248,1.3259,0.662986,0.662986
0.7249,1.32605,0.663061,0.663061
0.725,1.3262,0.663135,0.663135
0.7251,1.32635,0.66321,0.66321
0.7252,1.3265,0.663285,0.663285
0.7253,1.32665,0.66336,0.66336
0.7254,1.32679,0.663435,0.663435
0.7255,1.32694,0.66351,0.66351
0.7256,1.32709,0.663584,0.663584
0.7257,1.32724,0.663659,0.663659
0.7258,1.32739,0.663734,0.663734
0.7259,1.32754,0.663809,0.663809
0.726,1.32769,0.663884,0.663884
0.7261,1.32784,0.663958,0.663958
0.7262,1.32799,0.664033,0.664033
0.7263,1.32814,0.664108,0.664108
0.7264,1.32829,0.664183,0.664183
0.7265,1.32844,0.664257,0.664257
0.7266,1.32859,0.664332,0.664332
0.7267,1.32874,0.664407,0.664407
0.7268,1.32889,0.664482,0.664482
0.7269,1.32904,0.664556,0.664556
0.727,1.32919,0.664631,0.664631
0.7271,1.32934,0.664706,0.664706
0.7272,1.32949,0.664781,0.664781
0.7273,1.32964,0.664855,0.664855
0.7274,1.32979,0.66493,0.66493
0.7275,1.32993,0.665005,0.665005
0.7276,1.33008,0.665079,0.665079
0.7277,1.33023,0.665154,0.665154
0.7278,1.33038,0.665229,0.665229
0.7279,1.33053,0.665303,0.665303
0.728,1.33068,0.665378,0.665378
0.7281,1.33083,0.665453,0.665453
0.7282,1.33098,0.665527,0.665527
0.7283,1.33113,0.665602,0.665602
0.7284,1.33128,0.665677,0.665677
0.7285,1.33143,0.665751,0.665751
0.7286,1.33158,0.665826,0.665826
0.7287,1.33173,0.6659,0.6659
0.7288,1.33188,0.665975,0.665975
0.7289,1.33202,0.66605,0.66605
0.729,1.33217,0.666124,0.666124
0.7291,1.33232,0.666199,0.666199
0.7292,1.33247,0.666273,0.666273
0.7293,1.33262,0.666348,0.666348
0.7294,1.33277,0.666422,0.666422
0.7295,1.33292,0.666497,0.666497
0.7296,1.33307,0.666572,0.666572
0.7297,1.33322,0.666646,0.666646
0.7298,1.33337,0.666721,0.666721
0.7299,1.33352,0.666795,0.666795
0.73,1.33366,0.66687,0.66687
0.7301,1.33381,0.666944,0.666944
0.7302,1.33396,0.667019,0.667019
0.7303,1.33411,0.667093,0.667093
0.7304,1.33426,0.667168,0.667168
0.7305,1.33441,0.667242,0.667242
0.7306,1.33456,0.667317,0.667317
0.7307,1.33471,0.667391,0.667391
0.7308,1.33486,0.667466,0.667466
0.7309,1.33501,0.66754,0.66754
0.731,1.33515,0.667614,0.667614
0.7311,1.3353,0.667689,0.667689
0.7312,1.33545,0.667763,0.667763
0.7313,1.3356,0.667838,0.667838
0.7314,1.33575,0.667912,0.667912
0.7315,1.3359,0.667987,0.667987
0.7316,1.33605,0.668061,0.668061
0.7317,1.3362,0.668135,0.668135
0.7318,1.33635,0.66821,0.66821
0.7319,1.33649,0.668284,0.668284
0.732,1.33664,0.668359,0.668359
0.7321,1.33679,0.668433,0.668433
0.7322,1.33694,0.668507,0.668507
0.7323,1.33709,0.668582,0.668582
0.7324,1.33724,0.668656,0.668656
0.7325,1.33739,0.66873,0.66873
0.7326,1.33754,0.668805,0.668805
0.7327,1.33768,0.668879,0.668879
0.7328,1.33783,0.668954,0.668954
0.7329,1.33798,0.669028,0.669028
0.733,1.33813,0.669102,0.669102
0.7331,1.33828,0.669176,0.669176
0.7332,1.33843,0.669251,0.669251
0.7333,1.33858,0.669325,0.669325
0.7334,1.33872,0.669399,0.669399
0.7335,1.33887,0.669474,0.669474
0.7336,1.33902,0.669548,0.669548
0.7337,1.33917,0.669622,0.669622
0.7338,1.33932,0.669696,0.669696
0.7339,1.33947,0.669771,0.669771
0.734,1.33962,0.669845,0.669845
0.7341,1.33976,0.669919,0.669919
0.7342,1.33991,0.669993,0.669993
0.7343,1.34006,0.670068,0.670068
0.7344,1.34021,0.670142,0.670142
0.7345,1.34036,0.670216,0.670216
0.7346,1.34051,0.67029,0.67029
0.7347,1.34065,0.670365,0.670365
0.7348,1.3408,0.670439,0.670439
0.7349,1.34095,0.670513,0.670513
0.735,1.3411,0.670587,0.670587
0.7351,1.34125,0.670661,0.670661
0.7352,1.3414,0.670736,0.670736
0.7353,1.34155,0.67081,0.67081
0.7354,1.34169,0.670884,0.670884
0.7355,1.34184,0.670958,0.670958
0.7356,1.34199,0.671032,0.671032
0.7357,1.34214,0.671106,0.671106
0.7358,1.34229,0.67118,0.67118
0.7359,1.34243,0.671255,0.671255
0.736,1.34258,0.671329,0.671329
0.7361,1.34273,0.671403,0.671403
0.7362,1.34288,0.671477,0.671477
0.7363,1.34303,0.671551,0.671551
0.7364,1.34318,0.671625,0.671625
0.7365,1.34332,0.671699,0.671699
0.7366,1.34347,0.671773,0.671773
0.7367,1.34362,0.671847,0.671847
0.7368,1.34377,0.671921,0.671921
0.7369,1.34392,0.671995,0.671995
0.737,1.34406,0.672069,0.672069
0.7371,1.34421,0.672144,0.672144
0.7372,1.34436,0.672218,0.672218
0.7373,1.34451,0.672292,0.672292
0.7374,1.34466,0.672366,0.672366
0.7375,1.34481,0.67244,0.67244
0.7376,1.34495,0.672514,0.672514
0.7377,1.3451,0.672588,0.672588
0.7378,1.34525,0.672662,0.672662
0.7379,1.3454,0.672736,0.672736
0.738,1.34555,0.67281,0.67281
0.7381,1.34569,0.672884,0.672884
0.7382,1.34584,0.672958,0.672958
0.7383,1.34599,0.673032,0.673032
0.7384,1.34614,0.673105,0.673105
0.7385,1.34628,0.673179,0.673179
0.7386,1.34643,0.673253,0.673253
0.7387,1.34658,0.673327,0.673327
0.7388,1.34673,0.673401,0.673401
0.7389,1.34688,0.673475,0.673475
0.739,1.34702,0.673549,0.673549
0.7391,1.34717,0.673623,0.673623
0.7392,1.34732,0.673697,0.673697
0.7393,1.34747,0.673771,0.673771
0.7394,1.34762,0.673845,0.673845
0.7395,1.34776,0.673919,0.673919
0.7396,1.34791,0.673992,0.673992
0.7397,1.34806,0.674066,0.674066
0.7398,1.34821,0.67414,0.67414
0.7399,1.34835,0.674214,0.674214
0.74,1.3485,0.674288,0.674288
0.7401,1.34865,0.674362,0.674362
0.7402,1.3488,0.674436,0.674436
0.7403,1.34895,0.674509,0.674509
0.7404,1.34909,0.674583,0.674583
0.7405,1.34924,0.674657,0.674657
0.7406,1.34939,0.674731,0.674731
0.7407,1.34954,0.674805,0.674805
0.7408,1.34968,0.674878,0.674878
0.7409,1.34983,0.674952,0.674952
0.741,1.34998,0.675026,0.675026
0.7411,1.35013,0.6751,0.6751
0.7412,1.35027,0.675174,0.675174
0.7413,1.35042,0.675247,0.675247
0.7414,1.35057,0.675321,0.675321
0.7415,1.35072,0.675395,0.675395
0.7416,1.35086,0.675469,0.675469
0.7417,1.35101,0.675542,0.675542
0.7418,1.35116,0.675616,0.675616
0.7419,1.35131,0.67569,0.67569
0.742,1.35145,0.675763,0.675763
0.7421,1.3516,0.675837,0.675837
0.7422,1.35175,0.675911,0.675911
0.7423,1.3519,0.675985,0.675985
0.7424,1.35204,0.676058,0.676058
0.7425,1.35219,0.676132,0.676132
0.7426,1.35234,0.676206,0.676206
0.7427,1.35248,0.676279,0.676279
0.7428,1.35263,0.676353,0.676353
0.7429,1.35278,0.676427,0.676427
0.743,1.35293,0.6765,0.6765
0.7431,1.35307,0.676574,0.676574
0.7432,1.35322,0.676648,0.676648
0.7433,1.35337,0.676721,0.676721
0.7434,1.35352,0.676795,0.676795
0.7435,1.35366,0.676868,0.676868
0.7436,1.35381,0.676942,0.676942
0.7437,1.35396,0.677016,0.677016
0.7438,1.3541,0.677089,0.677089
0.7439,1.35425,0.677163,0.677163
0.744,1.3544,0.677236,0.677236
0.7441,1.35455,0.67731,0.67731
0.7442,1.35469,0.677384,0.677384
0.7443,1.35484,0.677457,0.677457
0.7444,1.35499,0.677531,0.677531
0.7445,1.35513,0.677604,0.677604
0.7446,1.35528,0.677678,0.677678
0.7447,1.35543,0.677751,0.677751
0.7448,1.35558,0.677825,0.677825
0.7449,1.35572,0.677898,0.677898
0.745,1.35587,0.677972,0.677972
0.7451,1.35602,0.678045,0.678045
0.7452,1.35616,0.678119,0.678119
0.7453,1.35631,0.678192,0.678192
0.7454,1.35646,0.678266,0.678266
0.7455,1.35661,0.678339,0.678339
0.7456,1.35675,0.678413,0.678413
0.7457,1.3569,0.678486,0.678486
0.7458,1.35705,0.67856,0.67856
0.7459,1.35719,0.678633,0.678633
0.746,1.35734,0.678707,0.678707
0.7461,1.35749,0.67878,0.67878
0.7462,1.35763,0.678853,0.678853
0.7463,1.35778,0.678927,0.678927
0.7464,1.35793,0.679,0.679
0.7465,1.35807,0.679074,0.679074
0.7466,1.35822,0.679147,0.679147
0.7467,1.35837,0.67922,0.67922
0.7468,1.35851,0.679294,0.679294
0.7469,1.35866,0.679367,0.679367
0.747,1.35881,0.679441,0.679441
0.7471,1.35895,0.679514,0.679514
0.7472,1.3591,0.679587,0.679587
0.7473,1.35925,0.679661,0.679661
0.7474,1.35939,0.679734,0.679734
0.7475,1.35954,0.679807,0.679807
0.7476,1.35969,0.679881,0.679881
0.7477,1.35983,0.679954,0.679954
0.7478,1.35998,0.680027,0.680027
0.7479,1.36013,0.680101,0.680101
0.748,1.36027,0.680174,0.680174
0.7481,1.36042,0.680247,0.680247
0.7482,1.36057,0.680321,0.680321
0.7483,1.36071,0.680394,0.680394
0.7484,1.36086,0.680467,0.680467
0.7485,1.36101,0.68054,0.68054
0.7486,1.36115,0.680614,0.680614
0.7487,1.3613,0.680687,0.680687
0.7488,1.36145,0.68076,0.68076
0.7489,1.36159,0.680833,0.680833
0.749,1.36174,0.680907,0.680907
0.7491,1.36189,0.68098,0.68098
0.7492,1.36203,0.681053,0.681053
0.7493,1.36218,0.681126,0.681126
0.7494,1.36233,0.6812,0.6812
0.7495,1.36247,0.681273,0.681273
0.7496,1.36262,0.681346,0.681346
0.7497,1.36277,0.681419,0.681419
0.7498,1.36291,0.681492,0.681492
0.7499,1.36306,0.681566,0.681566
0.75,1.3632,0.681639,0.681639
0.7501,1.36335,0.681712,0.681712
0.7502,1.3635,0.681785,0.681785
0.7503,1.36364,0.681858,0.681858
0.7504,1.36379,0.681931,0.681931
0.7505,1.36394,0.682005,0.682005
0.7506,1.36408,0.682078,0.682078
0.7507,1.36423,0.682151,0.682151
0.7508,1.36437,0.682224,0.682224
0.7509,1.36452,0.682297,0.682297
0.751,1.36467,0.68237,0.68237
0.7511,1.36481,0.682443,0.682443
0.7512,1.36496,0.682516,0.682516
0.7513,1.36511,0.682589,0.682589
0.7514,1.36525,0.682662,0.682662
0.7515,1.3654,0.682736,0.682736
0.7516,1.36554,0.682809,0.682809
0.7517,1.36569,0.682882,0.682882
0.7518,1.36584,0.682955,0.682955
0.7519,1.36598,0.683028,0.683028
0.752,1.36613,0.683101,0.683101
0.7521,1.36627,0.683174,0.683174
0.7522,1.36642,0.683247,0.683247
0.7523,1.36657,0.68332,0.68332
0.7524,1.36671,0.683393,0.683393
0.7525,1.36686,0.683466,0.683466
0.7526,1.367,0.683539,0.683539
0.7527,1.36715,0.683612,0.683612
0.7528,1.3673,0.683685,0.683685
0.7529,1.36744,0.683758,0.683758
0.753,1.36759,0.683831,0.683831
0.7531,1.36773,0.683904,0.683904
0.7532,1.36788,0.683977,0.683977
0.7533,1.36803,0.68405,0.68405
0.7534,1.36817,0.684123,0.684123
0.7535,1.36832,0.684195,0.684195
0.7536,1.36846,0.684268,0.684268
0.7537,1.36861,0.684341,0.684341
0.7538,1.36876,0.684414,0.684414
0.7539,1.3689,0.684487,0.684487
0.754,1.36905,0.68456,0.68456
0.7541,1.36919,0.684633,0.684633
0.7542,1.36934,0.684706,0.684706
0.7543,1.36948,0.684779,0.684779
0.7544,1.36963,0.684852,0.684852
0.7545,1.36978,0.684924,0.684924
0.7546,1.36992,0.684997,0.684997
0.7547,1.37007,0.68507,0.68507
0.7548,1.37021,0.685143,0.685143
0.7549,1.37036,0.685216,0.685216
0.755,1.3705,0.685289,0.685289
0.7551,1.37065,0.685361,0.685361
0.7552,1.3708,0.685434,0.685434
0.7553,1.37094,0.685507,0.685507
0.7554,1.37109,0.68558,0.68558
0.7555,1.37123,0.685653,0.685653
0.7556,1.37138,0.685726,0.685726
0.7557,1.37152,0.685798,0.685798
0.7558,1.37167,0.685871,0.685871
0.7559,1.37181,0.685944,0.685944
0.756,1.37196,0.686017,0.686017
0.7561,1.37211,0.686089,0.686089
0.7562,1.37225,0.686162,0.686162
0.7563,1.3724,0.686235,0.686235
0.7564,1.37254,0.686308,0.686308
0.7565,1.37269,0.68638,0.68638
0.7566,1.37283,0.686453,0.686453
0.7567,1.37298,0.686526,0.686526
0.7568,1.37312,0.686598,0.686598
0.7569,1.37327,0.686671,0.686671
0.757,1.37341,0.686744,0.686744
0.7571,1.37356,0.686817,0.686817
0.7572,1.37371,0.686889,0.686889
0.7573,1.37385,0.686962,0.686962
0.7574,1.374,0.687035,0.687035
0.7575,1.37414,0.687107,0.687107
0.7576,1.37429,0.68718,0.68718
0.7577,1.37443,0.687253,0.687253
0.7578,1.37458,0.687325,0.687325
0.7579,1.37472,0.687398,0.687398
0.758,1.37487,0.68747,0.68747
0.7581,1.37501,0.687543,0.687543
0.7582,1.37516,0.687616,0.687616
0.7583,1.3753,0.687688,0.687688
0.7584,1.37545,0.687761,0.687761
0.7585,1.37559,0.687833,0.687833
0.7586,1.37574,0.687906,0.687906
0.7587,1.37588,0.687979,0.687979
0.7588,1.37603,0.688051,0.688051
0.7589,1.37617,0.688124,0.688124
0.759,1.37632,0.688196,0.688196
0.7591,1.37647,0.688269,0.688269
0.7592,1.37661,0.688341,0.688341
0.7593,1.37676,0.688414,0.688414
0.7594,1.3769,0.688486,0.688486
0.7595,1.37705,0.688559,0.688559
0.7596,1.37719,0.688631,0.688631
0.7597,1.37734,0.688704,0.688704
0.7598,1.37748,0.688776,0.688776
0.7599,1.37763,0.688849,0.688849
0.76,1.37777,0.688921,0.688921
0.7601,1.37792,0.688994,0.688994
0.7602,1.37806,0.689066,0.689066
0.7603,1.37821,0.689139,0.689139
0.7604,1.37835,0.689211,0.689211
0.7605,1.3785,0.689284,0.689284
0.7606,1.37864,0.689356,0.689356
0.7607,1.37878,0.689429,0.689429
0.7608,1.37893,0.689501,0.689501
0.7609,1.37907,0.689574,0.689574
0.761,1.37922,0.689646,0.689646
0.7611,1.37936,0.689718,0.689718
0.7612,1.37951,0.689791,0.689791
0.7613,1.37965,0.689863,0.689863
0.7614,1.3798,0.689936,0.689936
0.7615,1.37994,0.690008,0.690008
0.7616,1.38009,0.69008,0.69008
0.7617,1.38023,0.690153,0.690153
0.7618,1.38038,0.690225,0.690225
0.7619,1.38052,0.690297,0.690297
0.762,1.38067,0.69037,0.69037
0.7621,1.38081,0.690442,0.690442
0.7622,1.38096,0.690514,0.690514
0.7623,1.3811,0.690587,0.690587
0.7624,1.38125,0.690659,0.690659
0.7625,1.38139,0.690731,0.690731
0.7626,1.38154,0.690804,0.690804
0.7627,1.38168,0.690876,0.690876
0.7628,1.38182,0.690948,0.690948
0.7629,1.38197,0.691021,0.691021
0.763,1.38211,0.691093,0.691093
0.7631,1.38226,0.691165,0.691165
0.7632,1.3824,0.691237,0.691237
0.7633,1.38255,0.69131,0.69131
0.7634,1.38269,0.691382,0.691382
0.7635,1.38284,0.691454,0.691454
0.7636,1.38298,0.691526,0.691526
0.7637,1.38313,0.691599,0.691599
0.7638,1.38327,0.691671,0.691671
0.7639,1.38341,0.691743,0.691743
0.764,1.38356,0.691815,0.691815
0.7641,1.3837,0.691887,0.691887
0.7642,1.38385,0.69196,0.69196
0.7643,1.38399,0.692032,0.692032
0.7644,1.38414,0.692104,0.692104
0.7645,1.38428,0.692176,0.692176
0.7646,1.38442,0.692248,0.692248
0.7647,1.38457,0.692321,0.692321
0.7648,1.38471,0.692393,0.692393
0.7649,1.38486,0.692465,0.692465
0.765,1.385,0.692537,0.692537
0.7651,1.38515,0.692609,0.692609
0.7652,1.38529,0.692681,0.692681
0.7653,1.38543,0.692753,0.692753
0.7654,1.38558,0.692825,0.692825
0.7655,1.38572,0.692898,0.692898
0.7656,1.38587,0.69297,0.69297
0.7657,1.38601,0.693042,0.693042
0.7658,1.38616,0.693114,0.693114
0.7659,1.3863,0.693186,0.693186
0.766,1.38644,0.693258,0.693258
0.7661,1.38659,0.69333,0.69333
0.7662,1.38673,0.693402,0.693402
0.7663,1.38688,0.693474,0.693474
0.7664,1.38702,0.693546,0.693546
0.7665,1.38716,0.693618,0.693618
0.7666,1.38731,0.69369,0.69369
0.7667,1.38745,0.693762,0.693762
0.7668,1.3876,0.693834,0.693834
0.7669,1.38774,0.693906,0.693906
0.767,1.38788,0.693978,0.693978
0.7671,1.38803,0.69405,0.69405
0.7672,1.38817,0.694122,0.694122
0.7673,1.38832,0.694194,0.694194
0.7674,1.38846,0.694266,0.694266
0.7675,1.3886,0.694338,0.694338
0.7676,1.38875,0.69441,0.69441
0.7677,1.38889,0.694482,0.694482
0.7678,1.38904,0.694554,0.694554
0.7679,1.38918,0.694626,0.694626
0.768,1.38932,0.694698,0.694698
0.7681,1.38947,0.69477,0.69477
0.7682,1.38961,0.694842,0.694842
0.7683,1.38976,0.694914,0.694914
0.7684,1.3899,0.694986,0.694986
0.7685,1.39004,0.695058,0.695058
0.7686,1.39019,0.695129,0.695129
0.7687,1.39033,0.695201,0.695201
0.7688,1.39047,0.695273,0.695273
0.7689,1.39062,0.695345,0.695345
0.769,1.39076,0.695417,0.695417
0.7691,1.39091,0.695489,0.695489
0.7692,1.39105,0.695561,0.695561
0.7693,1.39119,0.695633,0.695633
0.7694,1.39134,0.695704,0.695704
0.7695,1.39148,0.695776,0.695776
0.7696,1.39162,0.695848,0.695848
0.7697,1.39177,0.69592,0.69592
0.7698,1.39191,0.695992,0.695992
0.7699,1.39206,0.696063,0.696063
0.77,1.3922,0.696135,0.696135
0.7701,1.39234,0.696207,0.696207
0.7702,1.39249,0.696279,0.696279
0.7703,1.39263,0.696351,0.696351
0.7704,1.39277,0.696422,0.696422
0.7705,1.39292,0.696494,0.696494
0.7706,1.39306,0.696566,0.696566
0.7707,1.3932,0.696638,0.696638
0.7708,1.39335,0.696709,0.696709
0.7709,1.39349,0.696781,0.696781
0.771,1.39363,0.696853,0.696853
0.7711,1.39378,0.696925,0.696925
0.7712,1.39392,0.696996,0.696996
0.7713,1.39406,0.697068,0.697068
0.7714,1.39421,0.69714,0.69714
0.7715,1.39435,0.697211,0.697211
0.7716,1.39449,0.697283,0.697283
0.7717,1.39464,0.697355,0.697355
0.7718,1.39478,0.697426,0.697426
0.7719,1.39492,0.697498,0.697498
0.772,1.39507,0.69757,0.69757
0.7721,1.39521,0.697641,0.697641
0.7722,1.39535,0.697713,0.697713
0.7723,1.3955,0.697785,0.697785
0.7724,1.39564,0.697856,0.697856
0.7725,1.39578,0.697928,0.697928
0.7726,1.39593,0.697999,0.697999
0.7727,1.39607,0.698071,0.698071
0.7728,1.39621,0.698143,0.698143
0.7729,1.39636,0.698214,0.698214
0.773,1.3965,0.698286,0.698286
0.7731,1.39664,0.698357,0.698357
0.7732,1.39679,0.698429,0.698429
0.7733,1.39693,0.698501,0.698501
0.7734,1.39707,0.698572,0.698572
0.7735,1.39722,0.698644,0.698644
0.7736,1.39736,0.698715,0.698715
0.7737,1.3975,0.698787,0.698787
0.7738,1.39765,0.698858,0.698858
0.7739,1.39779,0.69893,0.69893
0.774,1.39793,0.699001,0.699001
0.7741,1.39807,0.699073,0.699073
0.7742,1.39822,0.699144,0.699144
0.7743,1.39836,0.699216,0.699216
0.7744,1.3985,0.699287,0.699287
0.7745,1.39865,0.699359,0.699359
0.7746,1.39879,0.69943,0.69943
0.7747,1.39893,0.699502,0.699502
0.7748,1.39907,0.699573,0.699573
0.7749,1.39922,0.699645,0.699645
0.775,1.39936,0.699716,0.699716
0.7751,1.3995,0.699788,0.699788
0.7752,1.39965,0.699859,0.699859
0.7753,1.39979,0.69993,0.69993
0.7754,1.39993,0.700002,0.700002
0.7755,1.40007,0.700073,0.700073
0.7756,1.40022,0.700145,0.700145
0.7757,1.40036,0.700216,0.700216
0.7758,1.4005,0.700287,0.700287
0.7759,1.40065,0.700359,0.700359
0.776,1.40079,0.70043,0.70043
0.7761,1.40093,0.700502,0.700502
0.7762,1.40107,0.700573,0.700573
0.7763,1.40122,0.700644,0.700644
0.7764,1.40136,0.700716,0.700716
0.7765,1.4015,0.700787,0.700787
0.7766,1.40165,0.700858,0.700858
0.7767,1.40179,0.70093,0.70093
0.7768,1.40193,0.701001,0.701001
0.7769,1.40207,0.701072,0.701072
0.777,1.40222,0.701144,0.701144
0.7771,1.40236,0.701215,0.701215
0.7772,1.4025,0.701286,0.701286
0.7773,1.40264,0.701357,0.701357
0.7774,1.40279,0.701429,0.701429
0.7775,1.40293,0.7015,0.7015
0.7776,1.40307,0.701571,0.701571
0.7777,1.40321,0.701642,0.701642
0.7778,1.40336,0.701714,0.701714
0.7779,1.4035,0.701785,0.701785
0.778,1.40364,0.701856,0.701856
0.7781,1.40378,0.701927,0.701927
0.7782,1.40393,0.701999,0.701999
0.7783,1.40407,0.70207,0.70207
0.7784,1.40421,0.702141,0.702141
0.7785,1.40435,0.702212,0.702212
0.7786,1.4045,0.702283,0.702283
0.7787,1.40464,0.702355,0.702355
0.7788,1.40478,0.702426,0.702426
0.7789,1.40492,0.702497,0.702497
0.779,1.40507,0.702568,0.702568
0.7791,1.40521,0.702639,0.702639
0.7792,1.40535,0.70271,0.70271
0.7793,1.40549,0.702782,0.702782
0.7794,1.40563,0.702853,0.702853
0.7795,1.40578,0.702924,0.702924
0.7796,1.40592,0.702995,0.702995
0.7797,1.40606,0.703066,0.703066
0.7798,1.4062,0.703137,0.703137
0.7799,1.40635,0.703208,0.703208
0.78,1.40649,0.703279,0.703279
0.7801,1.40663,0.703351,0.703351
0.7802,1.40677,0.703422,0.703422
0.7803,1.40691,0.703493,0.703493
0.7804,1.40706,0.703564,0.703564
0.7805,1.4072,0.703635,0.703635
0.7806,1.40734,0.703706,0.703706
0.7807,1.40748,0.703777,0.703777
0.7808,1.40762,0.703848,0.703848
0.7809,1.40777,0.703919,0.703919
0.781,1.40791,0.70399,0.70399
0.7811,1.40805,0.704061,0.704061
0.7812,1.40819,0.704132,0.704132
0.7813,1.40834,0.704203,0.704203
0.7814,1.40848,0.704274,0.704274
0.7815,1.40862,0.704345,0.704345
0.7816,1.40876,0.704416,0.704416
0.7817,1.4089,0.704487,0.704487
0.7818,1.40904,0.704558,0.704558
0.7819,1.40919,0.704629,0.704629
0.782,1.40933,0.7047,0.7047
0.7821,1.40947,0.704771,0.704771
0.7822,1.40961,0.704842,0.704842
0.7823,1.40975,0.704913,0.704913
0.7824,1.4099,0.704984,0.704984
0.7825,1.41004,0.705055,0.705055
0.7826,1.41018,0.705125,0.705125
0.7827,1.41032,0.705196,0.705196
0.7828,1.41046,0.705267,0.705267
0.7829,1.41061,0.705338,0.705338
0.783,1.41075,0.705409,0.705409
0.7831,1.41089,0.70548,0.70548
0.7832,1.41103,0.705551,0.705551
0.7833,1.41117,0.705622,0.705622
0.7834,1.41131,0.705692,0.705692
0.7835,1.41146,0.705763,0.705763
0.7836,1.4116,0.705834,0.705834
0.7837,1.41174,0.705905,0.705905
0.7838,1.41188,0.705976,0.705976
0.7839,1.41202,0.706047,0.706047
0.784,1.41216,0.706117,0.706117
0.7841,1.41231,0.706188,0.706188
0.7842,1.41245,0.706259,0.706259
0.7843,1.41259,0.70633,0.70633
0.7844,1.41273,0.706401,0.706401
0.7845,1.41287,0.706471,0.706471
0.7846,1.41301,0.706542,0.706542
0.7847,1.41316,0.706613,0.706613
0.7848,1.4133,0.706684,0.706684
0.7849,1.41344,0.706754,0.706754
0.785,1.41358,0.706825,0.706825
0.7851,1.41372,0.706896,0.706896
0.7852,1.41386,0.706967,0.706967
0.7853,1.414,0.707037,0.707037
0.7854,1.41415,0.707108,0.707108
0.7855,1.41429,0.707179,0.707179
0.7856,1.41443,0.707249,0.707249
0.7857,1.41457,0.70732,0.70732
0.7858,1.41471,0.707391,0.707391
0.7859,1.41485,0.707462,0.707462
0.786,1.41499,0.707532,0.707532
0.7861,1.41514,0.707603,0.707603
0.7862,1.41528,0.707674,0.707674
0.7863,1.41542,0.707744,0.707744
0.7864,1.41556,0.707815,0.707815
0.7865,1.4157,0.707885,0.707885
0.7866,1.41584,0.707956,0.707956
0.7867,1.41598,0.708027,0.708027
0.7868,1.41612,0.708097,0.708097
0.7869,1.41627,0.708168,0.708168
0.787,1.41641,0.708239,0.708239
0.7871,1.41655,0.708309,0.708309
0.7872,1.41669,0.70838,0.70838
0.7873,1.41683,0.70845,0.70845
0.7874,1.41697,0.708521,0.708521
0.7875,1.41711,0.708591,0.708591
0.7876,1.41725,0.708662,0.708662
0.7877,1.41739,0.708733,0.708733
0.7878,1.41754,0.708803,0.708803
0.7879,1.41768,0.708874,0.708874
0.788,1.41782,0.708944,0.708944
0.7881,1.41796,0.709015,0.709015
0.7882,1.4181,0.709085,0.709085
0.7883,1.41824,0.709156,0.709156
0.7884,1.41838,0.709226,0.709226
0.7885,1.41852,0.709297,0.709297
0.7886,1.41866,0.709367,0.709367
0.7887,1.4188,0.709438,0.709438
0.7888,1.41895,0.709508,0.709508
0.7889,1.41909,0.709579,0.709579
0.789,1.41923,0.709649,0.709649
0.7891,1.41937,0.70972,0.70972
0.7892,1.41951,0.70979,0.70979
0.7893,1.41965,0.70986,0.70986
0.7894,1.41979,0.709931,0.709931
0.7895,1.41993,0.710001,0.710001
0.7896,1.42007,0.710072,0.710072
0.7897,1.42021,0.710142,0.710142
0.7898,1.42035,0.710212,0.710212
0.7899,1.4205,0.710283,0.710283
0.79,1.42064,0.710353,0.710353
0.7901,1.42078,0.710424,0.710424
0.7902,1.42092,0.710494,0.710494
0.7903,1.42106,0.710564,0.710564
0.7904,1.4212,0.710635,0.710635
0.7905,1.42134,0.710705,0.710705
0.7906,1.42148,0.710775,0.710775
0.7907,1.42162,0.710846,0.710846
0.7908,1.42176,0.710916,0.710916
0.7909,1.4219,0.710986,0.710986
0.791,1.42204,0.711057,0.711057
0.7911,1.42218,0.711127,0.711127
0.7912,1.42232,0.711197,0.711197
0.7913,1.42247,0.711268,0.711268
0.7914,1.42261,0.711338,0.711338
0.7915,1.42275,0.711408,0.711408
0.7916,1.42289,0.711479,0.711479
0.7917,1.42303,0.711549,0.711549
0.7918,1.42317,0.711619,0.711619
0.7919,1.42331,0.711689,0.711689
0.792,1.42345,0.71176,0.71176
0.7921,1.42359,0.71183,0.71183
0.7922,1.42373,0.7119,0.7119
0.7923,1.42387,0.71197,0.71197
0.7924,1.42401,0.71204,0.71204
0.7925,1.42415,0.712111,0.712111
0.7926,1.42429,0.712181,0.712181
0.7927,1.42443,0.712251,0.712251
0.7928,1.42457,0.712321,0.712321
0.7929,1.42471,0.712391,0.712391
0.793,1.42485,0.712462,0.712462
0.7931,1.42499,0.712532,0.712532
0.7932,1.42513,0.712602,0.712602
0.7933,1.42527,0.712672,0.712672
0.7934,1.42541,0.712742,0.712742
0.7935,1.42555,0.712812,0.712812
0.7936,1.42569,0.712883,0.712883
0.7937,1.42584,0.712953,0.712953
0.7938,1.42598,0.713023,0.713023
0.7939,1.42612,0.713093,0.713093
0.794,1.42626,0.713163,0.713163
0.7941,1.4264,0.713233,0.713233
0.7942,1.42654,0.713303,0.713303
0.7943,1.42668,0.713373,0.713373
0.7944,1.42682,0.713443,0.713443
0.7945,1.42696,0.713513,0.713513
0.7946,1.4271,0.713583,0.713583
