"time","adder.y","source1.y","source2.y"
2.7407,0.780573,0.39024,0.39024
2.7408,0.780389,0.390148,0.390148
2.7409,0.780205,0.390056,0.390056
2.741,0.78002,0.389964,0.389964
2.7411,0.779836,0.389872,0.389872
2.7412,0.779652,0.38978,0.38978
2.7413,0.779468,0.389688,0.389688
2.7414,0.779284,0.389596,0.389596
2.7415,0.779099,0.389504,0.389504
2.7416,0.778915,0.389412,0.389412
2.7417,0.778731,0.389319,0.389319
2.7418,0.778547,0.389227,0.389227
2.7419,0.778363,0.389135,0.389135
2.742,0.778178,0.389043,0.389043
2.7421,0.777994,0.388951,0.388951
2.7422,0.77781,0.388859,0.388859
2.7423,0.777626,0.388767,0.388767
2.7424,0.777441,0.388675,0.388675
2.7425,0.777257,0.388582,0.388582
2.7426,0.777073,0.38849,0.38849
2.7427,0.776888,0.388398,0.388398
2.7428,0.776704,0.388306,0.388306
2.7429,0.77652,0.388214,0.388214
2.743,0.776336,0.388122,0.388122
2.7431,0.776151,0.38803,0.38803
2.7432,0.775967,0.387937,0.387937
2.7433,0.775783,0.387845,0.387845
2.7434,0.775598,0.387753,0.387753
2.7435,0.775414,0.387661,0.387661
2.7436,0.77523,0.387569,0.387569
2.7437,0.775045,0.387476,0.387476
2.7438,0.774861,0.387384,0.387384
2.7439,0.774676,0.387292,0.387292
2.744,0.774492,0.3872,0.3872
2.7441,0.774308,0.387108,0.387108
2.7442,0.774123,0.387015,0.387015
2.7443,0.773939,0.386923,0.386923
2.7444,0.773754,0.386831,0.386831
2.7445,0.77357,0.386739,0.386739
2.7446,0.773385,0.386647,0.386647
2.7447,0.773201,0.386554,0.386554
2.7448,0.773017,0.386462,0.386462
2.7449,0.772832,0.38637,0.38637
2.745,0.772648,0.386278,0.386278
2.7451,0.772463,0.386185,0.386185
2.7452,0.772279,0.386093,0.386093
2.7453,0.772094,0.386001,0.386001
2.7454,0.77191,0.385909,0.385909
2.7455,0.771725,0.385816,0.385816
2.7456,0.771541,0.385724,0.385724
2.7457,0.771356,0.385632,0.385632
2.7458,0.771172,0.38554,0.38554
2.7459,0.770987,0.385447,0.385447
2.746,0.770803,0.385355,0.385355
2.7461,0.770618,0.385263,0.385263
2.7462,0.770433,0.385171,0.385171
2.7463,0.770249,0.385078,0.385078
2.7464,0.770064,0.384986,0.384986
2.7465,0.76988,0.384894,0.384894
2.7466,0.769695,0.384801,0.384801
2.7467,0.769511,0.384709,0.384709
2.7468,0.769326,0.384617,0.384617
2.7469,0.769141,0.384524,0.384524
2.747,0.768957,0.384432,0.384432
2.7471,0.768772,0.38434,0.38434
2.7472,0.768587,0.384248,0.384248
2.7473,0.768403,0.384155,0.384155
2.7474,0.768218,0.384063,0.384063
2.7475,0.768033,0.383971,0.383971
2.7476,0.767849,0.383878,0.383878
2.7477,0.767664,0.383786,0.383786
2.7478,0.767479,0.383694,0.383694
2.7479,0.767295,0.383601,0.383601
2.748,0.76711,0.383509,0.383509
2.7481,0.766925,0.383416,0.383416
2.7482,0.766741,0.383324,0.383324
2.7483,0.766556,0.383232,0.383232
2.7484,0.766371,0.383139,0.383139
2.7485,0.766186,0.383047,0.383047
2.7486,0.766002,0.382955,0.382955
2.7487,0.765817,0.382862,0.382862
2.7488,0.765632,0.38277,0.38277
2.7489,0.765447,0.382677,0.382677
2.749,0.765263,0.382585,0.382585
2.7491,0.765078,0.382493,0.382493
2.7492,0.764893,0.3824,0.3824
2.7493,0.764708,0.382308,0.382308
2.7494,0.764523,0.382216,0.382216
2.7495,0.764339,0.382123,0.382123
2.7496,0.764154,0.382031,0.382031
2.7497,0.763969,0.381938,0.381938
2.7498,0.763784,0.381846,0.381846
2.7499,0.763599,0.381753,0.381753
2.75,0.763414,0.381661,0.381661
2.7501,0.76323,0.381569,0.381569
2.7502,0.763045,0.381476,0.381476
2.7503,0.76286,0.381384,0.381384
2.7504,0.762675,0.381291,0.381291
2.7505,0.76249,0.381199,0.381199
2.7506,0.762305,0.381106,0.381106
2.7507,0.76212,0.381014,0.381014
2.7508,0.761935,0.380921,0.380921
2.7509,0.76175,0.380829,0.380829
2.751,0.761565,0.380736,0.380736
2.7511,0.761381,0.380644,0.380644
2.7512,0.761196,0.380552,0.380552
2.7513,0.761011,0.380459,0.380459
2.7514,0.760826,0.380367,0.380367
2.7515,0.760641,0.380274,0.380274
2.7516,0.760456,0.380182,0.380182
2.7517,0.760271,0.380089,0.380089
2.7518,0.760086,0.379997,0.379997
2.7519,0.759901,0.379904,0.379904
2.752,0.759716,0.379812,0.379812
2.7521,0.759531,0.379719,0.379719
2.7522,0.759346,0.379627,0.379627
2.7523,0.759161,0.379534,0.379534
2.7524,0.758976,0.379442,0.379442
2.7525,0.758791,0.379349,0.379349
2.7526,0.758606,0.379257,0.379257
2.7527,0.758421,0.379164,0.379164
2.7528,0.758235,0.379071,0.379071
2.7529,0.75805,0.378979,0.378979
2.753,0.757865,0.378886,0.378886
2.7531,0.75768,0.378794,0.378794
2.7532,0.757495,0.378701,0.378701
2.7533,0.75731,0.378609,0.378609
2.7534,0.757125,0.378516,0.378516
2.7535,0.75694,0.378424,0.378424
2.7536,0.756755,0.378331,0.378331
2.7537,0.75657,0.378238,0.378238
2.7538,0.756384,0.378146,0.378146
2.7539,0.756199,0.378053,0.378053
2.754,0.756014,0.377961,0.377961
2.7541,0.755829,0.377868,0.377868
2.7542,0.755644,0.377776,0.377776
2.7543,0.755459,0.377683,0.377683
2.7544,0.755273,0.37759,0.37759
2.7545,0.755088,0.377498,0.377498
2.7546,0.754903,0.377405,0.377405
2.7547,0.754718,0.377313,0.377313
2.7548,0.754533,0.37722,0.37722
2.7549,0.754347,0.377127,0.377127
2.755,0.754162,0.377035,0.377035
2.7551,0.753977,0.376942,0.376942
2.7552,0.753792,0.376849,0.376849
2.7553,0.753606,0.376757,0.376757
2.7554,0.753421,0.376664,0.376664
2.7555,0.753236,0.376572,0.376572
2.7556,0.753051,0.376479,0.376479
2.7557,0.752865,0.376386,0.376386
2.7558,0.75268,0.376294,0.376294
2.7559,0.752495,0.376201,0.376201
2.756,0.752309,0.376108,0.376108
2.7561,0.752124,0.376016,0.376016
2.7562,0.751939,0.375923,0.375923
2.7563,0.751753,0.37583,0.37583
2.7564,0.751568,0.375738,0.375738
2.7565,0.751383,0.375645,0.375645
2.7566,0.751197,0.375552,0.375552
2.7567,0.751012,0.37546,0.37546
2.7568,0.750827,0.375367,0.375367
2.7569,0.750641,0.375274,0.375274
2.757,0.750456,0.375182,0.375182
2.7571,0.75027,0.375089,0.375089
2.7572,0.750085,0.374996,0.374996
2.7573,0.7499,0.374903,0.374903
2.7574,0.749714,0.374811,0.374811
2.7575,0.749529,0.374718,0.374718
2.7576,0.749343,0.374625,0.374625
2.7577,0.749158,0.374533,0.374533
2.7578,0.748973,0.37444,0.37444
2.7579,0.748787,0.374347,0.374347
2.758,0.748602,0.374254,0.374254
2.7581,0.748416,0.374162,0.374162
2.7582,0.748231,0.374069,0.374069
2.7583,0.748045,0.373976,0.373976
2.7584,0.74786,0.373883,0.373883
2.7585,0.747674,0.373791,0.373791
2.7586,0.747489,0.373698,0.373698
2.7587,0.747303,0.373605,0.373605
2.7588,0.747118,0.373512,0.373512
2.7589,0.746932,0.37342,0.37342
2.759,0.746747,0.373327,0.373327
2.7591,0.746561,0.373234,0.373234
2.7592,0.746376,0.373141,0.373141
2.7593,0.74619,0.373049,0.373049
2.7594,0.746004,0.372956,0.372956
2.7595,0.745819,0.372863,0.372863
2.7596,0.745633,0.37277,0.37277
2.7597,0.745448,0.372677,0.372677
2.7598,0.745262,0.372585,0.372585
2.7599,0.745076,0.372492,0.372492
2.76,0.744891,0.372399,0.372399
2.7601,0.744705,0.372306,0.372306
2.7602,0.74452,0.372213,0.372213
2.7603,0.744334,0.372121,0.372121
2.7604,0.744148,0.372028,0.372028
2.7605,0.743963,0.371935,0.371935
2.7606,0.743777,0.371842,0.371842
2.7607,0.743591,0.371749,0.371749
2.7608,0.743406,0.371656,0.371656
2.7609,0.74322,0.371564,0.371564
2.761,0.743034,0.371471,0.371471
2.7611,0.742849,0.371378,0.371378
2.7612,0.742663,0.371285,0.371285
2.7613,0.742477,0.371192,0.371192
2.7614,0.742292,0.371099,0.371099
2.7615,0.742106,0.371007,0.371007
2.7616,0.74192,0.370914,0.370914
2.7617,0.741734,0.370821,0.370821
2.7618,0.741549,0.370728,0.370728
2.7619,0.741363,0.370635,0.370635
2.762,0.741177,0.370542,0.370542
2.7621,0.740991,0.370449,0.370449
2.7622,0.740806,0.370356,0.370356
2.7623,0.74062,0.370263,0.370263
2.7624,0.740434,0.370171,0.370171
2.7625,0.740248,0.370078,0.370078
2.7626,0.740062,0.369985,0.369985
2.7627,0.739877,0.369892,0.369892
2.7628,0.739691,0.369799,0.369799
2.7629,0.739505,0.369706,0.369706
2.763,0.739319,0.369613,0.369613
2.7631,0.739133,0.36952,0.36952
2.7632,0.738948,0.369427,0.369427
2.7633,0.738762,0.369334,0.369334
2.7634,0.738576,0.369241,0.369241
2.7635,0.73839,0.369149,0.369149
2.7636,0.738204,0.369056,0.369056
2.7637,0.738018,0.368963,0.368963
2.7638,0.737832,0.36887,0.36887
2.7639,0.737646,0.368777,0.368777
2.764,0.737461,0.368684,0.368684
2.7641,0.737275,0.368591,0.368591
2.7642,0.737089,0.368498,0.368498
2.7643,0.736903,0.368405,0.368405
2.7644,0.736717,0.368312,0.368312
2.7645,0.736531,0.368219,0.368219
2.7646,0.736345,0.368126,0.368126
2.7647,0.736159,0.368033,0.368033
2.7648,0.735973,0.36794,0.36794
2.7649,0.735787,0.367847,0.367847
2.765,0.735601,0.367754,0.367754
2.7651,0.735415,0.367661,0.367661
2.7652,0.735229,0.367568,0.367568
2.7653,0.735043,0.367475,0.367475
2.7654,0.734857,0.367382,0.367382
2.7655,0.734671,0.367289,0.367289
2.7656,0.734485,0.367196,0.367196
2.7657,0.734299,0.367103,0.367103
2.7658,0.734113,0.36701,0.36701
2.7659,0.733927,0.366917,0.366917
2.766,0.733741,0.366824,0.366824
2.7661,0.733555,0.366731,0.366731
2.7662,0.733369,0.366638,0.366638
2.7663,0.733183,0.366545,0.366545
2.7664,0.732997,0.366452,0.366452
2.7665,0.732811,0.366359,0.366359
2.7666,0.732624,0.366266,0.366266
2.7667,0.732438,0.366173,0.366173
2.7668,0.732252,0.36608,0.36608
2.7669,0.732066,0.365987,0.365987
2.767,0.73188,0.365893,0.365893
2.7671,0.731694,0.3658,0.3658
2.7672,0.731508,0.365707,0.365707
2.7673,0.731322,0.365614,0.365614
2.7674,0.731135,0.365521,0.365521
2.7675,0.730949,0.365428,0.365428
2.7676,0.730763,0.365335,0.365335
2.7677,0.730577,0.365242,0.365242
2.7678,0.730391,0.365149,0.365149
2.7679,0.730205,0.365056,0.365056
2.768,0.730018,0.364963,0.364963
2.7681,0.729832,0.36487,0.36487
2.7682,0.729646,0.364776,0.364776
2.7683,0.72946,0.364683,0.364683
2.7684,0.729273,0.36459,0.36459
2.7685,0.729087,0.364497,0.364497
2.7686,0.728901,0.364404,0.364404
2.7687,0.728715,0.364311,0.364311
2.7688,0.728529,0.364218,0.364218
2.7689,0.728342,0.364125,0.364125
2.769,0.728156,0.364031,0.364031
2.7691,0.72797,0.363938,0.363938
2.7692,0.727783,0.363845,0.363845
2.7693,0.727597,0.363752,0.363752
2.7694,0.727411,0.363659,0.363659
2.7695,0.727225,0.363566,0.363566
2.7696,0.727038,0.363473,0.363473
2.7697,0.726852,0.363379,0.363379
2.7698,0.726666,0.363286,0.363286
2.7699,0.726479,0.363193,0.363193
2.77,0.726293,0.3631,0.3631
2.7701,0.726107,0.363007,0.363007
2.7702,0.72592,0.362913,0.362913
2.7703,0.725734,0.36282,0.36282
2.7704,0.725547,0.362727,0.362727
2.7705,0.725361,0.362634,0.362634
2.7706,0.725175,0.362541,0.362541
2.7707,0.724988,0.362448,0.362448
2.7708,0.724802,0.362354,0.362354
2.7709,0.724615,0.362261,0.362261
2.771,0.724429,0.362168,0.362168
2.7711,0.724243,0.362075,0.362075
2.7712,0.724056,0.361981,0.361981
2.7713,0.72387,0.361888,0.361888
2.7714,0.723683,0.361795,0.361795
2.7715,0.723497,0.361702,0.361702
2.7716,0.72331,0.361609,0.361609
2.7717,0.723124,0.361515,0.361515
2.7718,0.722937,0.361422,0.361422
2.7719,0.722751,0.361329,0.361329
2.772,0.722564,0.361236,0.361236
2.7721,0.722378,0.361142,0.361142
2.7722,0.722191,0.361049,0.361049
2.7723,0.722005,0.360956,0.360956
2.7724,0.721818,0.360863,0.360863
2.7725,0.721632,0.360769,0.360769
2.7726,0.721445,0.360676,0.360676
2.7727,0.721259,0.360583,0.360583
2.7728,0.721072,0.36049,0.36049
2.7729,0.720886,0.360396,0.360396
2.773,0.720699,0.360303,0.360303
2.7731,0.720513,0.36021,0.36021
2.7732,0.720326,0.360116,0.360116
2.7733,0.720139,0.360023,0.360023
2.7734,0.719953,0.35993,0.35993
2.7735,0.719766,0.359837,0.359837
2.7736,0.71958,0.359743,0.359743
2.7737,0.719393,0.35965,0.35965
2.7738,0.719206,0.359557,0.359557
2.7739,0.71902,0.359463,0.359463
2.774,0.718833,0.35937,0.35937
2.7741,0.718647,0.359277,0.359277
2.7742,0.71846,0.359183,0.359183
2.7743,0.718273,0.35909,0.35909
2.7744,0.718087,0.358997,0.358997
2.7745,0.7179,0.358903,0.358903
2.7746,0.717713,0.35881,0.35881
2.7747,0.717527,0.358717,0.358717
2.7748,0.71734,0.358623,0.358623
2.7749,0.717153,0.35853,0.35853
2.775,0.716967,0.358437,0.358437
2.7751,0.71678,0.358343,0.358343
2.7752,0.716593,0.35825,0.35825
2.7753,0.716406,0.358156,0.358156
2.7754,0.71622,0.358063,0.358063
2.7755,0.716033,0.35797,0.35797
2.7756,0.715846,0.357876,0.357876
2.7757,0.715659,0.357783,0.357783
2.7758,0.715473,0.35769,0.35769
2.7759,0.715286,0.357596,0.357596
2.776,0.715099,0.357503,0.357503
2.7761,0.714912,0.357409,0.357409
2.7762,0.714726,0.357316,0.357316
2.7763,0.714539,0.357223,0.357223
2.7764,0.714352,0.357129,0.357129
2.7765,0.714165,0.357036,0.357036
2.7766,0.713978,0.356942,0.356942
2.7767,0.713791,0.356849,0.356849
2.7768,0.713605,0.356756,0.356756
2.7769,0.713418,0.356662,0.356662
2.777,0.713231,0.356569,0.356569
2.7771,0.713044,0.356475,0.356475
2.7772,0.712857,0.356382,0.356382
2.7773,0.71267,0.356288,0.356288
2.7774,0.712483,0.356195,0.356195
2.7775,0.712297,0.356102,0.356102
2.7776,0.71211,0.356008,0.356008
2.7777,0.711923,0.355915,0.355915
2.7778,0.711736,0.355821,0.355821
2.7779,0.711549,0.355728,0.355728
2.778,0.711362,0.355634,0.355634
2.7781,0.711175,0.355541,0.355541
2.7782,0.710988,0.355447,0.355447
2.7783,0.710801,0.355354,0.355354
2.7784,0.710614,0.35526,0.35526
2.7785,0.710427,0.355167,0.355167
2.7786,0.71024,0.355073,0.355073
2.7787,0.710053,0.35498,0.35498
2.7788,0.709866,0.354886,0.354886
2.7789,0.709679,0.354793,0.354793
2.779,0.709493,0.3547,0.3547
2.7791,0.709306,0.354606,0.354606
2.7792,0.709119,0.354512,0.354512
2.7793,0.708931,0.354419,0.354419
2.7794,0.708744,0.354325,0.354325
2.7795,0.708557,0.354232,0.354232
2.7796,0.70837,0.354138,0.354138
2.7797,0.708183,0.354045,0.354045
2.7798,0.707996,0.353951,0.353951
2.7799,0.707809,0.353858,0.353858
2.78,0.707622,0.353764,0.353764
2.7801,0.707435,0.353671,0.353671
2.7802,0.707248,0.353577,0.353577
2.7803,0.707061,0.353484,0.353484
2.7804,0.706874,0.35339,0.35339
2.7805,0.706687,0.353297,0.353297
2.7806,0.7065,0.353203,0.353203
2.7807,0.706313,0.35311,0.35311
2.7808,0.706125,0.353016,0.353016
2.7809,0.705938,0.352922,0.352922
2.781,0.705751,0.352829,0.352829
2.7811,0.705564,0.352735,0.352735
2.7812,0.705377,0.352642,0.352642
2.7813,0.70519,0.352548,0.352548
2.7814,0.705003,0.352455,0.352455
2.7815,0.704815,0.352361,0.352361
2.7816,0.704628,0.352267,0.352267
2.7817,0.704441,0.352174,0.352174
2.7818,0.704254,0.35208,0.35208
2.7819,0.704067,0.351987,0.351987
2.782,0.70388,0.351893,0.351893
2.7821,0.703692,0.351799,0.351799
2.7822,0.703505,0.351706,0.351706
2.7823,0.703318,0.351612,0.351612
2.7824,0.703131,0.351519,0.351519
2.7825,0.702943,0.351425,0.351425
2.7826,0.702756,0.351331,0.351331
2.7827,0.702569,0.351238,0.351238
2.7828,0.702382,0.351144,0.351144
2.7829,0.702194,0.35105,0.35105
2.783,0.702007,0.350957,0.350957
2.7831,0.70182,0.350863,0.350863
2.7832,0.701633,0.350769,0.350769
2.7833,0.701445,0.350676,0.350676
2.7834,0.701258,0.350582,0.350582
2.7835,0.701071,0.350489,0.350489
2.7836,0.700883,0.350395,0.350395
2.7837,0.700696,0.350301,0.350301
2.7838,0.700509,0.350208,0.350208
2.7839,0.700321,0.350114,0.350114
2.784,0.700134,0.35002,0.35002
2.7841,0.699947,0.349927,0.349927
2.7842,0.699759,0.349833,0.349833
2.7843,0.699572,0.349739,0.349739
2.7844,0.699385,0.349645,0.349645
2.7845,0.699197,0.349552,0.349552
2.7846,0.69901,0.349458,0.349458
2.7847,0.698822,0.349364,0.349364
2.7848,0.698635,0.349271,0.349271
2.7849,0.698448,0.349177,0.349177
2.785,0.69826,0.349083,0.349083
2.7851,0.698073,0.34899,0.34899
2.7852,0.697885,0.348896,0.348896
2.7853,0.697698,0.348802,0.348802
2.7854,0.697511,0.348708,0.348708
2.7855,0.697323,0.348615,0.348615
2.7856,0.697136,0.348521,0.348521
2.7857,0.696948,0.348427,0.348427
2.7858,0.696761,0.348333,0.348333
2.7859,0.696573,0.34824,0.34824
2.786,0.696386,0.348146,0.348146
2.7861,0.696198,0.348052,0.348052
2.7862,0.696011,0.347959,0.347959
2.7863,0.695823,0.347865,0.347865
2.7864,0.695636,0.347771,0.347771
2.7865,0.695448,0.347677,0.347677
2.7866,0.695261,0.347583,0.347583
2.7867,0.695073,0.34749,0.34749
2.7868,0.694886,0.347396,0.347396
2.7869,0.694698,0.347302,0.347302
2.787,0.694511,0.347208,0.347208
2.7871,0.694323,0.347115,0.347115
2.7872,0.694135,0.347021,0.347021
2.7873,0.693948,0.346927,0.346927
2.7874,0.69376,0.346833,0.346833
2.7875,0.693573,0.346739,0.346739
2.7876,0.693385,0.346646,0.346646
2.7877,0.693198,0.346552,0.346552
2.7878,0.69301,0.346458,0.346458
2.7879,0.692822,0.346364,0.346364
2.788,0.692635,0.34627,0.34627
2.7881,0.692447,0.346177,0.346177
2.7882,0.692259,0.346083,0.346083
2.7883,0.692072,0.345989,0.345989
2.7884,0.691884,0.345895,0.345895
2.7885,0.691696,0.345801,0.345801
2.7886,0.691509,0.345707,0.345707
2.7887,0.691321,0.345614,0.345614
2.7888,0.691133,0.34552,0.34552
2.7889,0.690946,0.345426,0.345426
2.789,0.690758,0.345332,0.345332
2.7891,0.69057,0.345238,0.345238
2.7892,0.690383,0.345144,0.345144
2.7893,0.690195,0.345051,0.345051
2.7894,0.690007,0.344957,0.344957
2.7895,0.68982,0.344863,0.344863
2.7896,0.689632,0.344769,0.344769
2.7897,0.689444,0.344675,0.344675
2.7898,0.689256,0.344581,0.344581
2.7899,0.689069,0.344487,0.344487
2.79,0.688881,0.344393,0.344393
2.7901,0.688693,0.3443,0.3443
2.7902,0.688505,0.344206,0.344206
2.7903,0.688318,0.344112,0.344112
2.7904,0.68813,0.344018,0.344018
2.7905,0.687942,0.343924,0.343924
2.7906,0.687754,0.34383,0.34383
2.7907,0.687566,0.343736,0.343736
2.7908,0.687379,0.343642,0.343642
2.7909,0.687191,0.343548,0.343548
2.791,0.687003,0.343454,0.343454
2.7911,0.686815,0.343361,0.343361
2.7912,0.686627,0.343267,0.343267
2.7913,0.686439,0.343173,0.343173
2.7914,0.686251,0.343079,0.343079
2.7915,0.686064,0.342985,0.342985
2.7916,0.685876,0.342891,0.342891
2.7917,0.685688,0.342797,0.342797
2.7918,0.6855,0.342703,0.342703
2.7919,0.685312,0.342609,0.342609
2.792,0.685124,0.342515,0.342515
2.7921,0.684936,0.342421,0.342421
2.7922,0.684748,0.342327,0.342327
2.7923,0.68456,0.342233,0.342233
2.7924,0.684373,0.342139,0.342139
2.7925,0.684185,0.342045,0.342045
2.7926,0.683997,0.341951,0.341951
2.7927,0.683809,0.341857,0.341857
2.7928,0.683621,0.341763,0.341763
2.7929,0.683433,0.341669,0.341669
2.793,0.683245,0.341575,0.341575
2.7931,0.683057,0.341481,0.341481
2.7932,0.682869,0.341387,0.341387
2.7933,0.682681,0.341293,0.341293
2.7934,0.682493,0.341199,0.341199
2.7935,0.682305,0.341105,0.341105
2.7936,0.682117,0.341011,0.341011
2.7937,0.681929,0.340917,0.340917
2.7938,0.681741,0.340823,0.340823
2.7939,0.681553,0.340729,0.340729
2.794,0.681365,0.340635,0.340635
2.7941,0.681177,0.340541,0.340541
2.7942,0.680989,0.340447,0.340447
2.7943,0.680801,0.340353,0.340353
2.7944,0.680613,0.340259,0.340259
2.7945,0.680425,0.340165,0.340165
2.7946,0.680237,0.340071,0.340071
2.7947,0.680048,0.339977,0.339977
2.7948,0.67986,0.339883,0.339883
2.7949,0.679672,0.339789,0.339789
2.795,0.679484,0.339695,0.339695
2.7951,0.679296,0.339601,0.339601
2.7952,0.679108,0.339507,0.339507
2.7953,0.67892,0.339413,0.339413
2.7954,0.678732,0.339319,0.339319
2.7955,0.678544,0.339225,0.339225
2.7956,0.678355,0.339131,0.339131
2.7957,0.678167,0.339037,0.339037
2.7958,0.677979,0.338943,0.338943
2.7959,0.677791,0.338848,0.338848
2.796,0.677603,0.338754,0.338754
2.7961,0.677415,0.33866,0.33866
2.7962,0.677226,0.338566,0.338566
2.7963,0.677038,0.338472,0.338472
2.7964,0.67685,0.338378,0.338378
2.7965,0.676662,0.338284,0.338284
2.7966,0.676474,0.33819,0.33819
2.7967,0.676285,0.338096,0.338096
2.7968,0.676097,0.338002,0.338002
2.7969,0.675909,0.337907,0.337907
2.797,0.675721,0.337813,0.337813
2.7971,0.675532,0.337719,0.337719
2.7972,0.675344,0.337625,0.337625
2.7973,0.675156,0.337531,0.337531
2.7974,0.674968,0.337437,0.337437
2.7975,0.674779,0.337343,0.337343
2.7976,0.674591,0.337249,0.337249
2.7977,0.674403,0.337154,0.337154
2.7978,0.674215,0.33706,0.33706
2.7979,0.674026,0.336966,0.336966
2.798,0.673838,0.336872,0.336872
2.7981,0.67365,0.336778,0.336778
2.7982,0.673461,0.336684,0.336684
2.7983,0.673273,0.336589,0.336589
2.7984,0.673085,0.336495,0.336495
2.7985,0.672896,0.336401,0.336401
2.7986,0.672708,0.336307,0.336307
2.7987,0.67252,0.336213,0.336213
2.7988,0.672331,0.336119,0.336119
2.7989,0.672143,0.336024,0.336024
2.799,0.671955,0.33593,0.33593
2.7991,0.671766,0.335836,0.335836
2.7992,0.671578,0.335742,0.335742
2.7993,0.671389,0.335648,0.335648
2.7994,0.671201,0.335553,0.335553
2.7995,0.671013,0.335459,0.335459
2.7996,0.670824,0.335365,0.335365
2.7997,0.670636,0.335271,0.335271
2.7998,0.670447,0.335177,0.335177
2.7999,0.670259,0.335082,0.335082
2.8,0.670071,0.334988,0.334988
2.8001,0.669882,0.334894,0.334894
2.8002,0.669694,0.3348,0.3348
2.8003,0.669505,0.334705,0.334705
2.8004,0.669317,0.334611,0.334611
2.8005,0.669128,0.334517,0.334517
2.8006,0.66894,0.334423,0.334423
2.8007,0.668751,0.334329,0.334329
2.8008,0.668563,0.334234,0.334234
2.8009,0.668374,0.33414,0.33414
2.801,0.668186,0.334046,0.334046
2.8011,0.667997,0.333952,0.333952
2.8012,0.667809,0.333857,0.333857
2.8013,0.66762,0.333763,0.333763
2.8014,0.667432,0.333669,0.333669
2.8015,0.667243,0.333574,0.333574
2.8016,0.667055,0.33348,0.33348
2.8017,0.666866,0.333386,0.333386
2.8018,0.666677,0.333292,0.333292
2.8019,0.666489,0.333197,0.333197
2.802,0.6663,0.333103,0.333103
2.8021,0.666112,0.333009,0.333009
2.8022,0.665923,0.332914,0.332914
2.8023,0.665735,0.33282,0.33282
2.8024,0.665546,0.332726,0.332726
2.8025,0.665357,0.332632,0.332632
2.8026,0.665169,0.332537,0.332537
2.8027,0.66498,0.332443,0.332443
2.8028,0.664792,0.332349,0.332349
2.8029,0.664603,0.332254,0.332254
2.803,0.664414,0.33216,0.33216
2.8031,0.664226,0.332066,0.332066
2.8032,0.664037,0.331971,0.331971
2.8033,0.663848,0.331877,0.331877
2.8034,0.66366,0.331783,0.331783
2.8035,0.663471,0.331688,0.331688
2.8036,0.663282,0.331594,0.331594
2.8037,0.663094,0.3315,0.3315
2.8038,0.662905,0.331405,0.331405
2.8039,0.662716,0.331311,0.331311
2.804,0.662528,0.331217,0.331217
2.8041,0.662339,0.331122,0.331122
2.8042,0.66215,0.331028,0.331028
2.8043,0.661961,0.330934,0.330934
2.8044,0.661773,0.330839,0.330839
2.8045,0.661584,0.330745,0.330745
2.8046,0.661395,0.33065,0.33065
2.8047,0.661206,0.330556,0.330556
2.8048,0.661018,0.330462,0.330462
2.8049,0.660829,0.330367,0.330367
2.805,0.66064,0.330273,0.330273
2.8051,0.660451,0.330178,0.330178
2.8052,0.660263,0.330084,0.330084
2.8053,0.660074,0.32999,0.32999
2.8054,0.659885,0.329895,0.329895
2.8055,0.659696,0.329801,0.329801
2.8056,0.659507,0.329706,0.329706
2.8057,0.659319,0.329612,0.329612
2.8058,0.65913,0.329518,0.329518
2.8059,0.658941,0.329423,0.329423
2.806,0.658752,0.329329,0.329329
2.8061,0.658563,0.329234,0.329234
2.8062,0.658374,0.32914,0.32914
2.8063,0.658186,0.329046,0.329046
2.8064,0.657997,0.328951,0.328951
2.8065,0.657808,0.328857,0.328857
2.8066,0.657619,0.328762,0.328762
2.8067,0.65743,0.328668,0.328668
2.8068,0.657241,0.328573,0.328573
2.8069,0.657052,0.328479,0.328479
2.807,0.656863,0.328384,0.328384
2.8071,0.656674,0.32829,0.32829
2.8072,0.656486,0.328196,0.328196
2.8073,0.656297,0.328101,0.328101
2.8074,0.656108,0.328007,0.328007
2.8075,0.655919,0.327912,0.327912
2.8076,0.65573,0.327818,0.327818
2.8077,0.655541,0.327723,0.327723
2.8078,0.655352,0.327629,0.327629
2.8079,0.655163,0.327534,0.327534
2.808,0.654974,0.32744,0.32744
2.8081,0.654785,0.327345,0.327345
2.8082,0.654596,0.327251,0.327251
2.8083,0.654407,0.327156,0.327156
2.8084,0.654218,0.327062,0.327062
2.8085,0.654029,0.326967,0.326967
2.8086,0.65384,0.326873,0.326873
2.8087,0.653651,0.326778,0.326778
2.8088,0.653462,0.326684,0.326684
2.8089,0.653273,0.326589,0.326589
2.809,0.653084,0.326495,0.326495
2.8091,0.652895,0.3264,0.3264
2.8092,0.652706,0.326306,0.326306
2.8093,0.652517,0.326211,0.326211
2.8094,0.652328,0.326117,0.326117
2.8095,0.652139,0.326022,0.326022
2.8096,0.65195,0.325928,0.325928
2.8097,0.65176,0.325833,0.325833
2.8098,0.651571,0.325738,0.325738
2.8099,0.651382,0.325644,0.325644
2.81,0.651193,0.325549,0.325549
2.8101,0.651004,0.325455,0.325455
2.8102,0.650815,0.32536,0.32536
2.8103,0.650626,0.325266,0.325266
2.8104,0.650437,0.325171,0.325171
2.8105,0.650248,0.325077,0.325077
2.8106,0.650058,0.324982,0.324982
2.8107,0.649869,0.324887,0.324887
2.8108,0.64968,0.324793,0.324793
