"time","wallTime","wc2.P.x [m]","wc2.P.v [m/s]","wc2.P.F [N]","wc1.P.x [m]","wc1.P.v [m/s]","wc1.P.F [N]"
1.35,5.65881,0.00278597,0.00853392,67.4665,0.019349,0.277741,-67.5136
1.352,5.66786,0.00280391,0.00970845,69.6583,0.019909,0.283729,-69.703
1.354,5.67708,0.00282423,0.0109254,71.885,0.0204807,0.289269,-71.9271
1.356,5.68699,0.00284702,0.0121852,74.1424,0.0210632,0.294354,-74.182
1.358,5.69713,0.00287236,0.0134884,76.4267,0.0216554,0.29898,-76.4636
1.36,5.70635,0.00290034,0.0148354,78.7337,0.0222566,0.303141,-78.768
1.362,5.71518,0.00293105,0.0162265,81.0593,0.0228657,0.306834,-81.091
1.364,5.72512,0.00296457,0.0176618,83.3995,0.0234818,0.310056,-83.4284
1.366,5.73483,0.003001,0.0191415,85.75,0.0241041,0.312805,-85.7762
1.368,5.74479,0.00304042,0.0206657,88.1067,0.0247315,0.31508,-88.1303
1.37,5.75405,0.00308292,0.0222342,90.4655,0.0253631,0.31688,-90.4864
1.372,5.76435,0.00312859,0.023847,92.8221,0.0259979,0.318206,-92.8404
1.374,5.77224,0.00317752,0.0255038,95.1726,0.026635,0.319059,-95.1882
1.376,5.78192,0.0032298,0.0272043,97.5127,0.0272735,0.319441,-97.5256
1.378,5.79246,0.00328551,0.028948,99.8384,0.0279124,0.319355,-99.8486
1.38,5.80091,0.00334474,0.0307345,102.146,0.0285508,0.318806,-102.153
1.382,5.8111,0.00340757,0.0325632,104.43,0.0291877,0.317796,-104.435
1.384,5.81974,0.00347409,0.0344334,106.688,0.0298222,0.316332,-106.691
1.386,5.82919,0.00354439,0.0363444,108.916,0.0304535,0.31442,-108.916
1.388,5.83857,0.00361853,0.0382953,111.11,0.0310807,0.312066,-111.107
1.39,5.84747,0.00369661,0.0402853,113.265,0.0317028,0.309278,-113.26
1.392,5.85735,0.0037787,0.0423133,115.379,0.032319,0.306065,-115.371
1.394,5.86644,0.00386487,0.0443782,117.447,0.0329285,0.302436,-117.437
1.396,5.87709,0.00395519,0.046479,119.466,0.0335304,0.2984,-119.454
1.398,5.88665,0.00404975,0.0486143,121.433,0.0341239,0.293968,-121.419
1.4,5.89647,0.0041486,0.0507829,123.344,0.0347083,0.289151,-123.328
1.402,5.90542,0.00425181,0.0529833,125.196,0.0352828,0.283961,-125.178
1.404,5.91438,0.00435944,0.0552143,126.986,0.0358466,0.278411,-126.965
1.406,5.92429,0.00447156,0.0574741,128.711,0.036399,0.272513,-128.688
1.408,5.93545,0.00458822,0.0597614,130.368,0.0369394,0.26628,-130.343
1.41,5.9455,0.00470947,0.0620744,131.954,0.0374671,0.259728,-131.927
1.412,5.95402,0.00483537,0.0644114,133.466,0.0379815,0.252871,-133.438
1.414,5.96513,0.00496596,0.0667708,134.903,0.0384819,0.245724,-134.873
1.416,5.97568,0.00510129,0.0691507,136.261,0.0389678,0.238303,-136.229
1.418,5.98493,0.00524138,0.0715492,137.538,0.0394387,0.230624,-137.505
1.42,5.99599,0.00538629,0.0739644,138.733,0.0398941,0.222703,-138.699
1.422,6.00581,0.00553604,0.0763945,139.844,0.0403334,0.214557,-139.808
1.424,6.014,0.00569066,0.0788374,140.868,0.0407563,0.206205,-140.831
1.426,6.02315,0.00585017,0.0812912,141.804,0.0411623,0.197662,-141.766
1.428,6.0343,0.0060146,0.0837537,142.65,0.0415511,0.188947,-142.611
1.43,6.04418,0.00618396,0.0862229,143.406,0.0419224,0.180079,-143.366
1.432,6.05543,0.00635826,0.0886967,144.071,0.0422758,0.171075,-144.03
1.434,6.06493,0.00653751,0.0911729,144.642,0.0426112,0.161955,-144.6
1.436,6.07416,0.00672171,0.0936494,145.12,0.0429282,0.152736,-145.077
1.438,6.08499,0.00691087,0.0961241,145.503,0.0432267,0.143439,-145.46
1.44,6.09367,0.00710497,0.0985947,145.792,0.0435065,0.134081,-145.749
1.442,6.10513,0.00730401,0.101059,145.986,0.0437677,0.124681,-145.943
1.444,6.11529,0.00750797,0.103515,146.085,0.04401,0.11526,-146.041
1.446,6.12549,0.00771684,0.10596,146.088,0.0442334,0.105835,-146.045
1.448,6.13368,0.00793058,0.108393,145.997,0.044438,0.096426,-145.954
1.45,6.14547,0.00814918,0.11081,145.812,0.0446238,0.0870516,-145.768
1.452,6.15387,0.00837261,0.113211,145.533,0.0447909,0.0777305,-145.489
1.454,6.16471,0.00860082,0.115592,145.16,0.0449394,0.0684815,-145.117
1.456,6.1729,0.00883377,0.117951,144.695,0.0450695,0.059323,-144.653
1.458,6.18361,0.00907143,0.120287,144.14,0.0451814,0.0502732,-144.098
1.46,6.19555,0.00931374,0.122597,143.494,0.0452752,0.0413502,-143.452
1.462,6.20308,0.00956065,0.124879,142.759,0.0453513,0.0325716,-142.719
1.464,6.21318,0.00981211,0.127132,141.937,0.0454099,0.023955,-141.898
1.466,6.22408,0.010068,0.129353,141.03,0.0454515,0.0155174,-140.992
1.468,6.23425,0.0103284,0.131539,140.04,0.0454763,0.00727547,-140.002
1.47,6.24381,0.0105931,0.133691,138.968,0.0454848,-0.000754357,-138.931
1.472,6.25378,0.0108621,0.135804,137.816,0.0454774,-0.00855621,-137.78
1.474,6.26617,0.0111352,0.137878,136.587,0.0454546,-0.0161146,-136.553
1.476,6.2759,0.0114125,0.139911,135.283,0.0454168,-0.0234147,-135.25
1.478,6.28738,0.0116938,0.1419,133.907,0.0453647,-0.0304418,-133.876
1.48,6.2973,0.0119791,0.143845,132.461,0.0452987,-0.0371821,-132.431
1.482,6.30663,0.0122682,0.145744,130.949,0.0452195,-0.0436222,-130.92
1.484,6.31722,0.0125611,0.147595,129.372,0.0451276,-0.0497492,-129.345
1.486,6.32606,0.0128577,0.149396,127.734,0.0450237,-0.055551,-127.709
1.488,6.33643,0.0131578,0.151146,126.039,0.0449084,-0.0610159,-126.016
1.49,6.34864,0.0134613,0.152845,124.289,0.0447825,-0.066133,-124.267
1.492,6.35824,0.0137683,0.154489,122.487,0.0446466,-0.070892,-122.467
1.494,6.36724,0.0140785,0.15608,120.637,0.0445015,-0.0752832,-120.62
1.496,6.38003,0.0143918,0.157614,118.743,0.0443478,-0.0792977,-118.727
1.498,6.39037,0.0147081,0.159091,116.807,0.0441865,-0.0829273,-116.794
1.5,6.40086,0.0150274,0.16051,114.834,0.0440181,-0.0861645,-114.823
1.502,6.40977,0.0153494,0.161871,112.828,0.0438436,-0.0890024,-112.818
1.504,6.41923,0.0156742,0.163172,110.791,0.0436637,-0.0914351,-110.784
1.506,6.43032,0.0160014,0.164412,108.728,0.0434793,-0.0934573,-108.723
1.508,6.44168,0.0163312,0.165591,106.642,0.0432911,-0.0950644,-106.64
1.51,6.45095,0.0166632,0.166709,104.538,0.0431,-0.0962527,-104.538
1.512,6.46005,0.0169974,0.167764,102.419,0.0429068,-0.0970192,-102.421
1.514,6.47104,0.0173337,0.168757,100.289,0.0427125,-0.0973617,-100.293
1.516,6.48201,0.0176719,0.169686,98.1522,0.0425177,-0.0972787,-98.1586
1.518,6.49331,0.0180119,0.170553,96.0123,0.0423235,-0.0967697,-96.021
1.52,6.50404,0.0183537,0.171356,93.8732,0.0421306,-0.0958348,-93.8842
1.522,6.51512,0.0186969,0.172095,91.7389,0.0419399,-0.094475,-91.7522
1.524,6.52572,0.0190416,0.172771,89.6133,0.0417522,-0.0926918,-89.6288
1.526,6.53495,0.0193876,0.173384,87.5002,0.0415684,-0.0904878,-87.518
1.528,6.54677,0.0197348,0.173933,85.4036,0.0413893,-0.0878662,-85.4235
1.53,6.55639,0.0200831,0.17442,83.3271,0.0412158,-0.0848312,-83.3492
1.532,6.56675,0.0204322,0.174844,81.2747,0.0410487,-0.0813873,-81.2989
1.534,6.57802,0.0207822,0.175205,79.2499,0.0408887,-0.0775401,-79.2763
1.536,6.58875,0.0211329,0.175506,77.2565,0.0407368,-0.0732959,-77.285
1.538,6.60067,0.0214841,0.175745,75.2982,0.0405936,-0.0686617,-75.3288
1.54,6.61048,0.0218357,0.175923,73.3784,0.04046,-0.063645,-73.411
1.542,6.62188,0.0221876,0.176043,71.5006,0.0403367,-0.0582543,-71.5352
1.544,6.63432,0.0225398,0.176103,69.6683,0.0402244,-0.0524986,-69.7047
1.546,6.6449,0.022892,0.176105,67.8847,0.0401239,-0.0463877,-67.923
1.548,6.65495,0.0232442,0.176051,66.153,0.040036,-0.0399319,-66.1931
1.55,6.66656,0.0235962,0.17594,64.4765,0.0399611,-0.0331421,-64.5183
1.552,6.67505,0.023948,0.175775,62.858,0.0399001,-0.0260299,-62.9015
1.554,6.68619,0.0242994,0.175556,61.3006,0.0398536,-0.0186075,-61.3457
1.556,6.69897,0.0246503,0.175285,59.807,0.0398221,-0.0108877,-59.8537
1.558,6.70953,0.0250006,0.174963,58.38,0.0398063,-0.00288365,-58.428
1.56,6.7193,0.0253503,0.174592,57.022,0.0398067,0.00539084,-57.0714
1.562,6.73018,0.0256991,0.174172,55.7356,0.0398238,0.0139215,-55.7863
1.564,6.74014,0.0260471,0.173705,54.523,0.0398582,0.0226936,-54.5749
1.566,6.75297,0.0263942,0.173193,53.3864,0.0399103,0.031692,-53.4395
1.568,6.76255,0.0267402,0.172638,52.3279,0.0399806,0.0409012,-52.382
1.57,6.7732,0.027085,0.17204,51.3494,0.0400694,0.0503051,-51.4045
1.572,6.78544,0.0274286,0.171402,50.4526,0.0401772,0.0598875,-50.5085
1.574,6.79446,0.0277709,0.170726,49.6392,0.0403042,0.0696318,-49.6959
1.576,6.80683,0.0281118,0.170013,48.9105,0.0404509,0.079521,-48.9679
1.578,6.81565,0.0284513,0.169265,48.268,0.0406174,0.0895379,-48.326
1.58,6.82787,0.0287892,0.168483,47.7128,0.0408041,0.0996653,-47.7712
1.582,6.83774,0.0291256,0.16767,47.2458,0.0410111,0.109885,-47.3046
1.584,6.84835,0.0294603,0.166828,46.868,0.0412386,0.12018,-46.9271
1.586,6.8587,0.0297933,0.165958,46.5799,0.0414867,0.130533,-46.6392
1.588,6.8695,0.0301246,0.165062,46.3822,0.0417555,0.140924,-46.4416
1.59,6.88179,0.030454,0.164142,46.2752,0.0420452,0.151336,-46.3346
1.592,6.89067,0.0307816,0.163201,46.2592,0.0423557,0.161751,-46.3184
1.594,6.90449,0.0311073,0.162239,46.334,0.042687,0.172151,-46.393
1.596,6.91303,0.031431,0.161259,46.4997,0.0430391,0.182517,-46.5584
1.598,6.92492,0.0317528,0.160264,46.756,0.0434118,0.192832,-46.8142
1.6,6.93609,0.0320726,0.159254,47.1024,0.0438052,0.203077,-47.1601
1.602,6.9457,0.0323903,0.158232,47.5383,0.044219,0.213235,-47.5954
1.604,6.95733,0.032706,0.157199,48.063,0.044653,0.223288,-48.1194
1.606,6.96821,0.0330196,0.156159,48.6756,0.0451071,0.233219,-48.7311
1.608,6.98016,0.0333312,0.155111,49.375,0.0455809,0.243009,-49.4296
1.61,6.99174,0.0336406,0.154059,50.16,0.0460741,0.252643,-50.2136
1.612,7.00455,0.0339479,0.153004,51.0293,0.0465865,0.262103,-51.0818
1.614,7.01424,0.0342531,0.151949,51.9813,0.0471177,0.271373,-52.0326
1.616,7.02637,0.0345562,0.150894,53.0144,0.0476673,0.280436,-53.0644
1.618,7.0388,0.0348572,0.149841,54.1268,0.0482348,0.289277,-54.1754
1.62,7.04943,0.0351561,0.148793,55.3165,0.0488199,0.297881,-55.3637
1.622,7.06111,0.0354529,0.14775,56.5816,0.049422,0.306232,-56.6272
1.624,7.07103,0.0357477,0.146716,57.9197,0.0500405,0.314315,-57.9637
1.626,7.0825,0.0360403,0.14569,59.3287,0.0506751,0.322118,-59.3709
1.628,7.09294,0.0363309,0.144675,60.806,0.051325,0.329625,-60.8465
1.63,7.10418,0.0366195,0.143672,62.3491,0.0519897,0.336825,-62.3877
1.632,7.11651,0.0369061,0.142683,63.9553,0.0526685,0.343703,-63.992
1.634,7.12817,0.0371908,0.141709,65.6219,0.0533609,0.35025,-65.6566
1.636,7.13957,0.0374735,0.140751,67.3459,0.0540661,0.356452,-67.3785
1.638,7.15033,0.0377543,0.139811,69.1244,0.0547834,0.362299,-69.1549
1.64,7.16095,0.0380332,0.13889,70.9543,0.0555122,0.367781,-70.9827
1.642,7.17072,0.0383103,0.137988,72.8325,0.0562517,0.372888,-72.8587
1.644,7.18449,0.0385856,0.137108,74.7557,0.057001,0.377611,-74.7796
1.646,7.19579,0.0388592,0.13625,76.7206,0.0577596,0.381943,-76.7422
1.648,7.20491,0.039131,0.135414,78.7239,0.0585265,0.385875,-78.7431
1.65,7.21674,0.0394012,0.134603,80.762,0.0593009,0.3894,-80.7789
1.652,7.22652,0.0396699,0.133816,82.8316,0.0600821,0.392512,-82.846
1.654,7.23865,0.0399369,0.133055,84.9289,0.0608692,0.395206,-84.9409
1.656,7.25054,0.0402025,0.132319,87.0506,0.0616614,0.397477,-87.06
1.658,7.26409,0.0404666,0.13161,89.1928,0.0624578,0.399321,-89.1998
1.66,7.27423,0.0407293,0.130929,91.352,0.0632576,0.400734,-91.3564
1.662,7.28699,0.0409906,0.130275,93.5244,0.0640599,0.401714,-93.5263
1.664,7.29547,0.0412507,0.129648,95.7064,0.0648638,0.402258,-95.7058
1.666,7.30915,0.0415096,0.12905,97.8943,0.0656684,0.402367,-97.8911
1.668,7.31828,0.0417672,0.128481,100.084,0.066473,0.402039,-100.079
1.67,7.33169,0.0420238,0.127939,102.273,0.0672766,0.401274,-102.264
1.672,7.34435,0.0422793,0.127427,104.456,0.0680783,0.400075,-104.445
1.674,7.35674,0.0425338,0.126942,106.63,0.0688773,0.398442,-106.616
1.676,7.36611,0.0427873,0.126487,108.791,0.0696727,0.396379,-108.775
1.678,7.37981,0.0430399,0.126059,110.936,0.0704636,0.393888,-110.918
1.68,7.38833,0.0432918,0.125659,113.061,0.0712493,0.390973,-113.04
1.682,7.40286,0.0435428,0.125287,115.163,0.0720288,0.38764,-115.139
1.684,7.41144,0.0437931,0.124941,117.237,0.0728013,0.383894,-117.212
1.686,7.42446,0.0440427,0.124623,119.281,0.0735661,0.379741,-119.253
1.688,7.43611,0.0442918,0.12433,121.291,0.0743222,0.375187,-121.261
1.69,7.44706,0.0445402,0.124063,123.264,0.0750689,0.370241,-123.231
1.692,7.4608,0.0447882,0.123821,125.196,0.0758055,0.36491,-125.161
1.694,7.47036,0.0450356,0.123602,127.085,0.0765311,0.359203,-127.047
1.696,7.48179,0.0452827,0.123407,128.926,0.077245,0.353129,-128.887
1.698,7.49476,0.0455294,0.123234,130.718,0.0779465,0.346699,-130.676
1.7,7.50817,0.0457757,0.123082,132.456,0.0786348,0.339924,-132.413
1.702,7.51932,0.0460218,0.12295,134.139,0.0793094,0.332813,-134.094
1.704,7.53236,0.0462676,0.122837,135.764,0.0799695,0.32538,-135.716
1.706,7.54205,0.0465132,0.122742,137.327,0.0806145,0.317636,-137.278
1.708,7.55318,0.0467586,0.122664,138.827,0.0812438,0.309594,-138.776
1.71,7.56502,0.0470039,0.122601,140.26,0.0818568,0.301267,-140.208
1.712,7.57855,0.0472491,0.122552,141.626,0.0824529,0.292669,-141.572
1.714,7.58716,0.0474941,0.122517,142.921,0.0830316,0.283814,-142.865
1.716,7.60037,0.0477391,0.122492,144.143,0.0835925,0.274717,-144.086
1.718,7.61302,0.0479841,0.122478,145.291,0.084135,0.265392,-145.232
1.72,7.62224,0.0482291,0.122471,146.362,0.0846586,0.255855,-146.303
1.722,7.63487,0.048474,0.122472,147.356,0.0851631,0.246122,-147.295
1.724,7.64877,0.048719,0.122478,148.271,0.0856479,0.236207,-148.209
1.726,7.66054,0.0489639,0.122488,149.104,0.0861128,0.226128,-149.041
1.728,7.67102,0.0492089,0.122501,149.856,0.0865574,0.215901,-149.792
1.73,7.68406,0.0494539,0.122513,150.525,0.0869814,0.205542,-150.46
1.732,7.69476,0.049699,0.122525,151.11,0.0873847,0.195069,-151.045
1.734,7.70792,0.049944,0.122534,151.61,0.0877669,0.184497,-151.544
1.736,7.71811,0.0501891,0.122538,152.025,0.0881279,0.173845,-151.959
1.738,7.73283,0.0504342,0.122536,152.355,0.0884676,0.163129,-152.288
1.74,7.74375,0.0506792,0.122527,152.598,0.0887858,0.152366,-152.531
1.742,7.7535,0.0509243,0.122507,152.755,0.0890824,0.141575,-152.687
1.744,7.76805,0.0511693,0.122476,152.826,0.0893575,0.130771,-152.758
1.746,7.77863,0.0514142,0.122433,152.81,0.0896109,0.119973,-152.743
1.748,7.79055,0.051659,0.122374,152.709,0.0898428,0.109197,-152.641
1.75,7.80096,0.0519037,0.122299,152.523,0.0900531,0.0984613,-152.455
1.752,7.81585,0.0521482,0.122206,152.251,0.090242,0.0877818,-152.184
1.754,7.82645,0.0523926,0.122093,151.896,0.0904096,0.0771757,-151.829
1.756,7.83674,0.0526366,0.121958,151.457,0.090556,0.0666596,-151.391
1.758,7.85076,0.0528804,0.1218,150.937,0.0906815,0.05625,-150.871
1.76,7.86215,0.0531239,0.121618,150.335,0.0907863,0.045963,-150.27
1.762,7.87568,0.053367,0.121409,149.654,0.0908706,0.0358146,-149.589
1.764,7.88633,0.0536096,0.121172,148.894,0.0909347,0.0258205,-148.83
1.766,7.89756,0.0538518,0.120905,148.058,0.0909789,0.0159959,-147.995
1.768,7.91014,0.0540934,0.120608,147.147,0.0910037,0.00635586,-147.085
1.77,7.92215,0.0543344,0.120278,146.163,0.0910093,-0.00308502,-146.102
1.772,7.93392,0.0545746,0.119914,145.108,0.0909962,-0.0123125,-145.049
1.774,7.94602,0.0548142,0.119515,143.984,0.0909647,-0.0213128,-143.926
1.776,7.95797,0.0550529,0.11908,142.794,0.0909155,-0.0300726,-142.736
1.778,7.96851,0.0552907,0.118606,141.539,0.0908489,-0.0385789,-141.483
1.78,7.98216,0.0555275,0.118094,140.221,0.0907656,-0.0468194,-140.167
1.782,7.99576,0.0557633,0.117541,138.845,0.0906659,-0.0547821,-138.792
1.784,8.00649,0.055998,0.116947,137.411,0.0905505,-0.0624558,-137.36
1.786,8.01998,0.0562314,0.11631,135.924,0.09042,-0.0698294,-135.874
1.788,8.03057,0.0564635,0.11563,134.385,0.090275,-0.0768929,-134.337
1.79,8.04574,0.0566942,0.114906,132.798,0.0901161,-0.0836366,-132.752
1.792,8.0554,0.0569235,0.114136,131.166,0.089944,-0.0900512,-131.121
1.794,8.0703,0.0571511,0.11332,129.491,0.0897593,-0.0961285,-129.448
1.796,8.08128,0.0573771,0.112457,127.777,0.0895627,-0.101861,-127.736
1.798,8.09368,0.0576014,0.111547,126.028,0.0893549,-0.10724,-125.988
1.8,8.10422,0.0578238,0.110589,124.245,0.0891366,-0.112261,-124.208
1.802,8.1191,0.0580442,0.109582,122.433,0.0889085,-0.116916,-122.398
1.804,8.13232,0.0582626,0.108526,120.595,0.0886714,-0.121202,-120.562
1.806,8.14467,0.0584788,0.10742,118.735,0.088426,-0.125113,-118.704
1.808,8.15563,0.0586928,0.106264,116.855,0.0881731,-0.128645,-116.826
1.81,8.16737,0.0589044,0.105059,114.96,0.0879134,-0.131796,-114.933
1.812,8.17875,0.0591136,0.103803,113.052,0.0876476,-0.134563,-113.027
1.814,8.19247,0.0593202,0.102497,111.136,0.0873767,-0.136944,-111.113
1.816,8.20359,0.0595242,0.10114,109.214,0.0871012,-0.138938,-109.193
1.818,8.21733,0.0597254,0.0997331,107.291,0.0868221,-0.140544,-107.272
1.82,8.23135,0.0599238,0.098276,105.369,0.08654,-0.141764,-105.352
1.822,8.24415,0.0601193,0.0967688,103.452,0.0862558,-0.142598,-103.438
1.824,8.25675,0.0603116,0.095212,101.544,0.0859702,-0.143047,-101.532
1.826,8.26759,0.0605009,0.0936059,99.6487,0.085684,-0.143115,-99.6383
1.828,8.27998,0.0606868,0.0919508,97.7685,0.0853979,-0.142804,-97.7602
1.83,8.29372,0.0608695,0.0902473,95.9073,0.0851128,-0.142118,-95.9011
1.832,8.30473,0.0610487,0.0884961,94.0684,0.0848293,-0.141062,-94.0642
1.834,8.3187,0.0612243,0.0866977,92.2552,0.0845482,-0.13964,-92.2529
1.836,8.32823,0.0613963,0.0848529,90.4708,0.0842702,-0.137858,-90.4705
1.838,8.34378,0.0615646,0.0829624,88.7184,0.083996,-0.135724,-88.7201
1.84,8.35449,0.0617291,0.0810272,87.0013,0.0837264,-0.133243,-87.0048
1.842,8.36708,0.0618897,0.0790482,85.3224,0.0834619,-0.130424,-85.3278
1.844,8.37793,0.0620463,0.0770263,83.6848,0.0832034,-0.127274,-83.6919
1.846,8.39517,0.0621988,0.0749627,82.0913,0.0829514,-0.123803,-82.1002
1.848,8.40768,0.0623471,0.0728585,80.5449,0.0827066,-0.120019,-80.5554
1.85,8.41996,0.0624912,0.0707149,79.0481,0.0824696,-0.115934,-79.0603
1.852,8.43098,0.062631,0.068533,77.6038,0.0822409,-0.111557,-77.6176
1.854,8.44356,0.0627665,0.0663143,76.2143,0.0820213,-0.106899,-76.2296
1.856,8.45632,0.0628974,0.0640601,74.8823,0.0818111,-0.101971,-74.899
1.858,8.46888,0.0630238,0.0617719,73.6099,0.081611,-0.0967867,-73.6281
1.86,8.48185,0.0631456,0.059451,72.3995,0.0814215,-0.091357,-72.419
1.862,8.4954,0.0632628,0.057099,71.2531,0.081243,-0.0856951,-71.2739
1.864,8.50641,0.0633752,0.0547174,70.1728,0.081076,-0.0798142,-70.1947
1.866,8.519,0.0634828,0.052308,69.1604,0.0809209,-0.0737278,-69.1834
1.868,8.53469,0.0635856,0.0498722,68.2177,0.0807781,-0.0674499,-68.2417
1.87,8.54718,0.0636835,0.0474119,67.3463,0.080648,-0.0609946,-67.3713
1.872,8.55807,0.0637765,0.0449287,66.5476,0.080531,-0.0543766,-66.5735
1.874,8.57078,0.0638644,0.0424243,65.8231,0.0804273,-0.0476107,-65.8498
1.876,8.58191,0.0639474,0.0399007,65.174,0.0803372,-0.0407119,-65.2014
1.878,8.59504,0.0640253,0.0373595,64.6013,0.080261,-0.0336954,-64.6293
1.88,8.60707,0.0640981,0.0348026,64.1061,0.080199,-0.0265768,-64.1346
1.882,8.6213,0.0641658,0.0322318,63.689,0.0801512,-0.0193717,-63.718
1.884,8.63396,0.0642283,0.0296491,63.3509,0.0801179,-0.0120958,-63.3803
1.886,8.64496,0.0642857,0.0270563,63.0922,0.0800992,-0.00476499,-63.1218
1.888,8.65762,0.0643378,0.0244554,62.9133,0.0800952,0.00260476,-62.9431
1.89,8.672,0.0643848,0.0218482,62.8144,0.080106,0.00999749,-62.8443
1.892,8.68697,0.0644265,0.0192366,62.7957,0.0801315,0.0173972,-62.8256
1.894,8.69817,0.064463,0.0166225,62.8571,0.0801718,0.0247878,-62.8869
1.896,8.71059,0.0644943,0.014008,62.9983,0.0802269,0.0321534,-63.028
1.898,8.72189,0.0645204,0.0113948,63.2192,0.0802968,0.0394781,-63.2486
1.9,8.73718,0.0645412,0.00878498,63.5191,0.0803812,0.0467461,-63.5482
1.902,8.74936,0.0645568,0.00618031,63.8976,0.0804801,0.0539416,-63.9262
1.904,8.7662,0.0645672,0.00358271,64.3538,0.0805933,0.0610493,-64.3819
1.906,8.77904,0.0645725,0.000994055,64.8868,0.0807207,0.0680536,-64.9143
1.908,8.79034,0.0645725,-0.00158381,65.4956,0.080862,0.0749396,-65.5225
1.91,8.80315,0.0645674,-0.00414907,66.1791,0.0810169,0.0816921,-66.2052
1.912,8.81762,0.0645572,-0.00669991,66.936,0.0811853,0.0882967,-66.9612
1.914,8.8272,0.0645419,-0.00923456,67.7647,0.0813667,0.0947388,-67.7891
1.916,8.84168,0.0645215,-0.0117513,68.6639,0.0815609,0.101005,-68.6873
1.918,8.85389,0.0644962,-0.0142484,69.6318,0.0817675,0.10708,-69.6541
1.92,8.86773,0.0644658,-0.0167241,70.6666,0.0819861,0.112952,-70.6878
1.922,8.88242,0.0644305,-0.0191769,71.7664,0.0822163,0.118608,-71.7864
1.924,8.89375,0.0643903,-0.0216052,72.9292,0.0824576,0.124034,-72.9479
1.926,8.90683,0.0643453,-0.0240073,74.1529,0.0827096,0.129219,-74.1702
1.928,8.91978,0.0642955,-0.0263819,75.4351,0.0829718,0.134151,-75.451
1.93,8.93298,0.064241,-0.0287273,76.7736,0.0832437,0.138819,-76.788
1.932,8.94608,0.0641818,-0.0310423,78.1659,0.0835246,0.143211,-78.1788
1.934,8.95916,0.064118,-0.0333255,79.6096,0.0838142,0.147319,-79.6209
1.936,8.97371,0.0640497,-0.0355756,81.1018,0.0841117,0.151131,-81.1115
1.938,8.98504,0.0639768,-0.0377912,82.6401,0.0844167,0.15464,-82.6481
1.94,8.99797,0.0638996,-0.0399714,84.2215,0.0847284,0.157835,-84.2278
1.942,9.01096,0.0638181,-0.0421148,85.8432,0.0850463,0.16071,-85.8477
1.944,9.03382,0.0637322,-0.0442205,87.5024,0.0853697,0.163256,-87.505
1.946,9.07294,0.0636422,-0.0462874,89.1959,0.0856979,0.165467,-89.1967
1.948,9.1129,0.0635481,-0.0483147,90.9207,0.0860303,0.167337,-90.9197
1.95,9.14582,0.06345,-0.0503014,92.6739,0.0863661,0.16886,-92.6709
1.952,9.1745,0.0633479,-0.0522467,94.4521,0.0867048,0.17003,-94.4471
1.954,9.20367,0.063242,-0.0541499,96.2522,0.0870455,0.170844,-96.2453
1.956,9.22699,0.0631323,-0.0560104,98.071,0.0873876,0.171297,-98.0621
1.958,9.25006,0.0630189,-0.0578275,99.9053,0.0877303,0.171388,-99.8944
1.96,9.27327,0.0629019,-0.0596007,101.752,0.0880729,0.171112,-101.739
1.962,9.29721,0.0627814,-0.0613296,103.607,0.0884147,0.170469,-103.592
1.964,9.32059,0.0626575,-0.0630137,105.468,0.088755,0.169457,-105.451
1.966,9.33869,0.0625302,-0.0646528,107.331,0.0890929,0.168076,-107.312
1.968,9.3503,0.0623997,-0.0662466,109.193,0.0894278,0.166326,-109.172
1.97,9.36308,0.0622661,-0.067795,111.05,0.0897589,0.164208,-111.027
1.972,9.37794,0.0621293,-0.0692978,112.9,0.0900855,0.161723,-112.875
1.974,9.38958,0.0619896,-0.070755,114.739,0.0904069,0.158875,-114.712
1.976,9.40279,0.0618471,-0.0721666,116.564,0.0907223,0.155664,-116.535
1.978,9.41606,0.0617017,-0.0735329,118.371,0.091031,0.152096,-118.34
1.98,9.42944,0.0615536,-0.0748539,120.157,0.0913323,0.148173,-120.124
1.982,9.44386,0.061403,-0.0761299,121.92,0.0916255,0.143902,-121.885
1.984,9.45916,0.0612498,-0.0773613,123.656,0.0919099,0.139287,-123.619
1.986,9.47264,0.0610942,-0.0785484,125.361,0.0921848,0.134334,-125.323
1.988,9.48803,0.0609362,-0.0796916,127.034,0.0924496,0.129049,-126.994
1.99,9.50131,0.060776,-0.0807916,128.671,0.0927035,0.123441,-128.629
1.992,9.5145,0.0606136,-0.0818489,130.269,0.092946,0.117516,-130.225
1.994,9.52731,0.0604491,-0.0828641,131.825,0.0931764,0.111284,-131.78
1.996,9.54025,0.0602827,-0.083838,133.337,0.0933941,0.104752,-133.29
