"time","wallTime","wc2.P.x [m]","wc2.P.v [m/s]","wc2.P.F [N]","wc1.P.x [m]","wc1.P.v [m/s]","wc1.P.F [N]"
0.702,3.02661,0.0686962,0.00258008,38.3918,0.0782638,0.0352807,-38.4477
0.704,3.03143,0.0686988,-0.000774719,38.7721,0.0783436,0.0475121,-38.8276
0.706,3.03632,0.0686947,-0.00412156,39.2765,0.0784477,0.0596462,-39.3313
0.708,3.04118,0.068684,-0.00745756,39.9037,0.078576,0.0716586,-39.9579
0.71,3.04636,0.0686666,-0.0107799,40.6526,0.0787283,0.0835248,-40.706
0.712,3.0512,0.0686425,-0.0140856,41.5217,0.0789041,0.095221,-41.5741
0.714,3.05639,0.0686119,-0.0173721,42.5092,0.0791032,0.106723,-42.5605
0.716,3.06146,0.0685747,-0.0206364,43.6134,0.0793252,0.118009,-43.6634
0.718,3.06636,0.068531,-0.023876,44.832,0.0795695,0.129054,-44.8807
0.72,3.07128,0.0684808,-0.027088,46.1627,0.0798357,0.139837,-46.2099
0.722,3.07619,0.0684243,-0.0302699,47.6031,0.0801233,0.150336,-47.6488
0.724,3.08104,0.0683614,-0.0334191,49.1505,0.0804317,0.160529,-49.1944
0.726,3.08648,0.0682922,-0.036533,50.8019,0.0807602,0.170395,-50.844
0.728,3.09265,0.0682168,-0.0396093,52.5543,0.0811082,0.179915,-52.5944
0.73,3.09728,0.0681353,-0.0426456,54.4044,0.0814749,0.189069,-54.4425
0.732,3.10242,0.0680478,-0.0456394,56.3489,0.0818597,0.197838,-56.3849
0.734,3.10745,0.0679543,-0.0485886,58.3842,0.0822617,0.206203,-58.4179
0.736,3.11356,0.0678549,-0.051491,60.5065,0.0826802,0.214148,-60.5378
0.738,3.11875,0.0677498,-0.0543445,62.7119,0.0831142,0.221656,-62.7408
0.74,3.12383,0.067639,-0.0571471,64.9964,0.0835628,0.228711,-65.0229
0.742,3.12937,0.0675226,-0.0598969,67.3559,0.0840253,0.235298,-67.3798
0.744,3.13468,0.0674008,-0.062592,69.7861,0.0845005,0.241403,-69.8072
0.746,3.13958,0.0672736,-0.0652308,72.2825,0.0849876,0.247012,-72.3009
0.748,3.14479,0.0671412,-0.0678115,74.8406,0.0854855,0.252114,-74.8562
0.75,3.14994,0.0670037,-0.0703326,77.4559,0.0859933,0.256696,-77.4686
0.752,3.15507,0.0668612,-0.0727927,80.1235,0.0865098,0.26075,-80.1333
0.754,3.1603,0.0667138,-0.0751904,82.8387,0.087034,0.264264,-82.8455
0.756,3.20662,0.0665616,-0.0775245,85.5965,0.0875649,0.26723,-85.6003
0.758,3.22093,0.0664049,-0.0797939,88.3921,0.0881012,0.269641,-88.3928
0.76,3.24332,0.0662436,-0.0819975,91.2204,0.088642,0.271491,-91.218
0.762,3.26723,0.066078,-0.0841344,94.0763,0.089186,0.272773,-94.0708
0.764,3.29716,0.0659082,-0.0862038,96.9547,0.0897322,0.273484,-96.9461
0.766,3.31294,0.0657343,-0.0882051,99.8505,0.0902793,0.273619,-99.8387
0.768,3.32344,0.0655564,-0.0901375,102.758,0.0908263,0.273177,-102.743
0.77,3.33108,0.0653747,-0.0920006,105.673,0.091372,0.272155,-105.655
0.772,3.33782,0.0651893,-0.0937942,108.59,0.0919152,0.270555,-108.569
0.774,3.34256,0.0650005,-0.0955178,111.504,0.0924548,0.268375,-111.479
0.776,3.34797,0.0648082,-0.0971714,114.408,0.0929896,0.265618,-114.381
0.778,3.35318,0.0646126,-0.098755,117.299,0.0935184,0.262288,-117.269
0.78,3.35806,0.064414,-0.100269,120.172,0.0940401,0.258386,-120.138
0.782,3.36399,0.0642123,-0.101712,123.02,0.0945536,0.253919,-122.983
0.784,3.36948,0.0640079,-0.103087,125.839,0.0950578,0.248892,-125.799
0.786,3.37461,0.0638007,-0.104392,128.624,0.0955515,0.243311,-128.581
0.788,3.38086,0.063591,-0.105629,131.371,0.0960336,0.237185,-131.325
0.79,3.38617,0.0633788,-0.106798,134.073,0.096503,0.230522,-134.024
0.792,3.39118,0.0631644,-0.107899,136.728,0.0969588,0.223333,-136.676
0.794,3.39697,0.0629478,-0.108935,139.329,0.0973997,0.215626,-139.274
0.796,3.4028,0.0627292,-0.109905,141.872,0.0978249,0.207415,-141.814
0.798,3.40814,0.0625087,-0.11081,144.353,0.0982333,0.198711,-144.293
0.8,3.41406,0.0622865,-0.111653,146.767,0.0986239,0.189529,-146.704
0.802,3.42027,0.0620626,-0.112433,149.111,0.0989958,0.179881,-149.046
0.804,3.4256,0.0618371,-0.113153,151.38,0.099348,0.169782,-151.312
0.806,3.43107,0.0616103,-0.113813,153.57,0.0996798,0.15925,-153.5
0.808,3.43691,0.0613822,-0.114416,155.677,0.0999901,0.148299,-155.605
0.81,3.44298,0.061153,-0.114962,157.698,0.100278,0.136948,-157.624
0.812,3.448,0.0609227,-0.115455,159.629,0.100543,0.125214,-159.553
0.814,3.4542,0.0606914,-0.115894,161.467,0.100785,0.113116,-161.389
0.816,3.45996,0.0604594,-0.116282,163.209,0.101002,0.100673,-163.129
0.818,3.46623,0.0602265,-0.116621,164.851,0.101194,0.0879053,-164.769
0.82,3.47203,0.0599931,-0.116913,166.391,0.10136,0.0748326,-166.308
0.822,3.47746,0.059759,-0.11716,167.827,0.101499,0.0614762,-167.741
0.824,3.48311,0.0595246,-0.117364,169.155,0.101612,0.0478574,-169.068
0.826,3.48957,0.0592897,-0.117527,170.373,0.101697,0.0339981,-170.285
0.828,3.4952,0.0590546,-0.117651,171.48,0.101755,0.0199206,-171.391
0.83,3.50122,0.0588192,-0.117739,172.473,0.101784,0.00564759,-172.384
0.832,3.50635,0.0585837,-0.117792,173.352,0.101785,-0.00879797,-173.261
0.834,3.51272,0.0583481,-0.117813,174.113,0.101756,-0.0233928,-174.022
0.836,3.51938,0.0581124,-0.117805,174.757,0.101698,-0.0381134,-174.665
0.838,3.52478,0.0578768,-0.117769,175.282,0.101611,-0.052936,-175.19
0.84,3.53047,0.0576413,-0.117708,175.687,0.101494,-0.0678367,-175.594
0.842,3.53659,0.057406,-0.117625,175.972,0.101347,-0.0827915,-175.879
0.844,3.54336,0.0571708,-0.117522,176.136,0.10117,-0.0977763,-176.043
0.846,3.54941,0.0569359,-0.117401,176.179,0.100963,-0.112767,-176.086
0.848,3.55486,0.0567012,-0.117265,176.101,0.100727,-0.127739,-176.009
0.85,3.56071,0.0564667,-0.117116,175.903,0.10046,-0.142669,-175.81
0.852,3.56644,0.0562326,-0.116957,175.584,0.100163,-0.157533,-175.492
0.854,3.57229,0.0559988,-0.11679,175.145,0.0998373,-0.172306,-175.054
0.856,3.57785,0.0557654,-0.116617,174.588,0.0994817,-0.186965,-174.498
0.858,3.58307,0.0555323,-0.116441,173.913,0.0990968,-0.201487,-173.823
0.86,3.5889,0.0552995,-0.116265,173.122,0.0986831,-0.215847,-173.033
0.862,3.59484,0.0550671,-0.11609,172.215,0.0982407,-0.230025,-172.128
0.864,3.60149,0.0548351,-0.115919,171.195,0.0977701,-0.243996,-171.109
0.866,3.60758,0.0546034,-0.115754,170.064,0.0972718,-0.257738,-169.979
0.868,3.65602,0.054372,-0.115598,168.824,0.0967462,-0.27123,-168.74
0.87,3.67701,0.0541409,-0.115452,167.476,0.0961938,-0.28445,-167.394
0.872,3.69861,0.0539101,-0.115319,166.024,0.0956151,-0.297378,-165.944
0.874,3.72231,0.0536795,-0.115202,164.469,0.0950108,-0.309993,-164.391
0.876,3.74144,0.0534492,-0.115101,162.815,0.0943816,-0.322274,-162.739
0.878,3.75396,0.0532191,-0.115019,161.066,0.093728,-0.334204,-160.992
0.88,3.76875,0.0529891,-0.114958,159.222,0.0930509,-0.345764,-159.151
0.882,3.77804,0.0527592,-0.114921,157.289,0.0923509,-0.356934,-157.22
0.884,3.78576,0.0525294,-0.114907,155.27,0.0916289,-0.367699,-155.203
0.886,3.79407,0.0522996,-0.11492,153.167,0.0908857,-0.378042,-153.103
0.888,3.80145,0.0520697,-0.114962,150.986,0.0901221,-0.387947,-150.924
0.89,3.80958,0.0518397,-0.115032,148.729,0.0893391,-0.397398,-148.67
0.892,3.81667,0.0516096,-0.115134,146.401,0.0885375,-0.406383,-146.344
0.894,3.82515,0.0513792,-0.115269,144.005,0.0877182,-0.414886,-143.952
0.896,3.83317,0.0511486,-0.115437,141.547,0.0868824,-0.422897,-141.496
0.898,3.84124,0.0509175,-0.115641,139.03,0.0860309,-0.430402,-138.982
0.9,3.84894,0.0506861,-0.11588,136.459,0.0851647,-0.437392,-136.414
0.902,3.85715,0.0504541,-0.116158,133.838,0.084285,-0.443856,-133.796
0.904,3.86546,0.0502216,-0.116473,131.172,0.0833928,-0.449785,-131.133
0.906,3.87547,0.0499884,-0.116828,128.465,0.0824891,-0.455172,-128.429
0.908,3.88269,0.0497544,-0.117222,125.722,0.081575,-0.460009,-125.69
0.91,3.89044,0.0495197,-0.117657,122.949,0.0806517,-0.46429,-122.919
0.912,3.89807,0.049284,-0.118134,120.149,0.0797203,-0.46801,-120.123
0.914,3.90666,0.0490473,-0.118652,117.328,0.0787818,-0.471164,-117.305
0.916,3.91571,0.0488096,-0.119212,114.49,0.0778374,-0.47375,-114.471
0.918,3.92339,0.0485708,-0.119814,111.641,0.0768883,-0.475764,-111.625
0.92,3.92896,0.0483307,-0.120459,108.785,0.0759356,-0.477207,-108.772
0.922,3.93766,0.0480892,-0.121147,105.928,0.0749805,-0.478077,-105.918
0.924,3.94495,0.0478464,-0.121876,103.074,0.074024,-0.478375,-103.067
0.926,3.95165,0.0476021,-0.122649,100.228,0.0730674,-0.478104,-100.225
0.928,3.95906,0.0473562,-0.123463,97.3944,0.0721117,-0.477264,-97.3947
0.93,3.96661,0.0471086,-0.124319,94.5791,0.0711581,-0.475861,-94.5827
0.932,3.97389,0.0468593,-0.125216,91.7865,0.0702078,-0.473898,-91.7933
0.934,3.9808,0.0466082,-0.126154,89.0212,0.0692618,-0.471381,-89.0313
0.936,3.98768,0.0463551,-0.127132,86.2881,0.0683213,-0.468318,-86.3013
0.938,3.99529,0.0461001,-0.12815,83.5918,0.0673872,-0.464714,-83.6081
0.94,4.0031,0.045843,-0.129206,80.9368,0.0664608,-0.460578,-80.9562
0.942,4.00945,0.0455838,-0.130299,78.3277,0.0655431,-0.45592,-78.3501
0.944,4.01517,0.0453224,-0.131429,75.7687,0.0646351,-0.450749,-75.7941
0.946,4.02228,0.0450586,-0.132594,73.2643,0.0637377,-0.445077,-73.2926
0.948,4.02869,0.0447925,-0.133794,70.8186,0.0628521,-0.438915,-70.8497
0.95,4.03544,0.044524,-0.135026,68.4357,0.0619792,-0.432277,-68.4696
0.952,4.05005,0.044253,-0.136289,66.1196,0.0611199,-0.425174,-66.1562
0.954,4.05677,0.0439795,-0.137583,63.8741,0.0602751,-0.417622,-63.9133
0.956,4.06331,0.0437034,-0.138905,61.7029,0.0594458,-0.409635,-61.7447
0.958,4.07042,0.0434245,-0.140253,59.6097,0.0586328,-0.401229,-59.6539
0.96,4.07702,0.043143,-0.141627,57.5978,0.0578369,-0.39242,-57.6444
0.962,4.08373,0.0428587,-0.143023,55.6705,0.0570589,-0.383225,-55.7194
0.964,4.0895,0.0425716,-0.144442,53.831,0.0562996,-0.373662,-53.882
0.966,4.09594,0.0422816,-0.145879,52.0822,0.0555596,-0.363749,-52.1353
0.968,4.10318,0.0419888,-0.147334,50.427,0.0548397,-0.353505,-50.482
0.97,4.11116,0.041693,-0.148804,48.8678,0.0541406,-0.342949,-48.9247
0.972,4.11802,0.0413943,-0.150288,47.4073,0.0534628,-0.3321,-47.466
0.974,4.1249,0.0410926,-0.151783,46.0477,0.0528069,-0.320979,-46.108
0.976,4.13168,0.0407879,-0.153287,44.7911,0.0521734,-0.309606,-44.8528
0.978,4.13764,0.0404802,-0.154797,43.6393,0.0515629,-0.298003,-43.7025
0.98,4.14505,0.0401695,-0.156313,42.5942,0.0509757,-0.28619,-42.6586
0.982,4.15197,0.0398557,-0.15783,41.6572,0.0504123,-0.27419,-41.7228
0.984,4.15844,0.0395389,-0.159347,40.8297,0.049873,-0.262025,-40.8963
0.986,4.16695,0.0392191,-0.160861,40.1128,0.0493582,-0.249716,-40.1803
0.988,4.17421,0.0388962,-0.162371,39.5074,0.0488681,-0.237285,-39.5757
0.99,4.18199,0.0385704,-0.163873,39.0144,0.0484029,-0.224756,-39.0833
0.992,4.18922,0.0382415,-0.165365,38.6341,0.0479628,-0.212151,-38.7036
0.994,4.19592,0.0379097,-0.166845,38.3671,0.047548,-0.199493,-38.437
0.996,4.20307,0.0375749,-0.168311,38.2133,0.0471585,-0.186803,-38.2835
0.998,4.20942,0.0372372,-0.169759,38.1728,0.0467944,-0.174106,-38.2432
1,4.2164,0.0368966,-0.171188,38.2454,0.0464557,-0.161422,-38.3157
1.002,4.22199,0.0365531,-0.172595,38.4304,0.0461424,-0.148776,-38.5006
1.004,4.22955,0.0362069,-0.173978,38.7273,0.0458543,-0.13619,-38.7973
1.006,4.23628,0.0358579,-0.175334,39.1352,0.0455913,-0.123685,-39.2048
1.008,4.24381,0.0355062,-0.17666,39.653,0.0453532,-0.111283,-39.7222
1.01,4.25039,0.0351519,-0.177956,40.2796,0.0451399,-0.0990074,-40.3482
1.012,4.25772,0.0347951,-0.179217,41.0135,0.044951,-0.0868782,-41.0813
1.014,4.26423,0.0344357,-0.180442,41.853,0.0447863,-0.0749171,-41.92
1.016,4.27187,0.0340739,-0.181629,42.7963,0.0446453,-0.0631448,-42.8624
1.018,4.27881,0.0337098,-0.182775,43.8415,0.0445277,-0.0515816,-43.9065
1.02,4.28606,0.0333434,-0.183879,44.9863,0.0444331,-0.0402476,-45.0502
1.022,4.29388,0.0329749,-0.184937,46.2285,0.0443609,-0.0291622,-46.2911
1.024,4.30169,0.0326042,-0.185949,47.5656,0.0443108,-0.0183444,-47.6268
1.026,4.30894,0.0322316,-0.186912,48.9947,0.044282,-0.00781267,-49.0545
1.028,4.31536,0.0318571,-0.187823,50.5132,0.0442741,0.00241513,-50.5714
1.03,4.32156,0.0314808,-0.188682,52.1181,0.0442864,0.0123217,-52.1745
1.032,4.32901,0.0311028,-0.189486,53.8061,0.0443183,0.0218904,-53.8608
1.034,4.33677,0.0307233,-0.190234,55.5741,0.044369,0.0311052,-55.6269
1.036,4.34362,0.0303423,-0.190924,57.4185,0.044438,0.0399508,-57.4694
1.038,4.35033,0.02996,-0.191554,59.336,0.0445243,0.0484126,-59.3848
1.04,4.35827,0.0295764,-0.192122,61.3227,0.0446272,0.0564767,-61.3694
1.042,4.36624,0.0291918,-0.192628,63.3749,0.044746,0.06413,-63.4195
1.044,4.37222,0.0288062,-0.19307,65.4888,0.0448797,0.0713601,-65.5311
1.046,4.38122,0.0284197,-0.193447,67.6602,0.0450276,0.0781554,-67.7002
1.048,4.38778,0.0280326,-0.193757,69.8852,0.0451887,0.0845054,-69.9228
1.05,4.39486,0.0276449,-0.193999,72.1595,0.0453622,0.0904,-72.1947
1.052,4.40206,0.0272568,-0.194173,74.4789,0.0455472,0.0958302,-74.5116
1.054,4.40888,0.0268683,-0.194277,76.8391,0.0457426,0.100788,-76.8693
1.056,4.41601,0.0264797,-0.194311,79.2355,0.0459476,0.105266,-79.2632
1.058,4.42374,0.0260911,-0.194273,81.6639,0.0461612,0.109257,-81.6889
1.06,4.43065,0.0257027,-0.194164,84.1196,0.0463825,0.112757,-84.142
1.062,4.43861,0.0253145,-0.193982,86.5982,0.0466103,0.115761,-86.6179
1.064,4.44542,0.0249267,-0.193728,89.0949,0.0468438,0.118264,-89.112
1.066,4.45467,0.0245394,-0.1934,91.6053,0.0470819,0.120265,-91.6197
1.068,4.46072,0.0241529,-0.192999,94.1247,0.0473236,0.121761,-94.1365
1.07,4.46865,0.0237673,-0.192525,96.6485,0.047568,0.122752,-96.6575
1.072,4.47565,0.0233826,-0.191977,99.172,0.0478139,0.123237,-99.1783
1.074,4.48301,0.0229991,-0.191356,101.691,0.0480605,0.123218,-101.694
1.076,4.49012,0.0226169,-0.190662,104.2,0.0483066,0.122696,-104.201
1.078,4.49977,0.0222362,-0.189895,106.695,0.0485513,0.121674,-106.693
1.08,4.50779,0.021857,-0.189055,109.171,0.0487936,0.120156,-109.167
1.082,4.51462,0.0214796,-0.188143,111.624,0.0490325,0.118147,-111.617
1.084,4.52364,0.021104,-0.187159,114.05,0.0492669,0.115651,-114.04
1.086,4.53131,0.0207305,-0.186105,116.443,0.0494961,0.112676,-116.431
1.088,4.53974,0.0203591,-0.18498,118.8,0.0497189,0.109228,-118.786
1.09,4.5466,0.01999,-0.183786,121.117,0.0499345,0.105316,-121.1
1.092,4.55387,0.0196234,-0.182524,123.389,0.050142,0.100948,-123.369
1.094,4.56145,0.0192593,-0.181195,125.611,0.0503403,0.0961348,-125.589
1.096,4.57046,0.018898,-0.1798,127.781,0.0505287,0.0908864,-127.757
1.098,4.57729,0.0185394,-0.17834,129.894,0.0507063,0.0852142,-129.867
1.1,4.58444,0.0181839,-0.176816,131.946,0.0508722,0.0791304,-131.917
1.102,4.59266,0.0178314,-0.17523,133.933,0.0510257,0.0726477,-133.902
1.104,4.6005,0.0174822,-0.173583,135.853,0.0511659,0.0657798,-135.82
1.106,4.60838,0.0171363,-0.171878,137.701,0.0512921,0.0585409,-137.666
1.108,4.61542,0.0167939,-0.170115,139.474,0.0514035,0.0509458,-139.438
1.11,4.62392,0.016455,-0.168296,141.17,0.0514995,0.0430102,-141.132
1.112,4.63201,0.0161198,-0.166423,142.785,0.0515794,0.0347501,-142.745
1.114,4.63912,0.0157884,-0.164498,144.315,0.0516425,0.0261824,-144.274
1.116,4.64731,0.0154609,-0.162523,145.759,0.0516883,0.0173242,-145.716
1.118,4.65599,0.0151373,-0.160499,147.114,0.0517161,0.00819341,-147.07
1.12,4.66296,0.0148179,-0.158429,148.378,0.0517255,-0.00119173,-148.332
1.122,4.67016,0.0145026,-0.156316,149.547,0.0517159,-0.0108125,-149.5
1.124,4.67872,0.0141916,-0.15416,150.621,0.051687,-0.0206498,-150.573
1.126,4.68687,0.0138849,-0.151964,151.596,0.0516382,-0.030684,-151.547
1.128,4.69356,0.0135826,-0.149731,152.473,0.0515692,-0.0408954,-152.423
1.13,4.70111,0.0132849,-0.147462,153.248,0.0514796,-0.0512637,-153.197
1.132,4.71015,0.0129917,-0.14516,153.92,0.0513692,-0.0617684,-153.869
1.134,4.7188,0.0127031,-0.142828,154.49,0.0512377,-0.072389,-154.438
1.136,4.7271,0.0124192,-0.140467,154.954,0.0510849,-0.0831045,-154.902
1.138,4.73503,0.0121401,-0.13808,155.313,0.0509107,-0.0938939,-155.26
1.14,4.74159,0.0118657,-0.135669,155.566,0.0507147,-0.104736,-155.513
1.142,4.75077,0.0115962,-0.133238,155.712,0.0504971,-0.11561,-155.659
1.144,4.75925,0.0113316,-0.130787,155.752,0.0502577,-0.126493,-155.699
1.146,4.766,0.0110718,-0.12832,155.685,0.0499966,-0.137366,-155.632
1.148,4.77367,0.010817,-0.12584,155.511,0.0497137,-0.148206,-155.459
1.15,4.7814,0.0105672,-0.123347,155.231,0.0494092,-0.158993,-155.179
1.152,4.78943,0.0103224,-0.120846,154.845,0.0490832,-0.169704,-154.794
1.154,4.79803,0.0100826,-0.118338,154.354,0.0487358,-0.18032,-154.303
1.156,4.80495,0.0098478,-0.115826,153.759,0.0483673,-0.19082,-153.709
1.158,4.81409,0.00961804,-0.113312,153.06,0.0479778,-0.201182,-153.011
1.16,4.82119,0.0093933,-0.110799,152.26,0.0475678,-0.211387,-152.212
1.162,4.83004,0.00917358,-0.108289,151.36,0.0471374,-0.221414,-151.313
1.164,4.83863,0.00895888,-0.105783,150.36,0.0466872,-0.231244,-150.314
1.166,4.84771,0.00874919,-0.103286,149.263,0.0462175,-0.240858,-149.219
1.168,4.85505,0.00854449,-0.100798,148.072,0.0457287,-0.250236,-148.029
1.17,4.86437,0.00834475,-0.0983215,146.787,0.0452213,-0.25936,-146.746
1.172,4.87227,0.00814996,-0.0958594,145.412,0.0446959,-0.268211,-145.372
1.174,4.88056,0.00796008,-0.0934135,143.948,0.044153,-0.276773,-143.91
1.176,4.88986,0.00777507,-0.0909859,142.399,0.0435933,-0.285028,-142.363
1.178,4.89865,0.00759491,-0.0885786,140.767,0.0430172,-0.29296,-140.733
1.18,4.90529,0.00741955,-0.0861934,139.055,0.0424255,-0.300552,-139.022
1.182,4.91393,0.00724893,-0.0838324,137.266,0.0418189,-0.307789,-137.235
1.184,4.92167,0.00708302,-0.0814973,135.403,0.0411982,-0.314656,-135.375
1.186,4.93019,0.00692176,-0.0791899,133.469,0.0405639,-0.321141,-133.443
1.188,4.93884,0.0067651,-0.0769118,131.469,0.039917,-0.327228,-131.445
1.19,4.94591,0.00661296,-0.0746648,129.404,0.0392582,-0.332905,-129.383
1.192,4.95469,0.0064653,-0.0724503,127.28,0.0385884,-0.338161,-127.261
1.194,4.96289,0.00632204,-0.0702698,125.1,0.0379084,-0.342984,-125.083
1.196,4.97157,0.00618312,-0.0681248,122.867,0.0372191,-0.347364,-122.853
1.198,4.98029,0.00604845,-0.0660164,120.585,0.0365213,-0.35129,-120.574
1.2,4.98778,0.00591798,-0.063946,118.259,0.0358161,-0.354755,-118.251
1.202,4.99643,0.00579162,-0.0619147,115.893,0.0351043,-0.35775,-115.887
1.204,5.00476,0.00566929,-0.0599235,113.49,0.0343868,-0.360268,-113.487
1.206,5.01384,0.00555091,-0.0579734,111.056,0.0336647,-0.362302,-111.055
1.208,5.02178,0.0054364,-0.0560653,108.593,0.0329388,-0.363847,-108.595
1.21,5.03018,0.00532568,-0.0541999,106.107,0.0322103,-0.364899,-106.112
1.212,5.03827,0.00521865,-0.0523781,103.601,0.03148,-0.365453,-103.609
1.214,5.04621,0.00511523,-0.0506003,101.081,0.0307489,-0.365506,-101.092
1.216,5.05506,0.00501534,-0.0488671,98.5501,0.0300182,-0.365057,-98.5639
1.218,5.06297,0.00491888,-0.047179,96.0132,0.0292887,-0.364104,-96.0299
1.22,5.07204,0.00482576,-0.0455362,93.4746,0.0285615,-0.362646,-93.4941
1.222,5.08049,0.00473589,-0.0439389,90.9386,0.0278376,-0.360685,-90.961
1.224,5.08917,0.00464919,-0.0423874,88.4098,0.027118,-0.358222,-88.435
1.226,5.09807,0.00456555,-0.0408817,85.8924,0.0264037,-0.35526,-85.9204
1.228,5.10621,0.00448489,-0.0394216,83.3908,0.0256957,-0.3518,-83.4216
1.23,5.11447,0.00440711,-0.0380072,80.9092,0.024995,-0.347848,-80.9429
1.232,5.12306,0.00433213,-0.0366381,78.4521,0.0243026,-0.343408,-78.4885
1.234,5.13176,0.00425985,-0.0353141,76.0235,0.0236194,-0.338486,-76.0627
1.236,5.14038,0.00419019,-0.0340346,73.6278,0.0229464,-0.333089,-73.6696
1.238,5.14937,0.00412306,-0.0327994,71.2688,0.0222845,-0.327224,-71.3133
1.24,5.15684,0.00405836,-0.0316076,68.9508,0.0216347,-0.320898,-68.9979
1.242,5.16544,0.00399601,-0.0304587,66.6776,0.0209979,-0.314122,-66.7273
1.244,5.17528,0.00393593,-0.0293519,64.4532,0.020375,-0.306905,-64.5053
1.246,5.18349,0.00387803,-0.0282864,62.2812,0.0197669,-0.299257,-62.3358
1.248,5.19363,0.00382223,-0.0272613,60.1655,0.0191744,-0.29119,-60.2224
1.25,5.20153,0.00376846,-0.0262755,58.1095,0.0185983,-0.282715,-58.1687
1.252,5.2097,0.00371662,-0.025328,56.1168,0.0180395,-0.273845,-56.1783
1.254,5.21974,0.00366666,-0.0244176,54.1907,0.0174986,-0.264594,-54.2543
1.256,5.22812,0.00361848,-0.0235431,52.3344,0.0169766,-0.254976,-52.4001
1.258,5.23665,0.00357203,-0.0227033,50.5511,0.0164741,-0.245004,-50.6188
1.26,5.2461,0.00352723,-0.0218967,48.8437,0.0159918,-0.234695,-48.9133
1.262,5.2554,0.00348403,-0.0211219,47.2151,0.0155303,-0.224064,-47.2864
1.264,5.26299,0.00344235,-0.0203776,45.6679,0.0150903,-0.213127,-45.741
1.266,5.27403,0.00340213,-0.019662,44.2048,0.0146724,-0.201901,-44.2795
1.268,5.28281,0.00336333,-0.0189737,42.828,0.0142772,-0.190404,-42.9043
1.27,5.29117,0.00332588,-0.0183109,41.54,0.0139052,-0.178652,-41.6176
1.272,5.29887,0.00328974,-0.0176721,40.3426,0.0135568,-0.166665,-40.4216
1.274,5.30774,0.00325486,-0.0170554,39.238,0.0132326,-0.154461,-39.3182
1.276,5.31656,0.0032212,-0.0164591,38.2278,0.012933,-0.142059,-38.3091
1.278,5.32617,0.00318872,-0.0158814,37.3136,0.0126583,-0.129477,-37.3959
1.28,5.33646,0.00315738,-0.0153204,36.4968,0.0124089,-0.116736,-36.58
1.282,5.34507,0.00312715,-0.0147742,35.7788,0.012185,-0.103854,-35.8627
1.284,5.35233,0.00309801,-0.0142409,35.1605,0.0119871,-0.0908529,-35.2451
1.286,5.36114,0.00306992,-0.0137187,34.6428,0.0118152,-0.0777517,-34.728
1.288,5.37108,0.00304287,-0.0132054,34.2266,0.0116695,-0.0645708,-34.3122
1.29,5.38079,0.00301684,-0.0126993,33.9122,0.0115503,-0.0513307,-33.9981
1.292,5.38972,0.00299181,-0.0121983,33.7001,0.0114576,-0.0380518,-33.7863
1.294,5.39842,0.00296779,-0.0117004,33.5905,0.0113915,-0.0247545,-33.6768
1.296,5.40836,0.00294476,-0.0112036,33.5834,0.0113519,-0.0114594,-33.6696
1.298,5.4175,0.00292273,-0.0107059,33.6785,0.011339,0.00181313,-33.7646
1.3,5.42626,0.00290169,-0.0102054,33.8756,0.0113525,0.0150427,-33.9614
1.302,5.43572,0.00288166,-0.00970011,34.174,0.0113925,0.0282091,-34.2595
1.304,5.44379,0.00286264,-0.009188,34.5732,0.0114588,0.0412922,-34.6581
1.306,5.45401,0.00284466,-0.00866714,35.0721,0.0115511,0.054272,-35.1564
1.308,5.46258,0.00282772,-0.0081356,35.6697,0.0116693,0.0671288,-35.7534
1.31,5.4724,0.00281185,-0.00759147,36.3649,0.0118131,0.0798432,-36.4477
1.312,5.48087,0.00279709,-0.00703287,37.1561,0.0119822,0.0923958,-37.238
1.314,5.48928,0.00278345,-0.00645793,38.0418,0.0121763,0.104768,-38.1227
1.316,5.50077,0.00277097,-0.00586484,39.0204,0.012395,0.116941,-39.1001
1.318,5.50872,0.0027597,-0.00525181,40.0898,0.0126379,0.128897,-40.1683
1.32,5.5182,0.00274967,-0.0046171,41.2481,0.0129045,0.140618,-41.3253
1.322,5.52866,0.00274093,-0.00395899,42.4931,0.0131944,0.152086,-42.5688
1.324,5.53778,0.00273352,-0.00327585,43.8223,0.013507,0.163285,-43.8965
1.326,5.54556,0.00272749,-0.00256605,45.2334,0.0138418,0.174199,-45.306
1.328,5.55453,0.00272291,-0.00182805,46.7237,0.0141982,0.184812,-46.7945
1.33,5.56365,0.00271982,-0.00106036,48.2904,0.0145756,0.195108,-48.3594
1.332,5.57585,0.0027183,-0.000261524,49.9306,0.0149734,0.205072,-49.9977
1.334,5.58482,0.00271839,0.000569821,51.6413,0.0153908,0.214692,-51.7065
1.336,5.59393,0.00272018,0.00143499,53.4193,0.0158272,0.223952,-53.4825
1.338,5.60329,0.00272372,0.00233523,55.2615,0.0162818,0.232841,-55.3226
1.34,5.61343,0.00272908,0.00327172,57.1645,0.0167539,0.241346,-57.2234
1.342,5.62261,0.00273635,0.00424556,59.1248,0.0172428,0.249456,-59.1814
1.344,5.63081,0.0027456,0.00525778,61.1388,0.0177475,0.25716,-61.1931
1.346,5.64137,0.00275689,0.00630934,63.2029,0.0182674,0.264449,-63.2549
1.348,5.65027,0.00277032,0.00740112,65.3134,0.0188015,0.271312,-65.363
