"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.05158,3.08738,0.499973,0,0.00519087,0,-0.010387,0,0.999946,0,0.0103868,0,1,0,-0.0103868,0,0.999946,-0.00209275,0,0.201565,0,-0.403155,0,14.5926,0,7.51445,0,3.35467,0,0.499973,0,0.00519102,0,1.56041,0,0.010382,0,-0.999946,0,1,0,0.999946,0,0.010382,-0.00209277,-0,0.201565,0,-0.403152,0,-14.4163,0,-13.217,0,-3.24066,0
0.05168,3.08966,0.499973,0,0.00521104,0,-0.0104274,0,0.999946,0,0.0104272,0,1,0,-0.0104272,0,0.999946,-0.00210495,0,0.201958,0,-0.403941,0,14.5925,0,7.51459,0,3.35477,0,0.499973,0,0.00521119,0,1.56037,0,0.0104224,0,-0.999946,0,1,0,0.999946,0,0.0104224,-0.002105,-0,0.201958,0,-0.403939,0,-14.4155,0,-13.2176,0,-3.24077,0
0.05178,3.09187,0.499972,0,0.00523126,0,-0.0104678,0,0.999945,0,0.0104676,0,1,0,-0.0104676,0,0.999945,-0.00211718,0,0.202352,0,-0.404726,0,14.592,0,7.51462,0,3.35477,0,0.499973,0,0.00523141,0,1.56033,0,0.0104628,0,-0.999945,0,1,0,0.999945,0,0.0104628,-0.00211728,-0,0.202352,0,-0.404726,0,-14.4144,0,-13.2181,0,-3.24078,0
0.05188,3.09414,0.499972,0,0.00525151,0,-0.0105083,0,0.999945,0,0.0105081,0,1,0,-0.0105081,0,0.999945,-0.00212946,0,0.202745,0,-0.405511,0,14.5913,0,7.51453,0,3.35467,0,0.499972,0,0.00525166,0,1.56029,0,0.0105033,0,-0.999945,0,1,0,0.999945,0,0.0105033,-0.00212961,-0,0.202745,0,-0.405513,0,-14.413,0,-13.2183,0,-3.24068,0
0.05198,3.0964,0.499972,0,0.0052718,0,-0.0105489,0,0.999944,0,0.0105487,0,1,0,-0.0105487,0,0.999944,-0.00214179,0,0.203138,0,-0.406297,0,14.5902,0,7.51432,0,3.35445,0,0.499972,0,0.00527195,0,1.56025,0,0.0105439,0,-0.999944,0,1,0,0.999944,0,0.0105439,-0.00214199,-0,0.203138,0,-0.4063,0,-14.4112,0,-13.2183,0,-3.24046,0
0.05208,3.09868,0.499972,0,0.00529214,0,-0.0105896,0,0.999944,0,0.0105894,0,1,0,-0.0105894,0,0.999944,-0.00215417,0,0.203532,0,-0.407082,0,14.5887,0,7.51399,0,3.35413,0,0.499972,0,0.00529229,0,1.56021,0,0.0105846,0,-0.999944,0,1,0,0.999944,0,0.0105846,-0.00215442,-0,0.203532,0,-0.407087,0,-14.409,0,-13.2182,0,-3.24013,0
0.05218,3.10092,0.499972,0,0.00531251,0,-0.0106303,0,0.999943,0,0.0106301,0,1,0,-0.0106301,0,0.999943,-0.0021666,0,0.203925,0,-0.407868,0,14.587,0,7.51357,0,3.35371,0,0.499972,0,0.00531266,0,1.56017,0,0.0106253,0,-0.999944,0,1,0,0.999944,0,0.0106253,-0.00216689,-0,0.203925,0,-0.407874,0,-14.4066,0,-13.2179,0,-3.2397,0
0.05228,3.10319,0.499971,0,0.00533292,0,-0.0106711,0,0.999943,0,0.0106709,0,1,0,-0.0106709,0,0.999943,-0.00217908,0,0.204319,0,-0.408653,0,14.585,0,7.51305,0,3.3532,0,0.499972,0,0.00533307,0,1.56013,0,0.0106661,0,-0.999943,0,1,0,0.999943,0,0.0106661,-0.00217942,-0,0.204319,0,-0.408661,0,-14.4038,0,-13.2174,0,-3.23918,0
0.05238,3.10546,0.499971,0,0.00535337,0,-0.010712,0,0.999943,0,0.0107118,0,1,0,-0.0107118,0,0.999943,-0.00219162,0,0.204712,0,-0.409439,0,14.5827,0,7.51247,0,3.35263,0,0.499971,0,0.00535352,0,1.56009,0,0.010707,0,-0.999943,0,1,0,0.999943,0,0.010707,-0.00219199,-0,0.204712,0,-0.409448,0,-14.4008,0,-13.2168,0,-3.23859,0
0.05248,3.10773,0.499971,0,0.00537386,0,-0.010753,0,0.999942,0,0.0107528,0,1,0,-0.0107528,0,0.999942,-0.00220421,0,0.205106,0,-0.410226,0,14.5803,0,7.51183,0,3.352,0,0.499971,0,0.00537401,0,1.56005,0,0.010748,0,-0.999942,0,1,0,0.999942,0,0.010748,-0.0022046,-0,0.205105,0,-0.410235,0,-14.3977,0,-13.2161,0,-3.23795,0
0.05258,3.10998,0.499971,0,0.00539439,0,-0.0107941,0,0.999942,0,0.0107939,0,1,0,-0.0107939,0,0.999942,-0.00221686,0,0.205499,0,-0.411012,0,14.5779,0,7.51116,0,3.35135,0,0.499971,0,0.00539454,0,1.56001,0,0.0107891,0,-0.999942,0,1,0,0.999942,0,0.0107891,-0.00221727,-0,0.205499,0,-0.411022,0,-14.3945,0,-13.2153,0,-3.23727,0
0.05268,3.11225,0.49997,0,0.00541496,0,-0.0108352,0,0.999941,0,0.010835,0,1,0,-0.010835,0,0.999941,-0.00222957,0,0.205892,0,-0.411799,0,14.5753,0,7.51049,0,3.35068,0,0.499971,0,0.00541511,0,1.55997,0,0.0108302,0,-0.999941,0,1,0,0.999941,0,0.0108302,-0.00222999,-0,0.205892,0,-0.411809,0,-14.3912,0,-13.2145,0,-3.23658,0
0.05278,3.11454,0.49997,0,0.00543557,0,-0.0108764,0,0.999941,0,0.0108762,0,1,0,-0.0108762,0,0.999941,-0.00224234,0,0.206286,0,-0.412586,0,14.5729,0,7.50984,0,3.35002,0,0.49997,0,0.00543572,0,1.55992,0,0.0108714,0,-0.999941,0,1,0,0.999941,0,0.0108714,-0.00224275,-0,0.206286,0,-0.412596,0,-14.3879,0,-13.2138,0,-3.23591,0
0.05288,3.11682,0.49997,0,0.00545621,0,-0.0109177,0,0.99994,0,0.0109175,0,1,0,-0.0109175,0,0.99994,-0.00225516,0,0.206679,0,-0.413373,0,14.5705,0,7.50922,0,3.34939,0,0.49997,0,0.00545636,0,1.55988,0,0.0109127,0,-0.99994,0,1,0,0.99994,0,0.0109127,-0.00225556,-0,0.206679,0,-0.413382,0,-14.3847,0,-13.213,0,-3.23526,0
0.05298,3.11909,0.49997,0,0.0054769,0,-0.0109591,0,0.99994,0,0.0109589,0,1,0,-0.0109589,0,0.99994,-0.00226804,0,0.207072,0,-0.414161,0,14.5682,0,7.50865,0,3.34881,0,0.49997,0,0.00547705,0,1.55984,0,0.0109541,0,-0.99994,0,1,0,0.99994,0,0.0109541,-0.00226843,-0,0.207072,0,-0.414169,0,-14.3817,0,-13.2124,0,-3.23466,0
0.05308,3.12138,0.49997,0,0.00549762,0,-0.0110005,0,0.999939,0,0.0110003,0,1,0,-0.0110003,0,0.999939,-0.00228098,0,0.207466,0,-0.414949,0,14.5662,0,7.50816,0,3.34829,0,0.49997,0,0.00549778,0,1.5598,0,0.0109956,0,-0.99994,0,1,0,0.99994,0,0.0109956,-0.00228134,-0,0.207466,0,-0.414956,0,-14.3789,0,-13.2119,0,-3.23412,0
0.05318,3.12364,0.499969,0,0.00551839,0,-0.0110421,0,0.999939,0,0.0110419,0,1,0,-0.0110419,0,0.999939,-0.00229397,0,0.207859,0,-0.415737,0,14.5643,0,7.50776,0,3.34785,0,0.49997,0,0.00551854,0,1.55976,0,0.0110371,0,-0.999939,0,1,0,0.999939,0,0.0110371,-0.0022943,-0,0.207859,0,-0.415743,0,-14.3763,0,-13.2115,0,-3.23367,0
0.05328,3.12594,0.499969,0,0.00553919,0,-0.0110837,0,0.999939,0,0.0110835,0,1,0,-0.0110835,0,0.999939,-0.00230702,0,0.208252,0,-0.416525,0,14.5628,0,7.50744,0,3.34749,0,0.499969,0,0.00553935,0,1.55972,0,0.0110787,0,-0.999939,0,1,0,0.999939,0,0.0110787,-0.00230731,-0,0.208252,0,-0.41653,0,-14.374,0,-13.2113,0,-3.23329,0
0.05338,3.12821,0.499969,0,0.00556004,0,-0.0111254,0,0.999938,0,0.0111251,0,1,0,-0.0111251,0,0.999938,-0.00232011,0,0.208646,0,-0.417313,0,14.5615,0,7.50722,0,3.34722,0,0.499969,0,0.00556019,0,1.55968,0,0.0111204,0,-0.999938,0,1,0,0.999938,0,0.0111204,-0.00232036,-0,0.208646,0,-0.417317,0,-14.372,0,-13.2112,0,-3.23301,0
0.05348,3.13045,0.499969,0,0.00558092,0,-0.0111671,0,0.999938,0,0.0111669,0,1,0,-0.0111669,0,0.999938,-0.00233326,0,0.209039,0,-0.418101,0,14.5604,0,7.50709,0,3.34704,0,0.499969,0,0.00558107,0,1.55963,0,0.0111621,0,-0.999938,0,1,0,0.999938,0,0.0111621,-0.00233347,-0,0.209039,0,-0.418104,0,-14.3702,0,-13.2112,0,-3.23282,0
0.05358,3.1327,0.499968,0,0.00560184,0,-0.011209,0,0.999937,0,0.0112088,0,1,0,-0.0112088,0,0.999937,-0.00234646,0,0.209433,0,-0.41889,0,14.5597,0,7.50706,0,3.34694,0,0.499969,0,0.00560199,0,1.55959,0,0.011204,0,-0.999937,0,1,0,0.999937,0,0.011204,-0.00234663,-0,0.209433,0,-0.418892,0,-14.3688,0,-13.2115,0,-3.23272,0
0.05368,3.13495,0.499968,0,0.00562281,0,-0.0112509,0,0.999937,0,0.0112507,0,1,0,-0.0112507,0,0.999937,-0.0023597,0,0.209826,0,-0.419678,0,14.5591,0,7.50711,0,3.34691,0,0.499968,0,0.00562296,0,1.55955,0,0.0112459,0,-0.999937,0,1,0,0.999937,0,0.0112459,-0.00235984,-0,0.209826,0,-0.419679,0,-14.3675,0,-13.2118,0,-3.2327,0
0.05378,3.13721,0.499968,0,0.00564381,0,-0.0112929,0,0.999936,0,0.0112927,0,1,0,-0.0112927,0,0.999936,-0.00237299,0,0.210219,0,-0.420466,0,14.5588,0,7.50722,0,3.34696,0,0.499968,0,0.00564396,0,1.55951,0,0.0112879,0,-0.999936,0,1,0,0.999936,0,0.0112879,-0.00237309,-0,0.21022,0,-0.420466,0,-14.3665,0,-13.2123,0,-3.23274,0
0.05388,3.13945,0.499968,0,0.00566485,0,-0.011335,0,0.999936,0,0.0113348,0,1,0,-0.0113348,0,0.999936,-0.00238632,0,0.210613,0,-0.421254,0,14.5587,0,7.5074,0,3.34706,0,0.499968,0,0.005665,0,1.55947,0,0.01133,0,-0.999936,0,1,0,0.999936,0,0.01133,-0.0023864,-0,0.210613,0,-0.421253,0,-14.3657,0,-13.2129,0,-3.23285,0
0.05398,3.14172,0.499967,0,0.00568593,0,-0.0113772,0,0.999935,0,0.0113769,0,1,0,-0.0113769,0,0.999935,-0.0023997,0,0.211006,0,-0.422042,0,14.5586,0,7.5076,0,3.34719,0,0.499968,0,0.00568608,0,1.55942,0,0.0113722,0,-0.999935,0,1,0,0.999935,0,0.0113722,-0.00239976,-0,0.211007,0,-0.42204,0,-14.3649,0,-13.2136,0,-3.23299,0
0.05408,3.144,0.499967,0,0.00570705,0,-0.0114194,0,0.999935,0,0.0114192,0,1,0,-0.0114192,0,0.999935,-0.00241311,0,0.2114,0,-0.42283,0,14.5586,0,7.50783,0,3.34735,0,0.499967,0,0.0057072,0,1.55938,0,0.0114144,0,-0.999935,0,1,0,0.999935,0,0.0114144,-0.00241316,-0,0.2114,0,-0.422828,0,-14.3643,0,-13.2143,0,-3.23316,0
0.05418,3.14629,0.499967,0,0.00572821,0,-0.0114617,0,0.999934,0,0.0114615,0,1,0,-0.0114615,0,0.999934,-0.00242657,0,0.211794,0,-0.423618,0,14.5587,0,7.50807,0,3.34752,0,0.499967,0,0.00572836,0,1.55934,0,0.0114567,0,-0.999934,0,1,0,0.999934,0,0.0114567,-0.00242662,-0,0.211794,0,-0.423615,0,-14.3637,0,-13.215,0,-3.23333,0
0.05428,3.14855,0.499967,0,0.0057494,0,-0.0115041,0,0.999934,0,0.0115039,0,1,0,-0.0115039,0,0.999934,-0.00244008,0,0.212187,0,-0.424405,0,14.5587,0,7.50828,0,3.34767,0,0.499967,0,0.00574955,0,1.5593,0,0.0114991,0,-0.999934,0,1,0,0.999934,0,0.0114991,-0.00244013,-0,0.212187,0,-0.424403,0,-14.363,0,-13.2157,0,-3.23349,0
0.05438,3.15082,0.499966,0,0.00577064,0,-0.0115466,0,0.999933,0,0.0115464,0,1,0,-0.0115464,0,0.999933,-0.00245363,0,0.212581,0,-0.425192,0,14.5586,0,7.50846,0,3.3478,0,0.499967,0,0.00577079,0,1.55925,0,0.0115416,0,-0.999933,0,1,0,0.999933,0,0.0115416,-0.00245368,-0,0.212581,0,-0.42519,0,-14.3622,0,-13.2164,0,-3.23362,0
0.05448,3.1531,0.499966,0,0.00579192,0,-0.0115892,0,0.999933,0,0.0115889,0,1,0,-0.0115889,0,0.999933,-0.00246722,0,0.212975,0,-0.425979,0,14.5584,0,7.50859,0,3.34788,0,0.499966,0,0.00579207,0,1.55921,0,0.0115841,0,-0.999933,0,1,0,0.999933,0,0.0115841,-0.00246729,-0,0.212975,0,-0.425978,0,-14.3613,0,-13.217,0,-3.23371,0
0.05458,3.15536,0.499966,0,0.00581323,0,-0.0116318,0,0.999932,0,0.0116315,0,1,0,-0.0116315,0,0.999932,-0.00248085,0,0.213368,0,-0.426766,0,14.558,0,7.50867,0,3.34791,0,0.499966,0,0.00581339,0,1.55917,0,0.0116268,0,-0.999932,0,1,0,0.999932,0,0.0116268,-0.00248095,-0,0.213368,0,-0.426766,0,-14.3603,0,-13.2175,0,-3.23375,0
0.05468,3.15766,0.499966,0,0.00583459,0,-0.0116745,0,0.999932,0,0.0116743,0,1,0,-0.0116743,0,0.999932,-0.00249453,0,0.213762,0,-0.427553,0,14.5575,0,7.50867,0,3.34788,0,0.499966,0,0.00583474,0,1.55913,0,0.0116695,0,-0.999932,0,1,0,0.999932,0,0.0116695,-0.00249466,-0,0.213762,0,-0.427553,0,-14.359,0,-13.2179,0,-3.23372,0
0.05478,3.15993,0.499965,0,0.00585599,0,-0.0117173,0,0.999931,0,0.011717,0,1,0,-0.011717,0,0.999931,-0.00250826,0,0.214156,0,-0.42834,0,14.5567,0,7.50859,0,3.34778,0,0.499966,0,0.00585614,0,1.55908,0,0.0117123,0,-0.999931,0,1,0,0.999931,0,0.0117123,-0.00250842,-0,0.214156,0,-0.428341,0,-14.3575,0,-13.2181,0,-3.23362,0
0.05488,3.16221,0.499965,0,0.00587742,0,-0.0117602,0,0.999931,0,0.0117599,0,1,0,-0.0117599,0,0.999931,-0.00252204,0,0.21455,0,-0.429127,0,14.5557,0,7.50844,0,3.34761,0,0.499965,0,0.00587757,0,1.55904,0,0.0117551,0,-0.999931,0,1,0,0.999931,0,0.0117551,-0.00252224,-0,0.21455,0,-0.429129,0,-14.3558,0,-13.2182,0,-3.23345,0
0.05498,3.16449,0.499965,0,0.00589889,0,-0.0118031,0,0.99993,0,0.0118029,0,1,0,-0.0118029,0,0.99993,-0.00253587,0,0.214943,0,-0.429913,0,14.5544,0,7.50821,0,3.34736,0,0.499965,0,0.00589904,0,1.559,0,0.0117981,0,-0.99993,0,1,0,0.99993,0,0.0117981,-0.0025361,-0,0.214943,0,-0.429917,0,-14.3538,0,-13.2182,0,-3.2332,0
0.05508,3.16675,0.499965,0,0.00592041,0,-0.0118462,0,0.99993,0,0.0118459,0,1,0,-0.0118459,0,0.99993,-0.00254976,0,0.215337,0,-0.4307,0,14.553,0,7.50791,0,3.34705,0,0.499965,0,0.00592056,0,1.55895,0,0.0118411,0,-0.99993,0,1,0,0.99993,0,0.0118411,-0.00255001,-0,0.215337,0,-0.430705,0,-14.3516,0,-13.2181,0,-3.23288,0
0.05518,3.16902,0.499964,0,0.00594196,0,-0.0118893,0,0.999929,0,0.011889,0,1,0,-0.011889,0,0.999929,-0.00256369,0,0.215731,0,-0.431487,0,14.5514,0,7.50754,0,3.34667,0,0.499965,0,0.00594211,0,1.55891,0,0.0118842,0,-0.999929,0,1,0,0.999929,0,0.0118842,-0.00256398,-0,0.215731,0,-0.431493,0,-14.3492,0,-13.2179,0,-3.2325,0
0.05528,3.17128,0.499964,0,0.00596355,0,-0.0119325,0,0.999929,0,0.0119322,0,1,0,-0.0119322,0,0.999929,-0.00257768,0,0.216125,0,-0.432274,0,14.5496,0,7.50711,0,3.34624,0,0.499964,0,0.0059637,0,1.55887,0,0.0119274,0,-0.999929,0,1,0,0.999929,0,0.0119274,-0.00257799,-0,0.216125,0,-0.432281,0,-14.3467,0,-13.2176,0,-3.23206,0
0.05538,3.17357,0.499964,0,0.00598518,0,-0.0119757,0,0.999928,0,0.0119754,0,1,0,-0.0119754,0,0.999928,-0.00259173,0,0.216519,0,-0.433062,0,14.5476,0,7.50664,0,3.34577,0,0.499964,0,0.00598533,0,1.55883,0,0.0119707,0,-0.999928,0,1,0,0.999928,0,0.0119707,-0.00259206,-0,0.216519,0,-0.433068,0,-14.344,0,-13.2171,0,-3.23157,0
0.05548,3.17583,0.499964,0,0.00600685,0,-0.0120191,0,0.999928,0,0.0120188,0,1,0,-0.0120188,0,0.999928,-0.00260583,0,0.216913,0,-0.433849,0,14.5456,0,7.50614,0,3.34527,0,0.499964,0,0.006007,0,1.55878,0,0.012014,0,-0.999928,0,1,0,0.999928,0,0.012014,-0.00260618,-0,0.216913,0,-0.433856,0,-14.3412,0,-13.2167,0,-3.23105,0
0.05558,3.1781,0.499963,0,0.00602856,0,-0.0120625,0,0.999927,0,0.0120622,0,1,0,-0.0120622,0,0.999927,-0.00261999,0,0.217306,0,-0.434637,0,14.5435,0,7.50563,0,3.34475,0,0.499964,0,0.00602871,0,1.55874,0,0.0120574,0,-0.999927,0,1,0,0.999927,0,0.0120574,-0.00262035,-0,0.217306,0,-0.434644,0,-14.3383,0,-13.2162,0,-3.23052,0
0.05568,3.18035,0.499963,0,0.00605031,0,-0.012106,0,0.999927,0,0.0121057,0,1,0,-0.0121057,0,0.999927,-0.00263421,0,0.2177,0,-0.435425,0,14.5414,0,7.50511,0,3.34423,0,0.499963,0,0.00605046,0,1.5587,0,0.0121009,0,-0.999927,0,1,0,0.999927,0,0.0121009,-0.00263457,-0,0.2177,0,-0.435432,0,-14.3354,0,-13.2157,0,-3.22998,0
0.05578,3.1826,0.499963,0,0.0060721,0,-0.0121496,0,0.999926,0,0.0121493,0,1,0,-0.0121493,0,0.999926,-0.00264848,0,0.218094,0,-0.436213,0,14.5394,0,7.50462,0,3.34372,0,0.499963,0,0.00607225,0,1.55865,0,0.0121445,0,-0.999926,0,1,0,0.999926,0,0.0121445,-0.00264884,-0,0.218094,0,-0.43622,0,-14.3326,0,-13.2152,0,-3.22946,0
0.05588,3.18489,0.499963,0,0.00609393,0,-0.0121932,0,0.999926,0,0.0121929,0,1,0,-0.0121929,0,0.999926,-0.00266282,0,0.218488,0,-0.437001,0,14.5374,0,7.50414,0,3.34323,0,0.499963,0,0.00609408,0,1.55861,0,0.0121882,0,-0.999926,0,1,0,0.999926,0,0.0121882,-0.00266316,-0,0.218488,0,-0.437008,0,-14.3298,0,-13.2147,0,-3.22895,0
0.05598,3.18717,0.499962,0,0.0061158,0,-0.012237,0,0.999925,0,0.0122367,0,1,0,-0.0122367,0,0.999925,-0.00267721,0,0.218882,0,-0.437789,0,14.5355,0,7.50371,0,3.34277,0,0.499963,0,0.00611595,0,1.55856,0,0.0122319,0,-0.999925,0,1,0,0.999925,0,0.0122319,-0.00267754,-0,0.218882,0,-0.437796,0,-14.3271,0,-13.2144,0,-3.22849,0
0.05608,3.18949,0.499962,0,0.0061377,0,-0.0122808,0,0.999925,0,0.0122805,0,1,0,-0.0122805,0,0.999925,-0.00269165,0,0.219276,0,-0.438578,0,14.5338,0,7.50333,0,3.34236,0,0.499962,0,0.00613785,0,1.55852,0,0.0122757,0,-0.999925,0,1,0,0.999925,0,0.0122757,-0.00269197,-0,0.219276,0,-0.438584,0,-14.3246,0,-13.214,0,-3.22806,0
0.05618,3.19179,0.499962,0,0.00615965,0,-0.0123247,0,0.999924,0,0.0123244,0,1,0,-0.0123244,0,0.999924,-0.00270615,0,0.219669,0,-0.439367,0,14.5322,0,7.50301,0,3.34201,0,0.499962,0,0.0061598,0,1.55848,0,0.0123196,0,-0.999924,0,1,0,0.999924,0,0.0123196,-0.00270644,-0,0.219669,0,-0.439372,0,-14.3222,0,-13.2138,0,-3.22769,0
0.05628,3.19403,0.499962,0,0.00618163,0,-0.0123686,0,0.999924,0,0.0123683,0,1,0,-0.0123683,0,0.999924,-0.00272071,0,0.220063,0,-0.440156,0,14.5308,0,7.50275,0,3.3417,0,0.499962,0,0.00618179,0,1.55843,0,0.0123636,0,-0.999924,0,1,0,0.999924,0,0.0123636,-0.00272098,-0,0.220063,0,-0.44016,0,-14.32,0,-13.2137,0,-3.22738,0
0.05638,3.19631,0.499961,0,0.00620366,0,-0.0124127,0,0.999923,0,0.0124124,0,1,0,-0.0124124,0,0.999923,-0.00273532,0,0.220457,0,-0.440944,0,14.5295,0,7.50255,0,3.34146,0,0.499962,0,0.00620381,0,1.55839,0,0.0124076,0,-0.999923,0,1,0,0.999923,0,0.0124076,-0.00273556,-0,0.220457,0,-0.440948,0,-14.318,0,-13.2137,0,-3.22713,0
0.05648,3.1986,0.499961,0,0.00622572,0,-0.0124568,0,0.999922,0,0.0124565,0,1,0,-0.0124565,0,0.999922,-0.00274998,0,0.220851,0,-0.441733,0,14.5284,0,7.50241,0,3.34127,0,0.499961,0,0.00622587,0,1.55834,0,0.0124517,0,-0.999922,0,1,0,0.999922,0,0.0124517,-0.0027502,-0,0.220851,0,-0.441736,0,-14.3162,0,-13.2138,0,-3.22694,0
0.05658,3.20089,0.499961,0,0.00624783,0,-0.012501,0,0.999922,0,0.0125007,0,1,0,-0.0125007,0,0.999922,-0.00276469,0,0.221245,0,-0.442522,0,14.5275,0,7.50233,0,3.34114,0,0.499961,0,0.00624798,0,1.5583,0,0.012496,0,-0.999922,0,1,0,0.999922,0,0.012496,-0.00276488,-0,0.221245,0,-0.442524,0,-14.3145,0,-13.214,0,-3.2268,0
0.05668,3.20318,0.49996,0,0.00626997,0,-0.0125453,0,0.999921,0,0.012545,0,1,0,-0.012545,0,0.999921,-0.00277946,0,0.221639,0,-0.443311,0,14.5268,0,7.50231,0,3.34105,0,0.499961,0,0.00627012,0,1.55826,0,0.0125402,0,-0.999921,0,1,0,0.999921,0,0.0125402,-0.00277962,-0,0.221639,0,-0.443313,0,-14.313,0,-13.2143,0,-3.22671,0
0.05678,3.20553,0.49996,0,0.00629215,0,-0.0125897,0,0.999921,0,0.0125894,0,1,0,-0.0125894,0,0.999921,-0.00279427,0,0.222033,0,-0.4441,0,14.5262,0,7.50233,0,3.34101,0,0.49996,0,0.0062923,0,1.55821,0,0.0125846,0,-0.999921,0,1,0,0.999921,0,0.0125846,-0.00279442,-0,0.222033,0,-0.444101,0,-14.3117,0,-13.2146,0,-3.22667,0
0.05688,3.20787,0.49996,0,0.00631438,0,-0.0126341,0,0.99992,0,0.0126338,0,1,0,-0.0126338,0,0.99992,-0.00280913,0,0.222427,0,-0.444889,0,14.5257,0,7.50237,0,3.341,0,0.49996,0,0.00631453,0,1.55817,0,0.0126291,0,-0.99992,0,1,0,0.99992,0,0.0126291,-0.00280926,-0,0.222427,0,-0.444889,0,-14.3104,0,-13.2151,0,-3.22666,0
0.05698,3.2102,0.49996,0,0.00633664,0,-0.0126787,0,0.99992,0,0.0126783,0,1,0,-0.0126783,0,0.99992,-0.00282404,0,0.222821,0,-0.445678,0,14.5252,0,7.50245,0,3.34101,0,0.49996,0,0.00633679,0,1.55812,0,0.0126736,0,-0.99992,0,1,0,0.99992,0,0.0126736,-0.00282416,-0,0.222821,0,-0.445678,0,-14.3092,0,-13.2155,0,-3.22668,0
0.05708,3.21254,0.499959,0,0.00635894,0,-0.0127233,0,0.999919,0,0.0127229,0,1,0,-0.0127229,0,0.999919,-0.002839,0,0.223215,0,-0.446466,0,14.5248,0,7.50253,0,3.34104,0,0.49996,0,0.00635909,0,1.55808,0,0.0127182,0,-0.999919,0,1,0,0.999919,0,0.0127182,-0.00283912,-0,0.223215,0,-0.446466,0,-14.3081,0,-13.216,0,-3.2267,0
0.05718,3.21489,0.499959,0,0.00638128,0,-0.012768,0,0.999918,0,0.0127676,0,1,0,-0.0127676,0,0.999918,-0.00285401,0,0.223609,0,-0.447255,0,14.5244,0,7.50261,0,3.34106,0,0.499959,0,0.00638143,0,1.55803,0,0.0127629,0,-0.999919,0,1,0,0.999919,0,0.0127629,-0.00285412,-0,0.223609,0,-0.447254,0,-14.3069,0,-13.2165,0,-3.22673,0
0.05728,3.21725,0.499959,0,0.00640366,0,-0.0128127,0,0.999918,0,0.0128124,0,1,0,-0.0128124,0,0.999918,-0.00286906,0,0.224003,0,-0.448043,0,14.5239,0,7.50267,0,3.34107,0,0.499959,0,0.00640381,0,1.55799,0,0.0128076,0,-0.999918,0,1,0,0.999918,0,0.0128076,-0.00286918,-0,0.224003,0,-0.448043,0,-14.3057,0,-13.217,0,-3.22675,0
0.05738,3.21958,0.499958,0,0.00642608,0,-0.0128576,0,0.999917,0,0.0128572,0,1,0,-0.0128572,0,0.999917,-0.00288417,0,0.224397,0,-0.448831,0,14.5234,0,7.50271,0,3.34106,0,0.499959,0,0.00642623,0,1.55794,0,0.0128525,0,-0.999917,0,1,0,0.999917,0,0.0128525,-0.00288429,-0,0.224397,0,-0.448831,0,-14.3045,0,-13.2174,0,-3.22674,0
