"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.02438,2.41039,0.499998,0,0.00115879,0,-0.00232265,0,0.999997,0,0.00232265,0,1,0,-0.00232265,0,0.999997,-0.000230934,0,0.0950396,0,-0.190432,0,14.7306,0,7.52602,0,3.37043,0,0.499999,0,0.00115894,0,1.56848,0,0.00231787,0,-0.999997,0,1,0,0.999997,0,0.00231787,-0.000220301,-0,0.0950444,0,-0.190089,0,-14.6855,-0,-13.1581,0,-3.25578,0
0.02448,2.41278,0.499998,0,0.00116831,0,-0.00234173,0,0.999997,0,0.00234173,0,1,0,-0.00234173,0,0.999997,-0.000233913,0,0.0954294,0,-0.19122,0,14.8048,0,7.55144,0,3.39445,0,0.499999,0,0.00116846,0,1.56846,0,0.00233692,0,-0.999997,0,1,0,0.999997,0,0.00233692,-0.000223022,-0,0.0954343,0,-0.190869,0,-14.7628,-0,-13.2008,0,-3.28062,0
0.02458,2.41514,0.499998,0,0.00117787,0,-0.00236089,0,0.999997,0,0.00236089,0,1,0,-0.00236089,0,0.999997,-0.000236425,0,0.0958205,0,-0.191995,0,14.8766,0,7.57581,0,3.41774,0,0.499999,0,0.00117802,0,1.56844,0,0.00235604,0,-0.999997,0,1,0,0.999997,0,0.00235604,-0.000225769,-0,0.0958252,0,-0.191651,0,-14.8379,-0,-13.2424,0,-3.30474,0
0.02468,2.41752,0.499998,0,0.00118747,0,-0.00238013,0,0.999997,0,0.00238012,0,1,0,-0.00238012,0,0.999997,-0.000238494,0,0.0962128,0,-0.192756,0,14.943,0,7.59808,0,3.43927,0,0.499999,0,0.00118762,0,1.56842,0,0.00237524,0,-0.999997,0,1,0,0.999997,0,0.00237524,-0.00022854,-0,0.0962172,0,-0.192435,0,-14.9073,-0,-13.281,0,-3.32706,0
0.02478,2.4199,0.499998,0,0.00119711,0,-0.00239944,0,0.999997,0,0.00239944,0,1,0,-0.00239944,0,0.999997,-0.000240163,0,0.0966062,0,-0.193506,0,15.0012,0,7.61731,0,3.45814,0,0.499999,0,0.00119726,0,1.5684,0,0.00239452,0,-0.999997,0,1,0,0.999997,0,0.00239452,-0.000231336,-0,0.0966101,0,-0.193221,0,-14.9683,-0,-13.315,0,-3.34667,0
0.02488,2.42226,0.499998,0,0.00120679,0,-0.00241882,0,0.999997,0,0.00241882,0,1,0,-0.00241882,0,0.999997,-0.000241493,0,0.0970005,0,-0.194245,0,15.0488,0,7.63274,0,3.47358,0,0.499999,0,0.00120694,0,1.56838,0,0.00241388,0,-0.999997,0,1,0,0.999997,0,0.00241388,-0.000234156,-0,0.0970038,0,-0.194008,0,-15.0182,-0,-13.3431,0,-3.36275,0
0.02498,2.42465,0.499998,0,0.00121651,0,-0.00243828,0,0.999997,0,0.00243828,0,1,0,-0.00243828,0,0.999997,-0.000242561,0,0.0973956,0,-0.194977,0,15.0839,0,7.6438,0,3.48501,0,0.499999,0,0.00121666,0,1.56836,0,0.00243332,0,-0.999997,0,1,0,0.999997,0,0.00243332,-0.000237001,-0,0.0973981,0,-0.194797,0,-15.0552,-0,-13.3641,0,-3.3747,0
0.02508,2.42699,0.499998,0,0.00122627,0,-0.00245782,0,0.999997,0,0.00245781,0,1,0,-0.00245781,0,0.999997,-0.000243453,0,0.0977911,0,-0.195703,0,15.1054,0,7.6501,0,3.49202,0,0.499998,0,0.00122642,0,1.56834,0,0.00245284,0,-0.999997,0,1,0,0.999997,0,0.00245284,-0.00023987,-0,0.0977927,0,-0.195586,0,-15.0779,-0,-13.3774,0,-3.38209,0
0.02518,2.42935,0.499998,0,0.00123606,0,-0.00247742,0,0.999997,0,0.00247742,0,1,0,-0.00247742,0,0.999997,-0.00024426,0,0.0981869,0,-0.196425,0,15.1126,0,7.6515,0,3.49443,0,0.499998,0,0.00123622,0,1.56832,0,0.00247243,0,-0.999997,0,1,0,0.999997,0,0.00247243,-0.000242763,-0,0.0981876,0,-0.196376,0,-15.0856,-0,-13.3825,0,-3.38472,0
0.02528,2.43171,0.499998,0,0.0012459,0,-0.0024971,0,0.999997,0,0.00249709,0,1,0,-0.00249709,0,0.999997,-0.000245077,0,0.0985827,0,-0.197148,0,15.1057,0,7.64807,0,3.49225,0,0.499998,0,0.00124605,0,1.5683,0,0.00249211,0,-0.999997,0,1,0,0.999997,0,0.00249211,-0.000245679,-0,0.0985824,0,-0.197165,0,-15.0786,-0,-13.3795,0,-3.38261,0
0.02538,2.43416,0.499998,0,0.00125578,0,-0.00251685,0,0.999997,0,0.00251684,0,1,0,-0.00251684,0,0.999997,-0.000245998,0,0.0989782,0,-0.197872,0,15.0851,0,7.64009,0,3.4857,0,0.499998,0,0.00125593,0,1.56828,0,0.00251186,0,-0.999997,0,1,0,0.999997,0,0.00251186,-0.000248617,-0,0.098977,0,-0.197955,0,-15.0573,-0,-13.3688,0,-3.37596,0
0.02548,2.43662,0.499998,0,0.0012657,0,-0.00253667,0,0.999997,0,0.00253667,0,1,0,-0.00253667,0,0.999997,-0.000247108,0,0.0993732,0,-0.198601,0,15.0524,0,7.62803,0,3.47519,0,0.499998,0,0.00126585,0,1.56826,0,0.0025317,0,-0.999997,0,1,0,0.999997,0,0.0025317,-0.000251579,-0,0.0993712,0,-0.198743,0,-15.0231,-0,-13.351,0,-3.36521,0
0.02558,2.43905,0.499998,0,0.00127565,0,-0.00255656,0,0.999997,0,0.00255656,0,1,0,-0.00255656,0,0.999997,-0.000248484,0,0.0997676,0,-0.199337,0,15.0091,0,7.61254,0,3.46128,0,0.499998,0,0.0012758,0,1.56824,0,0.00255161,0,-0.999997,0,1,0,0.999997,0,0.00255161,-0.000254562,-0,0.0997649,0,-0.19953,0,-14.9778,-0,-13.327,0,-3.35092,0
0.02568,2.44148,0.499998,0,0.00128565,0,-0.00257653,0,0.999997,0,0.00257653,0,1,0,-0.00257653,0,0.999997,-0.00025019,0,0.100161,0,-0.200081,0,14.9575,0,7.59439,0,3.44467,0,0.499998,0,0.0012858,0,1.56822,0,0.0025716,0,-0.999997,0,1,0,0.999997,0,0.0025716,-0.000257566,-0,0.100158,0,-0.200316,0,-14.9238,-0,-13.2982,0,-3.33383,0
0.02578,2.44395,0.499998,0,0.00129568,0,-0.00259658,0,0.999997,0,0.00259657,0,1,0,-0.00259657,0,0.999997,-0.000252275,0,0.100554,0,-0.200835,0,14.9,0,7.57445,0,3.42618,0,0.499998,0,0.00129583,0,1.5682,0,0.00259167,0,-0.999997,0,1,0,0.999997,0,0.00259167,-0.000260593,-0,0.10055,0,-0.201101,0,-14.8635,-0,-13.2659,0,-3.31476,0
0.02588,2.4464,0.499998,0,0.00130576,0,-0.0026167,0,0.999997,0,0.00261669,0,1,0,-0.00261669,0,0.999997,-0.00025477,0,0.100945,0,-0.2016,0,14.8394,0,7.55365,0,3.40667,0,0.499998,0,0.00130591,0,1.56818,0,0.00261181,0,-0.999997,0,1,0,0.999997,0,0.00261181,-0.000263641,-0,0.100941,0,-0.201883,0,-14.7998,-0,-13.2317,0,-3.2946,0
0.02598,2.44887,0.499998,0,0.00131587,0,-0.00263689,0,0.999997,0,0.00263689,0,1,0,-0.00263689,0,0.999997,-0.00025769,0,0.101336,0,-0.202376,0,14.7783,0,7.53293,0,3.38702,0,0.499998,0,0.00131602,0,1.56816,0,0.00263204,0,-0.999997,0,1,0,0.999997,0,0.00263204,-0.00026671,-0,0.101332,0,-0.202664,0,-14.7355,-0,-13.1971,0,-3.27427,0
0.02608,2.45135,0.499998,0,0.00132602,0,-0.00265717,0,0.999996,0,0.00265716,0,1,0,-0.00265716,0,0.999996,-0.000261028,0,0.101725,0,-0.203163,0,14.7195,0,7.51319,0,3.36809,0,0.499998,0,0.00132617,0,1.56814,0,0.00265234,0,-0.999996,0,1,0,0.999996,0,0.00265234,-0.0002698,-0,0.101721,0,-0.203443,0,-14.6736,-0,-13.1637,0,-3.25467,0
0.02618,2.45378,0.499998,0,0.00133621,0,-0.00267752,0,0.999996,0,0.00267752,0,1,0,-0.00267752,0,0.999996,-0.000264764,0,0.102114,0,-0.203961,0,14.6655,0,7.49528,0,3.35071,0,0.499998,0,0.00133636,0,1.56812,0,0.00267272,0,-0.999996,0,1,0,0.999996,0,0.00267272,-0.000272913,-0,0.10211,0,-0.204221,0,-14.6165,-0,-13.1329,0,-3.23664,0
0.02628,2.45624,0.499998,0,0.00134644,0,-0.00269796,0,0.999996,0,0.00269795,0,1,0,-0.00269795,0,0.999996,-0.00026886,0,0.102501,0,-0.204768,0,14.6185,0,7.47994,0,3.33558,0,0.499998,0,0.00134659,0,1.5681,0,0.00269318,0,-0.999996,0,1,0,0.999996,0,0.00269318,-0.000276047,-0,0.102498,0,-0.204997,0,-14.5666,-0,-13.106,0,-3.22093,0
0.02638,2.45871,0.499998,0,0.00135671,0,-0.00271847,0,0.999996,0,0.00271847,0,1,0,-0.00271847,0,0.999996,-0.000273264,0,0.102888,0,-0.205583,0,14.5803,0,7.46777,0,3.32332,0,0.499998,0,0.00135686,0,1.56808,0,0.00271372,0,-0.999996,0,1,0,0.999996,0,0.00271372,-0.000279203,-0,0.102886,0,-0.205772,0,-14.526,-0,-13.0841,0,-3.20815,0
0.02648,2.46117,0.499998,0,0.00136702,0,-0.00273907,0,0.999996,0,0.00273906,0,1,0,-0.00273906,0,0.999996,-0.000277914,0,0.103274,0,-0.206404,0,14.5524,0,7.45921,0,3.31437,0,0.499998,0,0.00136717,0,1.56806,0,0.00273433,0,-0.999996,0,1,0,0.999996,0,0.00273433,-0.000282383,-0,0.103273,0,-0.206546,0,-14.4961,-0,-13.0679,0,-3.1988,0
0.02658,2.46365,0.499998,0,0.00137736,0,-0.00275975,0,0.999996,0,0.00275974,0,1,0,-0.00275974,0,0.999996,-0.000282739,0,0.10366,0,-0.20723,0,14.5357,0,7.45454,0,3.30905,0,0.499998,0,0.00137751,0,1.56804,0,0.00275502,0,-0.999996,0,1,0,0.999996,0,0.00275502,-0.000285585,-0,0.103659,0,-0.207319,0,-14.4778,-0,-13.0582,0,-3.19318,0
0.02668,2.46611,0.499998,0,0.00138775,0,-0.00278051,0,0.999996,0,0.00278051,0,1,0,-0.00278051,0,0.999996,-0.000287665,0,0.104046,0,-0.208058,0,14.5306,0,7.45386,0,3.30747,0,0.499998,0,0.0013879,0,1.56802,0,0.00277579,0,-0.999996,0,1,0,0.999996,0,0.00277579,-0.000288811,-0,0.104046,0,-0.208093,0,-14.4717,-0,-13.0551,0,-3.19143,0
0.02678,2.46857,0.499998,0,0.00139817,0,-0.00280136,0,0.999996,0,0.00280135,0,1,0,-0.00280135,0,0.999996,-0.000292613,0,0.104432,0,-0.208886,0,14.537,0,7.45708,0,3.3096,0,0.499998,0,0.00139832,0,1.568,0,0.00279664,0,-0.999996,0,1,0,0.999996,0,0.00279664,-0.000292061,-0,0.104433,0,-0.208866,0,-14.4777,-0,-13.0585,0,-3.19353,0
0.02688,2.47072,0.499998,0,0.00140863,0,-0.00282228,0,0.999996,0,0.00282228,0,1,0,-0.00282228,0,0.999996,-0.00029751,0,0.104818,0,-0.209712,0,14.5542,0,7.46395,0,3.31524,0,0.499998,0,0.00140878,0,1.56798,0,0.00281756,0,-0.999996,0,1,0,0.999996,0,0.00281756,-0.000295336,-0,0.104819,0,-0.20964,0,-14.495,-0,-13.0682,0,-3.19926,0
0.02698,2.47283,0.499998,0,0.00141913,0,-0.00284329,0,0.999996,0,0.00284329,0,1,0,-0.00284329,0,0.999996,-0.000302288,0,0.105205,0,-0.210533,0,14.5812,0,7.47406,0,3.32404,0,0.499998,0,0.00141928,0,1.56796,0,0.00283856,0,-0.999996,0,1,0,0.999996,0,0.00283856,-0.000298637,-0,0.105207,0,-0.210414,0,-14.5226,-0,-13.0836,0,-3.20826,0
0.02708,2.47497,0.499998,0,0.00142967,0,-0.00286439,0,0.999996,0,0.00286438,0,1,0,-0.00286438,0,0.999996,-0.000306884,0,0.105592,0,-0.21135,0,14.6165,0,7.48688,0,3.33551,0,0.499998,0,0.00142982,0,1.56794,0,0.00285964,0,-0.999996,0,1,0,0.999996,0,0.00285964,-0.000301963,-0,0.105594,0,-0.21119,0,-14.5589,-0,-13.1037,0,-3.22006,0
0.02718,2.47711,0.499998,0,0.00144025,0,-0.00288556,0,0.999996,0,0.00288555,0,1,0,-0.00288555,0,0.999996,-0.000311249,0,0.10598,0,-0.212159,0,14.6583,0,7.50176,0,3.34908,0,0.499998,0,0.0014404,0,1.56792,0,0.0028808,0,-0.999996,0,1,0,0.999996,0,0.0028808,-0.000305316,-0,0.105983,0,-0.211966,0,-14.6021,-0,-13.1277,0,-3.23403,0
0.02728,2.47923,0.499998,0,0.00145087,0,-0.00290681,0,0.999996,0,0.00290681,0,1,0,-0.00290681,0,0.999996,-0.000315347,0,0.106369,0,-0.21296,0,14.7045,0,7.51798,0,3.36408,0,0.499998,0,0.00145102,0,1.56789,0,0.00290203,0,-0.999996,0,1,0,0.999996,0,0.00290203,-0.000308695,-0,0.106372,0,-0.212744,0,-14.6499,-0,-13.1543,0,-3.24951,0
0.02738,2.48133,0.499998,0,0.00146152,0,-0.00292815,0,0.999996,0,0.00292814,0,1,0,-0.00292814,0,0.999996,-0.000319153,0,0.106758,0,-0.213752,0,14.7529,0,7.53479,0,3.37981,0,0.499998,0,0.00146167,0,1.56787,0,0.00292334,0,-0.999996,0,1,0,0.999996,0,0.00292334,-0.000312102,-0,0.106762,0,-0.213524,0,-14.7002,-0,-13.1823,0,-3.26575,0
0.02748,2.48345,0.499998,0,0.00147221,0,-0.00294956,0,0.999996,0,0.00294955,0,1,0,-0.00294955,0,0.999996,-0.000322659,0,0.107149,0,-0.214536,0,14.8013,0,7.55142,0,3.39554,0,0.499998,0,0.00147237,0,1.56785,0,0.00294473,0,-0.999996,0,1,0,0.999996,0,0.00294473,-0.000315535,-0,0.107152,0,-0.214305,0,-14.7506,-0,-13.2104,0,-3.28203,0
0.02758,2.48572,0.499998,0,0.00148295,0,-0.00297105,0,0.999996,0,0.00297105,0,1,0,-0.00297105,0,0.999996,-0.000325871,0,0.10754,0,-0.21531,0,14.8476,0,7.56715,0,3.41057,0,0.499998,0,0.0014831,0,1.56783,0,0.0029662,0,-0.999996,0,1,0,0.999996,0,0.0029662,-0.000318996,-0,0.107543,0,-0.215087,0,-14.7988,-0,-13.2374,0,-3.29761,0
0.02768,2.48807,0.499998,0,0.00149372,0,-0.00299262,0,0.999996,0,0.00299261,0,1,0,-0.00299261,0,0.999996,-0.000328808,0,0.107932,0,-0.216076,0,14.8897,0,7.58129,0,3.42426,0,0.499998,0,0.00149387,0,1.56781,0,0.00298774,0,-0.999996,0,1,0,0.999996,0,0.00298774,-0.000322483,-0,0.107935,0,-0.215871,0,-14.8428,-0,-13.2621,0,-3.31181,0
0.02778,2.49041,0.499998,0,0.00150453,0,-0.00301426,0,0.999995,0,0.00301426,0,1,0,-0.00301426,0,0.999995,-0.000331504,0,0.108325,0,-0.216834,0,14.9259,0,7.59327,0,3.43604,0,0.499998,0,0.00150468,0,1.56779,0,0.00300937,0,-0.999995,0,1,0,0.999995,0,0.00300937,-0.000325998,-0,0.108327,0,-0.216656,0,-14.8806,-0,-13.2835,0,-3.32406,0
0.02788,2.49272,0.499997,0,0.00151538,0,-0.00303598,0,0.999995,0,0.00303598,0,1,0,-0.00303598,0,0.999995,-0.000334002,0,0.108718,0,-0.217586,0,14.9548,0,7.60261,0,3.44543,0,0.499998,0,0.00151554,0,1.56777,0,0.00303107,0,-0.999995,0,1,0,0.999995,0,0.00303107,-0.00032954,-0,0.10872,0,-0.217441,0,-14.9107,-0,-13.3008,0,-3.33385,0
0.02798,2.49509,0.499997,0,0.00152627,0,-0.00305777,0,0.999995,0,0.00305777,0,1,0,-0.00305777,0,0.999995,-0.000336353,0,0.109112,0,-0.218334,0,14.9751,0,7.60897,0,3.45208,0,0.499998,0,0.00152643,0,1.56774,0,0.00305285,0,-0.999995,0,1,0,0.999995,0,0.00305285,-0.000333109,-0,0.109113,0,-0.218228,0,-14.9319,-0,-13.3132,0,-3.34081,0
0.02808,2.49742,0.499997,0,0.0015372,0,-0.00307964,0,0.999995,0,0.00307964,0,1,0,-0.00307964,0,0.999995,-0.000338616,0,0.109506,0,-0.219078,0,14.9862,0,7.61214,0,3.45577,0,0.499998,0,0.00153736,0,1.56772,0,0.00307471,0,-0.999995,0,1,0,0.999995,0,0.00307471,-0.000336704,-0,0.109507,0,-0.219015,0,-14.9436,-0,-13.3204,0,-3.34472,0
0.02818,2.49978,0.499997,0,0.00154817,0,-0.00310159,0,0.999995,0,0.00310158,0,1,0,-0.00310158,0,0.999995,-0.000340853,0,0.1099,0,-0.219821,0,14.988,0,7.61208,0,3.45641,0,0.499998,0,0.00154833,0,1.5677,0,0.00309665,0,-0.999995,0,1,0,0.999995,0,0.00309665,-0.000340325,-0,0.1099,0,-0.219802,0,-14.9454,-0,-13.3222,0,-3.34547,0
0.02828,2.50216,0.499997,0,0.00155918,0,-0.0031236,0,0.999995,0,0.0031236,0,1,0,-0.0031236,0,0.999995,-0.000343126,0,0.110294,0,-0.220563,0,14.9804,0,7.60886,0,3.45405,0,0.499998,0,0.00155933,0,1.56768,0,0.00311867,0,-0.999995,0,1,0,0.999995,0,0.00311867,-0.000343972,-0,0.110294,0,-0.220589,0,-14.9375,-0,-13.3187,0,-3.34312,0
0.02838,2.50451,0.499997,0,0.00157023,0,-0.00314569,0,0.999995,0,0.00314569,0,1,0,-0.00314569,0,0.999995,-0.000345494,0,0.110688,0,-0.221308,0,14.9641,0,7.60272,0,3.44887,0,0.499998,0,0.00157038,0,1.56766,0,0.00314076,0,-0.999995,0,1,0,0.999995,0,0.00314076,-0.000347644,-0,0.110687,0,-0.221375,0,-14.9205,-0,-13.3102,0,-3.33786,0
0.02848,2.50687,0.499997,0,0.00158132,0,-0.00316786,0,0.999995,0,0.00316786,0,1,0,-0.00316786,0,0.999995,-0.000348014,0,0.111082,0,-0.222056,0,14.9401,0,7.594,0,3.44118,0,0.499997,0,0.00158147,0,1.56763,0,0.00316294,0,-0.999995,0,1,0,0.999995,0,0.00316294,-0.000351342,-0,0.11108,0,-0.222161,0,-14.8952,-0,-13.2971,0,-3.32998,0
0.02858,2.50921,0.499997,0,0.00159244,0,-0.0031901,0,0.999995,0,0.0031901,0,1,0,-0.0031901,0,0.999995,-0.000350734,0,0.111475,0,-0.222809,0,14.9095,0,7.58315,0,3.43139,0,0.499997,0,0.0015926,0,1.56761,0,0.00318519,0,-0.999995,0,1,0,0.999995,0,0.00318519,-0.000355064,-0,0.111473,0,-0.222947,0,-14.8631,-0,-13.2803,0,-3.31991,0
0.02868,2.51159,0.499997,0,0.00160361,0,-0.00321242,0,0.999995,0,0.00321241,0,1,0,-0.00321241,0,0.999995,-0.000353692,0,0.111867,0,-0.223568,0,14.8739,0,7.57071,0,3.41996,0,0.499997,0,0.00160376,0,1.56759,0,0.00320752,0,-0.999995,0,1,0,0.999995,0,0.00320752,-0.000358811,-0,0.111865,0,-0.223731,0,-14.8256,-0,-13.2605,0,-3.30814,0
0.02878,2.51393,0.499997,0,0.00161482,0,-0.00323481,0,0.999995,0,0.00323481,0,1,0,-0.00323481,0,0.999995,-0.000356917,0,0.112259,0,-0.224334,0,14.835,0,7.55727,0,3.40746,0,0.499997,0,0.00161497,0,1.56757,0,0.00322994,0,-0.999995,0,1,0,0.999995,0,0.00322994,-0.000362583,-0,0.112256,0,-0.224514,0,-14.7846,-0,-13.2387,0,-3.29524,0
0.02888,2.51627,0.499997,0,0.00162606,0,-0.00325728,0,0.999995,0,0.00325728,0,1,0,-0.00325728,0,0.999995,-0.000360427,0,0.11265,0,-0.225107,0,14.7945,0,7.54344,0,3.39446,0,0.499997,0,0.00162621,0,1.56754,0,0.00325242,0,-0.999995,0,1,0,0.999995,0,0.00325242,-0.000366379,-0,0.112647,0,-0.225296,0,-14.7419,-0,-13.216,0,-3.28181,0
0.02898,2.51864,0.499997,0,0.00163734,0,-0.00327983,0,0.999995,0,0.00327982,0,1,0,-0.00327982,0,0.999995,-0.000364228,0,0.113041,0,-0.225887,0,14.7543,0,7.52985,0,3.38154,0,0.499997,0,0.0016375,0,1.56752,0,0.00327499,0,-0.999995,0,1,0,0.999995,0,0.00327499,-0.0003702,-0,0.113038,0,-0.226077,0,-14.6994,-0,-13.1933,0,-3.26844,0
0.02908,2.521,0.499997,0,0.00164867,0,-0.00330246,0,0.999995,0,0.00330245,0,1,0,-0.00330245,0,0.999995,-0.000368312,0,0.11343,0,-0.226675,0,14.716,0,7.51708,0,3.36926,0,0.499997,0,0.00164882,0,1.5675,0,0.00329763,0,-0.999995,0,1,0,0.999995,0,0.00329763,-0.000374046,-0,0.113428,0,-0.226857,0,-14.659,-0,-13.1716,0,-3.25571,0
0.02918,2.52337,0.499997,0,0.00166003,0,-0.00332516,0,0.999994,0,0.00332516,0,1,0,-0.00332516,0,0.999994,-0.000372663,0,0.11382,0,-0.227469,0,14.6814,0,7.50567,0,3.35814,0,0.499997,0,0.00166018,0,1.56748,0,0.00332036,0,-0.999994,0,1,0,0.999994,0,0.00332036,-0.000377916,-0,0.113817,0,-0.227636,0,-14.6222,-0,-13.152,0,-3.24418,0
0.02928,2.52573,0.499997,0,0.00167143,0,-0.00334795,0,0.999994,0,0.00334794,0,1,0,-0.00334794,0,0.999994,-0.000377252,0,0.114208,0,-0.228269,0,14.6517,0,7.49608,0,3.34864,0,0.499997,0,0.00167158,0,1.56745,0,0.00334316,0,-0.999994,0,1,0,0.999994,0,0.00334316,-0.000381811,-0,0.114206,0,-0.228414,0,-14.5906,-0,-13.1351,0,-3.23431,0
0.02938,2.52809,0.499997,0,0.00168287,0,-0.00337081,0,0.999994,0,0.00337081,0,1,0,-0.00337081,0,0.999994,-0.000382044,0,0.114596,0,-0.229075,0,14.6282,0,7.48868,0,3.34113,0,0.499997,0,0.00168302,0,1.56743,0,0.00336604,0,-0.999994,0,1,0,0.999994,0,0.00336604,-0.000385732,-0,0.114595,0,-0.229191,0,-14.5654,-0,-13.1218,0,-3.22648,0
0.02948,2.53044,0.499997,0,0.00169435,0,-0.00339376,0,0.999994,0,0.00339375,0,1,0,-0.00339375,0,0.999994,-0.000386995,0,0.114984,0,-0.229884,0,14.6117,0,7.48374,0,3.33588,0,0.499997,0,0.0016945,0,1.56741,0,0.00338899,0,-0.999994,0,1,0,0.999994,0,0.00338899,-0.000389679,-0,0.114983,0,-0.229968,0,-14.5475,-0,-13.1124,0,-3.22098,0
0.02958,2.53278,0.499997,0,0.00170586,0,-0.00341678,0,0.999994,0,0.00341678,0,1,0,-0.00341678,0,0.999994,-0.000392058,0,0.115372,0,-0.230695,0,14.6027,0,7.4814,0,3.33305,0,0.499997,0,0.00170601,0,1.56738,0,0.00341203,0,-0.999994,0,1,0,0.999994,0,0.00341203,-0.000393652,-0,0.115371,0,-0.230744,0,-14.5375,-0,-13.1072,0,-3.21798,0
0.02968,2.53514,0.499997,0,0.00171742,0,-0.00343989,0,0.999994,0,0.00343989,0,1,0,-0.00343989,0,0.999994,-0.000397183,0,0.11576,0,-0.231507,0,14.6014,0,7.48168,0,3.3327,0,0.499997,0,0.00171757,0,1.56736,0,0.00343514,0,-0.999994,0,1,0,0.999994,0,0.00343514,-0.000397652,-0,0.115759,0,-0.23152,0,-14.5354,-0,-13.1065,0,-3.21754,0
0.02978,2.5375,0.499997,0,0.00172901,0,-0.00346308,0,0.999994,0,0.00346308,0,1,0,-0.00346308,0,0.999994,-0.00040232,0,0.116147,0,-0.232319,0,14.6075,0,7.48451,0,3.33476,0,0.499997,0,0.00172916,0,1.56734,0,0.00345833,0,-0.999994,0,1,0,0.999994,0,0.00345833,-0.000401679,-0,0.116148,0,-0.232297,0,-14.5412,-0,-13.11,0,-3.2196,0
0.02988,2.53987,0.499997,0,0.00174065,0,-0.00348635,0,0.999994,0,0.00348635,0,1,0,-0.00348635,0,0.999994,-0.00040742,0,0.116535,0,-0.23313,0,14.6206,0,7.48969,0,3.33908,0,0.499997,0,0.0017408,0,1.56731,0,0.00348159,0,-0.999994,0,1,0,0.999994,0,0.00348159,-0.000405733,-0,0.116536,0,-0.233074,0,-14.5543,-0,-13.1176,0,-3.224,0
0.02998,2.54224,0.499997,0,0.00175232,0,-0.0035097,0,0.999994,0,0.0035097,0,1,0,-0.0035097,0,0.999994,-0.00041244,0,0.116923,0,-0.233937,0,14.6399,0,7.4969,0,3.3454,0,0.499997,0,0.00175247,0,1.56729,0,0.00350494,0,-0.999994,0,1,0,0.999994,0,0.00350494,-0.000409816,-0,0.116925,0,-0.233851,0,-14.5739,-0,-13.1288,0,-3.23048,0
0.03008,2.54458,0.499997,0,0.00176403,0,-0.00353314,0,0.999994,0,0.00353313,0,1,0,-0.00353313,0,0.999994,-0.000417341,0,0.117312,0,-0.234741,0,14.6644,0,7.50579,0,3.35337,0,0.499997,0,0.00176418,0,1.56727,0,0.00352836,0,-0.999994,0,1,0,0.999994,0,0.00352836,-0.000413927,-0,0.117314,0,-0.234629,0,-14.5989,-0,-13.1429,0,-3.23868,0
0.03018,2.54696,0.499997,0,0.00177578,0,-0.00355665,0,0.999994,0,0.00355664,0,1,0,-0.00355664,0,0.999994,-0.000422093,0,0.117701,0,-0.235539,0,14.6927,0,7.5159,0,3.3626,0,0.499997,0,0.00177593,0,1.56724,0,0.00355186,0,-0.999994,0,1,0,0.999994,0,0.00355186,-0.000418067,-0,0.117703,0,-0.235408,0,-14.628,-0,-13.1594,0,-3.24819,0
