"time","wallTime","wc2.P.x [m]","wc2.P.v [m/s]","wc2.P.F [N]","wc1.P.x [m]","wc1.P.v [m/s]","wc1.P.F [N]"
0.028,1.69774,0,0,0,0,0,0
0.0285,1.69804,0,0,0,0,0,0
0.029,1.69838,0,0,0,0,0,0
0.0295,1.69886,0,0,0,0,0,0
0.03,1.69916,0,0,0,0,0,0
0.0305,1.69958,0,0,0,0,0,0
0.031,1.69981,0,0,0,0,0,0
0.0315,1.70015,0,0,0,0,0,0
0.032,1.70062,0,0,0,0,0,0
0.0325,1.70099,0,0,0,0,0,0
0.033,1.70117,0,0,0,0,0,0
0.0335,1.7016,0,0,0,0,0,0
0.034,1.70182,0,0,0,0,0,0
0.0345,1.70209,0,0,0,0,0,0
0.035,1.70242,0,0,0,0,0,0
0.0355,1.70261,0,0,0,0,0,0
0.036,1.70285,0,0,0,0,0,0
0.0365,1.70312,0,0,0,0,0,0
0.037,1.70338,0,0,0,0,0,0
0.0375,1.70368,0,0,0,0,0,0
0.038,1.70396,0,0,0,0,0,0
0.0385,1.70424,0,0,0,0,0,0
0.039,1.70453,0,0,0,0,0,0
0.0395,1.70484,0,0,0,0,0,0
0.04,1.70504,0,0,0,0,0,0
0.0405,1.70529,0,0,0,0,0,0
0.041,1.70551,0,0,0,0,0,0
0.0415,1.70581,0,0,0,0,0,0
0.042,1.70604,0,0,0,0,0,0
0.0425,1.7063,0,0,0,0,0,0
0.043,1.70653,0,0,0,0,0,0
0.0435,1.70676,0,0,0,0,0,0
0.044,1.70701,0,0,0,0,0,0
0.0445,1.70725,0,0,0,0,0,0
0.045,1.70743,0,0,0,0,0,0
0.0455,1.70765,0,0,0,0,0,0
0.046,1.70789,0,0,0,0,0,0
0.0465,1.70821,0,0,0,0,0,0
0.047,1.70841,0,0,0,0,0,0
0.0475,1.70874,0,0,0,0,0,0
0.048,1.709,0,0,0,0,0,0
0.0485,1.70924,0,0,0,0,0,0
0.049,1.70946,0,0,0,0,0,0
0.0495,1.70967,0,0,0,0,0,0
0.05,1.70984,0,0,0,0,0,0
0.0505,1.71008,0,0,0,0,0,0
0.051,1.71027,0,0,0,0,0,0
0.0515,1.7104,0,0,0,0,0,0
0.052,1.71057,0,0,0,0,0,0
0.0525,1.71074,0,0,0,0,0,0
0.053,1.71094,0,0,0,0,0,0
0.0535,1.71109,0,0,0,0,0,0
0.054,1.71125,0,0,0,0,0,0
0.0545,1.71138,0,0,0,0,0,0
0.055,1.71158,0,0,0,0,0,0
0.0555,1.71174,0,0,0,0,0,0
0.056,1.71191,0,0,0,0,0,0
0.0565,1.71208,0,0,0,0,0,0
0.057,1.71224,0,0,0,0,0,0
0.0575,1.71241,0,0,0,0,0,0
0.058,1.71259,0,0,0,0,0,0
0.0585,1.71276,0,0,0,0,0,0
0.059,1.71292,0,0,0,0,0,0
0.0595,1.71307,0,0,0,0,0,0
0.06,1.71322,0,0,0,0,0,0
0.0605,1.7134,0,0,0,0,0,0
0.061,1.71355,0,0,0,0,0,0
0.0615,1.71372,0,0,0,0,0,0
0.062,1.71388,0,0,0,0,0,0
0.0625,1.71406,0,0,0,0,0,0
0.063,1.71428,0,0,0,0,0,0
0.0635,1.71443,0,0,0,0,0,0
0.064,1.71468,0,0,0,0,0,0
0.0645,1.71485,0,0,0,0,0,0
0.065,1.715,0,0,0,0,0,0
0.0655,1.71521,0,0,0,0,0,0
0.066,1.71538,0,0,0,0,0,0
0.0665,1.71555,0,0,0,0,0,0
0.067,1.71573,0,0,0,0,0,0
0.0675,1.71589,0,0,0,0,0,0
0.068,1.71607,0,0,0,0,0,0
0.0685,1.71624,0,0,0,0,0,0
0.069,1.71642,0,0,0,0,0,0
0.0695,1.7166,0,0,0,0,0,0
0.07,1.71673,0,0,0,0,0,0
0.0705,1.7169,0,0,0,0,0,0
0.071,1.71709,0,0,0,0,0,0
0.0715,1.71727,0,0,0,0,0,0
0.072,1.71744,0,0,0,0,0,0
0.0725,1.71761,0,0,0,0,0,0
0.073,1.71778,0,0,0,0,0,0
0.0735,1.718,0,0,0,0,0,0
0.074,1.71817,0,0,0,0,0,0
0.0745,1.71835,0,0,0,0,0,0
0.075,1.7185,0,0,0,0,0,0
0.0755,1.71873,0,0,0,0,0,0
0.076,1.71891,0,0,0,0,0,0
0.0765,1.71909,0,0,0,0,0,0
0.077,1.71926,0,0,0,0,0,0
0.0775,1.71943,0,0,0,0,0,0
0.078,1.7196,0,0,0,0,0,0
0.0785,1.7198,0,0,0,0,0,0
0.079,1.71998,0,0,0,0,0,0
0.0795,1.72016,0,0,0,0,0,0
0.08,1.72034,0,0,0,0,0,0
0.0805,1.72048,0,0,0,0,0,0
0.081,1.72067,0,0,0,0,0,0
0.0815,1.72085,0,0,0,0,0,0
0.082,1.72104,0,0,0,0,0,0
0.0825,1.72121,0,0,0,0,0,0
0.083,1.72139,0,0,0,0,0,0
0.0835,1.72162,0,0,0,0,0,0
0.084,1.7218,0,0,0,0,0,0
0.0845,1.72195,0,0,0,0,0,0
0.085,1.72212,0,0,0,0,0,0
0.0855,1.72235,0,0,0,0,0,0
0.086,1.72254,0,0,0,0,0,0
0.0865,1.72271,0,0,0,0,0,0
0.087,1.7229,0,0,0,0,0,0
0.0875,1.72309,0,0,0,0,0,0
0.088,1.72328,0,0,0,0,0,0
0.0885,1.72348,0,0,0,0,0,0
0.089,1.72366,0,0,0,0,0,0
0.0895,1.72385,0,0,0,0,0,0
0.09,1.72405,0,0,0,0,0,0
0.0905,1.7242,0,0,0,0,0,0
0.091,1.72436,0,0,0,0,0,0
0.0915,1.72456,0,0,0,0,0,0
0.092,1.72475,0,0,0,0,0,0
0.0925,1.72494,0,0,0,0,0,0
0.093,1.72515,0,0,0,0,0,0
0.0935,1.72533,0,0,0,0,0,0
0.094,1.72553,0,0,0,0,0,0
0.0945,1.72569,0,0,0,0,0,0
0.095,1.72593,0,0,0,0,0,0
0.0955,1.72613,0,0,0,0,0,0
0.096,1.72629,0,0,0,0,0,0
0.0965,1.72649,0,0,0,0,0,0
0.097,1.72668,0,0,0,0,0,0
0.0975,1.72687,0,0,0,0,0,0
0.098,1.72708,0,0,0,0,0,0
0.0985,1.72727,0,0,0,0,0,0
0.099,1.72752,0,0,0,0,0,0
0.0995,1.72766,0,0,0,0,0,0
0.1,1.72779,-3.92905e-16,-2.74661e-06,2.74661e-07,0,0,0
0.1005,1.72793,-0.00247471,-9.85152,0.985152,-2.51035e-26,-1.96121e-22,1.96121e-23
0.101,1.72808,-0.00980268,-19.4118,1.94118,-4.3104e-12,-2.04462e-08,-4.37412e-07
0.1015,1.72823,-0.0218396,-28.6896,2.86896,-9.25218e-06,-0.061701,-1.57007
0.102,1.72836,-0.0384466,-37.6932,3.76932,-8.70167e-05,-0.273757,-3.07852
0.1025,1.7285,-0.059482,-46.3841,5.88953,-0.000306594,-0.627229,-4.52762
0.103,1.72863,-0.0847699,-54.7046,7.91138,-0.000738038,-1.12436,-6.23373
0.1035,1.72877,-0.114125,-62.6563,9.83755,-0.00146206,-1.81158,-8.86237
0.104,1.72892,-0.147366,-70.2428,12.1715,-0.00258842,-2.73084,-11.3505
0.1045,1.72907,-0.184305,-77.4397,15.1771,-0.00422789,-3.862,-13.7656
0.105,1.72921,-0.224729,-84.1875,17.995,-0.00648646,-5.21165,-16.6442
0.1055,1.72935,-0.268424,-90.5252,20.7855,-0.00947878,-6.80736,-19.9809
0.106,1.72949,-0.315189,-96.4622,24.0313,-0.0133381,-8.67027,-23.0944
0.1065,1.72964,-0.364808,-101.934,27.5487,-0.0181879,-10.7671,-26.2268
0.107,1.72978,-0.417048,-106.956,30.8241,-0.0241395,-13.0878,-29.7655
0.1075,1.72992,-0.471697,-111.564,34.1535,-0.0313199,-15.6757,-33.4184
0.108,1.73005,-0.52854,-115.734,37.8098,-0.0398541,-18.4973,-36.8267
0.1085,1.73019,-0.587355,-119.453,41.4516,-0.0498514,-21.5248,-40.3103
0.109,1.73034,-0.647928,-122.771,44.8581,-0.0614097,-24.7469,-44.029
0.1095,1.73047,-0.710054,-125.664,48.34,-0.0746327,-28.1758,-47.6352
0.11,1.73061,-0.773524,-128.148,51.9595,-0.0896094,-31.7603,-51.0246
0.1105,1.73075,-0.838141,-130.254,55.3957,-0.106417,-35.4927,-54.4766
0.111,1.73089,-0.903711,-131.966,58.6302,-0.12512,-39.3443,-57.9756
0.1115,1.73105,-0.970048,-133.321,61.9029,-0.14578,-43.3098,-61.246
0.112,1.73119,-1.03698,-134.346,65.1416,-0.168436,-47.3257,-64.334
0.1125,1.73133,-1.10433,-135.024,68.1212,-0.193116,-51.4011,-67.4298
0.113,1.73147,-1.17195,-135.398,70.9351,-0.219837,-55.4906,-70.4273
0.1135,1.73162,-1.23968,-135.502,73.7234,-0.248607,-59.5876,-73.1534
0.114,1.73177,-1.3074,-135.325,76.3588,-0.279418,-63.6482,-75.7291
0.1145,1.7319,-1.37496,-134.896,78.7244,-0.312241,-67.6385,-78.2503
0.115,1.73205,-1.44226,-134.259,80.9519,-0.347044,-71.5586,-80.5797
0.1155,1.7322,-1.50918,-133.409,83.0953,-0.383781,-75.3705,-82.6529
0.116,1.73233,-1.57563,-132.368,85.0228,-0.422388,-79.038,-84.6013
0.1165,1.73247,-1.64153,-131.176,86.7155,-0.462793,-82.5603,-86.4401
0.117,1.73269,-1.70678,-129.839,88.2927,-0.504918,-85.912,-88.0545
0.1175,1.73279,-1.77134,-128.373,89.7417,-0.548669,-89.0625,-89.4613
0.118,1.73306,-1.83514,-126.809,90.9711,-0.593944,-92.0068,-90.7598
0.1185,1.73327,-1.89813,-125.156,92.0214,-0.640637,-94.7293,-91.9194
0.119,1.73351,-1.96028,-123.433,92.9715,-0.688632,-97.2112,-92.874
0.1195,1.73373,-2.02156,-121.661,93.7813,-0.737807,-99.4473,-93.677
0.12,1.73395,-2.08194,-119.848,94.4082,-0.788036,-101.427,-94.3876
0.1205,1.73418,-2.1414,-118.011,94.9125,-0.839189,-103.142,-94.9627
0.121,1.73439,-2.19995,-116.167,95.3357,-0.891134,-104.593,-95.3794
0.1215,1.73461,-2.25757,-114.32,95.6355,-0.943737,-105.774,-95.6996
0.122,1.73484,-2.31427,-112.484,95.8068,-0.996862,-106.683,-95.949
0.1225,1.73508,-2.37006,-110.672,95.9088,-1.05038,-107.326,-96.0891
0.123,1.73529,-2.42495,-108.886,95.9539,-1.10414,-107.705,-96.1291
0.1235,1.73554,-2.47895,-107.135,95.9103,-1.15804,-107.822,-96.122
0.124,1.73575,-2.53209,-105.425,95.7977,-1.21193,-107.687,-96.0697
0.1245,1.73598,-2.58438,-103.761,95.661,-1.26568,-107.308,-95.9482
0.125,1.73618,-2.63586,-102.144,95.4945,-1.31919,-106.691,-95.7838
0.1255,1.73637,-2.68654,-100.577,95.2827,-1.37234,-105.848,-95.6125
0.126,1.73664,-2.73645,-99.0629,95.055,-1.42501,-104.79,-95.4239
0.1265,1.73686,-2.78561,-97.6009,94.8383,-1.47709,-103.531,-95.2098
0.127,1.73705,-2.83406,-96.189,94.6198,-1.5285,-102.078,-95.0007
0.1275,1.73727,-2.88181,-94.8269,94.3979,-1.57914,-100.447,-94.8145
0.128,1.7376,-2.92889,-93.5129,94.2012,-1.62892,-98.6534,-94.6382
0.1285,1.73782,-2.97533,-92.2427,94.0403,-1.67777,-96.7061,-94.4755
0.129,1.73801,-3.02114,-91.0129,93.9026,-1.72561,-94.6194,-94.3519
0.1295,1.73826,-3.06635,-89.82,93.7959,-1.77237,-92.4083,-94.2715
0.13,1.73848,-3.11097,-88.6593,93.7411,-1.818,-90.0835,-94.224
0.1305,1.73869,-3.15501,-87.525,93.7373,-1.86244,-87.6576,-94.2193
0.131,1.73897,-3.19849,-86.4116,93.7765,-1.90564,-85.1438,-94.2737
0.1315,1.73914,-3.24143,-85.3153,93.8694,-1.94757,-82.5526,-94.3831
0.132,1.73936,-3.28381,-84.2284,94.0273,-1.98818,-79.8955,-94.5416
0.1325,1.73957,-3.32565,-83.1445,94.2438,-2.02745,-77.1826,-94.7601
0.133,1.7398,-3.36692,-82.0603,94.5152,-2.06536,-74.4236,-95.0454
0.1335,1.7401,-3.40765,-80.9666,94.851,-2.10187,-71.6281,-95.39
0.134,1.74035,-3.44785,-79.8585,95.2541,-2.13698,-68.8038,-95.7923
0.1345,1.7406,-3.48745,-78.7308,95.7167,-2.17067,-65.959,-96.2598
0.135,1.74086,-3.5265,-77.5763,96.2381,-2.20294,-63.1013,-96.7924
0.1355,1.74106,-3.56499,-76.391,96.8239,-2.23377,-60.2357,-97.3828
0.136,1.74131,-3.60283,-75.1689,97.4714,-2.26317,-57.3703,-98.0307
0.1365,1.74157,-3.64009,-73.9059,98.174,-2.29114,-54.5098,-98.7399
0.137,1.74182,-3.67672,-72.5953,98.9314,-2.31768,-51.6574,-99.5062
0.1375,1.74206,-3.71261,-71.2319,99.7453,-2.3428,-48.821,-100.323
0.138,1.74229,-3.74785,-69.8128,100.61,-2.36651,-46.0034,-101.191
0.1385,1.74254,-3.78231,-68.3347,101.521,-2.38881,-43.2051,-102.109
0.139,1.74284,-3.81607,-66.7939,102.476,-2.40972,-40.4359,-103.071
0.1395,1.74305,-3.84907,-65.1949,103.476,-2.42925,-37.6966,-104.072
0.14,1.74329,-3.88125,-63.5246,104.512,-2.44742,-34.9863,-105.112
0.1405,1.74357,-3.91258,-61.7806,105.579,-2.46424,-32.3154,-106.188
0.141,1.74382,-3.94302,-59.9699,106.679,-2.47974,-29.6842,-107.291
0.1415,1.74406,-3.97254,-58.0817,107.805,-2.49393,-27.0919,-108.419
0.142,1.74431,-4.00109,-56.1168,108.95,-2.50684,-24.5473,-109.57
0.1425,1.7445,-4.02855,-54.0748,110.111,-2.51849,-22.0516,-110.737
0.143,1.74473,-4.05502,-51.9575,111.287,-2.5289,-19.6034,-111.915
0.1435,1.74498,-4.08046,-49.7688,112.47,-2.5381,-17.2126,-113.099
0.144,1.74522,-4.10478,-47.5056,113.655,-2.54612,-14.8798,-114.287
0.1445,1.74544,-4.12795,-45.1751,114.838,-2.55299,-12.6042,-115.472
0.145,1.74575,-4.14994,-42.7698,116.015,-2.55874,-10.3953,-116.649
0.1455,1.78778,-4.17071,-40.2953,117.18,-2.5634,-8.25396,-117.814
0.146,1.78804,-4.19023,-37.7603,118.327,-2.567,-6.17944,-118.962
0.1465,1.78855,-4.20846,-35.1586,119.454,-2.56959,-4.18159,-120.087
0.147,1.78877,-4.22537,-32.497,120.555,-2.5712,-2.25717,-121.185
0.1475,1.78919,-4.24095,-29.7853,121.624,-2.57186,-0.414894,-122.25
0.148,1.7894,-4.25515,-27.0189,122.657,-2.57162,1.34572,-123.279
0.1485,1.78957,-4.26796,-24.2058,123.649,-2.57053,3.02288,-124.266
0.149,1.78987,-4.27935,-21.3564,124.596,-2.56862,4.61286,-125.207
0.1495,1.79003,-4.2893,-18.4681,125.493,-2.56593,6.1167,-126.096
0.15,1.79027,-4.29781,-15.5494,126.335,-2.56251,7.52839,-126.931
0.1505,1.79049,-4.30485,-12.612,127.119,-2.55842,8.85122,-127.706
0.151,1.79093,-4.31042,-9.65302,127.841,-2.55368,10.0804,-128.417
0.1515,1.79101,-4.3145,-6.68371,128.497,-2.54835,11.2176,-129.062
0.152,1.79131,-4.31709,-3.71289,129.083,-2.54248,12.2648,-129.636
0.1525,1.79157,-4.31803,-0.744348,129.596,-2.5361,13.2199,-130.136
0.153,1.79185,-4.31765,2.21426,130.034,-2.52927,14.0857,-130.56
0.1535,1.79213,-4.3158,5.15424,130.393,-2.52203,14.8651,-130.905
0.154,1.79233,-4.3125,8.0664,130.672,-2.51442,15.5589,-131.169
0.1545,1.79251,-4.30774,10.947,130.87,-2.50649,16.1711,-131.35
0.155,1.79281,-4.30156,13.7873,130.983,-2.49826,16.7056,-131.447
0.1555,1.79303,-4.29396,16.5796,131.011,-2.48979,17.1661,-131.459
0.156,1.7933,-4.28499,19.3155,130.955,-2.48111,17.5577,-131.386
0.1565,1.79362,-4.27466,21.9891,130.814,-2.47225,17.8849,-131.226
0.157,1.79378,-4.26301,24.5926,130.588,-2.46323,18.1546,-130.983
0.1575,1.79399,-4.25008,27.1193,130.277,-2.4541,18.3722,-130.655
0.158,1.79436,-4.23591,29.5619,129.885,-2.44487,18.5426,-130.245
0.1585,1.79457,-4.22054,31.9143,129.412,-2.43556,18.6753,-129.753
0.159,1.79484,-4.20401,34.1715,128.86,-2.4262,18.7758,-129.184
0.1595,1.79501,-4.18638,36.3255,128.232,-2.41679,18.8487,-128.539
0.16,1.79526,-4.16771,38.3719,127.533,-2.40735,18.9055,-127.822
0.1605,1.7955,-4.14803,40.3082,126.764,-2.39789,18.9509,-127.036
0.161,1.79577,-4.12742,42.1257,125.93,-2.38841,18.989,-126.187
0.1615,1.79601,-4.10593,43.8223,125.037,-2.3789,19.0322,-125.276
0.162,1.79624,-4.08362,45.3977,124.088,-2.36937,19.0844,-124.311
0.1625,1.79649,-4.06055,46.8436,123.088,-2.35981,19.148,-123.296
0.163,1.79677,-4.0368,48.1601,122.043,-2.35022,19.2356,-122.236
0.1635,1.79711,-4.01242,49.3503,120.959,-2.34057,19.3493,-121.138
0.164,1.79733,-3.98747,50.4043,119.842,-2.33087,19.4888,-120.007
0.1645,1.79753,-3.96204,51.3257,118.698,-2.32108,19.668,-118.849
0.165,1.79778,-3.93617,52.1199,117.532,-2.31119,19.8857,-117.67
0.1655,1.79806,-3.90994,52.7777,116.351,-2.30119,20.1407,-116.478
0.166,1.7983,-3.88342,53.3052,115.163,-2.29104,20.443,-115.276
0.1665,1.79856,-3.85666,53.7081,113.971,-2.28074,20.7902,-114.074
0.167,1.79879,-3.82973,53.9818,112.784,-2.27025,21.1787,-112.876
0.1675,1.79903,-3.8027,54.133,111.608,-2.25955,21.6165,-111.689
0.168,1.79929,-3.77562,54.1693,110.447,-2.24862,22.0988,-110.518
0.1685,1.79957,-3.74855,54.0877,109.308,-2.23745,22.6201,-109.369
0.169,1.79982,-3.72155,53.8957,108.197,-2.226,23.1853,-108.248
0.1695,1.80016,-3.69467,53.6027,107.118,-2.21425,23.7877,-107.16
0.17,1.80041,-3.66796,53.2069,106.076,-2.2022,24.42,-106.109
0.1705,1.8007,-3.64148,52.717,105.076,-2.18983,25.0846,-105.1
0.171,1.80092,-3.61526,52.1432,104.122,-2.17712,25.7731,-104.138
0.1715,1.80116,-3.58935,51.4853,103.218,-2.16405,26.4769,-103.225
0.172,1.80141,-3.56379,50.7526,102.366,-2.15064,27.1959,-102.364
0.1725,1.8017,-3.53861,49.9552,101.57,-2.13686,27.9209,-101.559
0.173,1.80203,-3.51385,49.0945,100.831,-2.12272,28.6425,-100.812
0.1735,1.80234,-3.48953,48.1796,100.152,-2.10822,29.3587,-100.124
0.174,1.80252,-3.46567,47.2204,99.5323,-2.09336,30.0602,-99.4966
0.1745,1.80275,-3.44231,46.2191,98.9741,-2.07816,30.7373,-98.9302
0.175,1.80311,-3.41946,45.1846,98.4775,-2.06263,31.3873,-98.4246
0.1755,1.80345,-3.39713,44.1254,98.0415,-2.04678,32.0008,-97.98
0.176,1.80382,-3.37534,43.0448,97.6654,-2.03063,32.5696,-97.5955
0.1765,1.80424,-3.35409,41.9504,97.3482,-2.01422,33.0897,-97.2693
0.177,1.80458,-3.33339,40.8496,97.0878,-1.99755,33.5536,-97.0001
0.1775,1.80484,-3.31324,39.746,96.882,-1.98067,33.9544,-96.7857
0.178,1.80512,-3.29364,38.6456,96.7284,-1.96361,34.2883,-96.6232
0.1785,1.80536,-3.27459,37.5545,96.624,-1.9464,34.5494,-96.5098
0.179,1.80567,-3.25609,36.4757,96.5653,-1.92908,34.7331,-96.4424
0.1795,1.8061,-3.23811,35.414,96.549,-1.91168,34.8363,-96.4173
0.18,1.80662,-3.22067,34.3735,96.5712,-1.89425,34.8554,-96.4307
0.1805,1.80712,-3.20374,33.3568,96.6277,-1.87684,34.7883,-96.4787
0.181,1.8077,-3.18731,32.3669,96.7144,-1.85948,34.6328,-96.5571
0.1815,1.80813,-3.17136,31.4061,96.8271,-1.84222,34.3881,-96.6614
0.182,1.80878,-3.1559,30.4764,96.9613,-1.82511,34.0546,-96.7876
0.1825,1.80893,-3.14088,29.5789,97.1125,-1.80818,33.6317,-96.9311
0.183,1.80931,-3.12631,28.7144,97.2766,-1.79149,33.121,-97.0876
0.1835,1.80967,-3.11216,27.8837,97.4489,-1.77508,32.5252,-97.2527
0.184,1.81007,-3.09842,27.0867,97.6251,-1.75898,31.8455,-97.4222
0.1845,1.81054,-3.08507,26.3226,97.8015,-1.74325,31.0857,-97.592
0.185,1.81087,-3.07209,25.5911,97.9738,-1.72791,30.2506,-97.7583
0.1855,1.81131,-3.05947,24.8909,98.1382,-1.71301,29.3427,-97.9172
0.186,1.8117,-3.0472,24.22,98.2914,-1.69858,28.3678,-98.0652
0.1865,1.81217,-3.03525,23.5773,98.43,-1.68465,27.332,-98.1991
0.187,1.81254,-3.02361,22.9603,98.551,-1.67125,26.2396,-98.3161
0.1875,1.81293,-3.01228,22.3666,98.6519,-1.65842,25.0973,-98.4132
0.188,1.81331,-3.00124,21.7938,98.7302,-1.64616,23.912,-98.4884
0.1885,1.81367,-2.99049,21.2392,98.7839,-1.63451,22.6892,-98.5395
0.189,1.81403,-2.98,20.7,98.8114,-1.62348,21.4359,-98.5649
0.1895,1.81444,-2.96978,20.173,98.8114,-1.61308,20.1595,-98.5633
0.19,1.81486,-2.95983,19.6553,98.7829,-1.60332,18.8656,-98.5338
0.1905,1.81535,-2.95013,19.1442,98.7253,-1.59422,17.5615,-98.4757
0.191,1.81579,-2.94068,18.6361,98.6384,-1.58576,16.2537,-98.3887
0.1915,1.81671,-2.93149,18.1283,98.5223,-1.57796,14.9484,-98.273
0.192,1.81702,-2.92255,17.6186,98.3773,-1.57081,13.6518,-98.1289
0.1925,1.81726,-2.91387,17.1029,98.2043,-1.56431,12.3696,-97.9572
0.193,1.81773,-2.90545,16.5794,98.0043,-1.55844,11.1075,-97.7588
0.1935,1.81814,-2.8973,16.0462,97.7785,-1.5532,9.8706,-97.535
0.194,1.81858,-2.88941,15.4995,97.5286,-1.54856,8.6631,-97.2875
0.1945,1.81894,-2.8818,14.9381,97.2563,-1.54453,7.49011,-97.0178
0.195,1.81933,-2.87447,14.361,96.9636,-1.54107,6.35506,-96.728
0.1955,1.8196,-2.86744,13.7648,96.6526,-1.53817,5.26065,-96.4203
0.196,1.81987,-2.86071,13.1489,96.326,-1.5358,4.21098,-96.0968
0.1965,1.82013,-2.8543,12.5137,95.9857,-1.53395,3.20783,-95.7602
0.197,1.82039,-2.8482,11.8558,95.6346,-1.53258,2.25196,-95.4129
0.1975,1.82067,-2.84244,11.1758,95.2754,-1.53169,1.34686,-95.0573
0.198,1.82091,-2.83703,10.4749,94.9104,-1.53123,0.49246,-94.6963
0.1985,1.82116,-2.83197,9.75038,94.5426,-1.53118,-0.311049,-94.3327
0.199,1.8215,-2.82728,9.00366,94.1747,-1.53153,-1.06339,-93.9685
0.1995,1.82183,-2.82297,8.23679,93.8092,-1.53224,-1.765,-93.6069
0.2,1.82217,-2.81905,7.44789,93.4485,-1.53329,-2.418,-93.2504
0.2005,1.82239,-2.81553,6.63911,93.0954,-1.53465,-3.02096,-92.9013
0.201,1.82278,-2.81241,5.81303,92.7522,-1.5363,-3.57672,-92.5619
0.2015,1.82303,-2.80972,4.96866,92.4211,-1.53822,-4.08706,-92.235
0.202,1.82323,-2.80747,4.10888,92.1044,-1.54038,-4.5547,-91.9219
0.2025,1.82346,-2.80564,3.2352,91.8042,-1.54277,-4.98022,-91.6253
0.203,1.82365,-2.80424,2.34997,91.5217,-1.54535,-5.36694,-91.3469
0.2035,1.82389,-2.80329,1.45499,91.2594,-1.54813,-5.71797,-91.0882
0.204,1.8241,-2.80279,0.553348,91.0183,-1.55107,-6.03455,-90.8506
0.2045,1.82424,-2.80274,-0.354259,90.7999,-1.55416,-6.32012,-90.6358
0.205,1.82454,-2.80314,-1.26457,90.6052,-1.55738,-6.57778,-90.4446
0.2055,1.82482,-2.80404,-2.17505,90.4353,-1.56073,-6.80926,-90.2781
0.206,1.82511,-2.80541,-3.08306,90.2907,-1.56419,-7.01772,-90.1371
0.2065,1.82545,-2.80721,-3.98578,90.1721,-1.56774,-7.20592,-90.0221
0.207,1.82581,-2.80949,-4.88127,90.0799,-1.57139,-7.37582,-89.9334
0.2075,1.82599,-2.81216,-5.76799,90.0145,-1.57512,-7.53005,-89.8713
0.208,1.8263,-2.81529,-6.64147,89.9755,-1.57892,-7.67083,-89.8359
0.2085,1.82657,-2.81887,-7.50064,89.9631,-1.58279,-7.80008,-89.8272
0.209,1.82686,-2.82283,-8.34411,89.977,-1.58672,-7.91983,-89.8446
0.2095,1.82708,-2.82721,-9.16874,90.0169,-1.5907,-8.03152,-89.8879
0.21,1.82726,-2.832,-9.97209,90.0819,-1.59475,-8.13708,-89.9569
0.2105,1.82762,-2.83718,-10.7523,90.1716,-1.59884,-8.23764,-90.0506
