"time","fmi1.P.R[cG][cG](1) [m]","fmi1.P.R[cG][cG](2) [m]","fmi1.P.R[cG][cG](3) [m]","fmi1.P.phi[cG](1) [rad]","fmi1.P.phi[cG](2) [rad]","fmi1.P.phi[cG](3) [rad]","fmi1.P.A(1,1) [-]","fmi1.P.A(1,2) [-]","fmi1.P.A(1,3) [-]","fmi1.P.A(2,1) [-]","fmi1.P.A(2,2) [-]","fmi1.P.A(2,3) [-]","fmi1.P.A(3,1) [-]","fmi1.P.A(3,2) [-]","fmi1.P.A(3,3) [-]","fmi1.P.vR[cG][cG,cG](1) [m/s]","fmi1.P.vR[cG][cG,cG](2) [m/s]","fmi1.P.vR[cG][cG,cG](3) [m/s]","fmi1.P.Omega[cG][cG](1) [rad/s]","fmi1.P.Omega[cG][cG](2) [rad/s]","fmi1.P.Omega[cG][cG](3) [rad/s]","fmi1.P.F_tie[cG](1) [N]","fmi1.P.F_tie[cG](2) [N]","fmi1.P.F_tie[cG](3) [N]","fmi1.P.M_tie[cG][cG](1) [Nm]","fmi1.P.M_tie[cG][cG](2) [Nm]","fmi1.P.M_tie[cG][cG](3) [Nm]","fmi2.P.R[cG][cG](1) [m]","fmi2.P.R[cG][cG](2) [m]","fmi2.P.R[cG][cG](3) [m]","fmi2.P.phi[cG](1) [rad]","fmi2.P.phi[cG](2) [rad]","fmi2.P.phi[cG](3) [rad]","fmi2.P.A(1,1) [-]","fmi2.P.A(1,2) [-]","fmi2.P.A(1,3) [-]","fmi2.P.A(2,1) [-]","fmi2.P.A(2,2) [-]","fmi2.P.A(2,3) [-]","fmi2.P.A(3,1) [-]","fmi2.P.A(3,2) [-]","fmi2.P.A(3,3) [-]","fmi2.P.vR[cG][cG,cG](1) [m/s]","fmi2.P.vR[cG][cG,cG](2) [m/s]","fmi2.P.vR[cG][cG,cG](3) [m/s]","fmi2.P.Omega[cG][cG](1) [rad/s]","fmi2.P.Omega[cG][cG](2) [rad/s]","fmi2.P.Omega[cG][cG](3) [rad/s]","fmi2.P.F_tie[cG](1) [N]","fmi2.P.F_tie[cG](2) [N]","fmi2.P.F_tie[cG](3) [N]","fmi2.P.M_tie[cG][cG](1) [Nm]","fmi2.P.M_tie[cG][cG](2) [Nm]","fmi2.P.M_tie[cG][cG](3) [Nm]"
0.002,-4.12204e-06,0.5,0,0,0,0,2.9138e-06,0,0,2.9138e-06,0,0,2.9138e-06,0,0,-0.00670502,-5.52767e-08,0,0.01341,0,0,-162.966,0.00744614,0,0,0,0,-1.96032e-05,0.5,0,0,0,0,2.12564e-05,0,0,2.12564e-05,0,0,2.12564e-05,0,0,-0.0195797,7.09566e-07,0,0.0758108,0,0,1927.79,-0.0709688,0,0,0,0
0.0021,-5.10282e-06,0.5,0,0,0,0,8.24409e-06,0,0,8.24409e-06,0,0,8.24409e-06,0,0,-0.00831033,-9.74079e-08,0,0.0166207,0,0,-272.84,0.0162778,0,0,0,0,-2.18054e-05,0.5,0,0,0,0,5.03557e-05,0,0,5.03557e-05,0,0,5.03557e-05,0,0,-0.0205533,9.49526e-07,0,0.0833086,0,0,1977.87,-0.0953256,0,0,0,0
0.0022,-6.08359e-06,0.5,0,0,0,0,8.24409e-06,0,0,8.24409e-06,0,0,8.24409e-06,0,0,-0.00991565,-1.39539e-07,0,0.0198313,0,0,-382.713,0.0251095,0,0,0,0,-2.40077e-05,0.5,0,0,0,0,5.03557e-05,0,0,5.03557e-05,0,0,5.03557e-05,0,0,-0.0215269,1.18949e-06,0,0.0908064,0,0,2027.95,-0.119682,0,0,0,0
0.0023,-7.06437e-06,0.5,0,0,0,0,8.24409e-06,0,0,8.24409e-06,0,0,8.24409e-06,0,0,-0.011521,-1.8167e-07,0,0.0230419,0,0,-492.587,0.0339412,0,0,0,0,-2.621e-05,0.5,0,0,0,0,5.03557e-05,0,0,5.03557e-05,0,0,5.03557e-05,0,0,-0.0225005,1.42944e-06,0,0.0983041,0,0,2078.03,-0.144039,0,0,0,0
0.0024,-8.04514e-06,0.5,0,0,0,0,8.24409e-06,0,0,8.24409e-06,0,0,8.24409e-06,0,0,-0.0131263,-2.23801e-07,0,0.0262526,0,0,-602.46,0.0427729,0,0,0,0,-2.84123e-05,0.5,0,0,0,0,5.03557e-05,0,0,5.03557e-05,0,0,5.03557e-05,0,0,-0.0234741,1.6694e-06,0,0.105802,0,0,2128.11,-0.168396,0,0,0,0
0.0025,-9.02592e-06,0.5,0,0,0,0,8.24409e-06,0,0,8.24409e-06,0,0,8.24409e-06,0,0,-0.0147316,-2.65932e-07,0,0.0294632,0,0,-712.334,0.0516045,0,0,0,0,-3.06146e-05,0.5,0,0,0,0,5.03557e-05,0,0,5.03557e-05,0,0,5.03557e-05,0,0,-0.0244477,1.90936e-06,0,0.1133,0,0,2178.19,-0.192753,0,0,0,0
0.0026,-1.09636e-05,0.5,0,0,0,0,1.80518e-05,0,0,1.80518e-05,0,0,1.80518e-05,0,0,-0.0166144,-3.93491e-07,0,0.0332287,0,0,-660.39,0.079233,0,0,0,0,-3.33025e-05,0.5,0,0,0,0,9.65638e-05,0,0,9.65638e-05,0,0,9.65638e-05,0,0,-0.0254181,2.36034e-06,0,0.121973,0,0,2255.83,-0.239304,0,0,0,0
0.0027,-1.29012e-05,0.5,0,0,0,0,1.80518e-05,0,0,1.80518e-05,0,0,1.80518e-05,0,0,-0.0184971,-5.2105e-07,0,0.0369943,0,0,-608.447,0.106861,0,0,0,0,-3.59905e-05,0.5,0,0,0,0,9.65638e-05,0,0,9.65638e-05,0,0,9.65638e-05,0,0,-0.0263885,2.81133e-06,0,0.130647,0,0,2333.47,-0.285856,0,0,0,0
0.0028,-1.48389e-05,0.5,0,0,0,0,1.80518e-05,0,0,1.80518e-05,0,0,1.80518e-05,0,0,-0.0203799,-6.48609e-07,0,0.0407598,0,0,-556.504,0.13449,0,0,0,0,-3.86784e-05,0.5,0,0,0,0,9.65638e-05,0,0,9.65638e-05,0,0,9.65638e-05,0,0,-0.0273589,3.26231e-06,0,0.13932,0,0,2411.12,-0.332407,0,0,0,0
0.0029,-1.67765e-05,0.5,0,0,0,0,1.80518e-05,0,0,1.80518e-05,0,0,1.80518e-05,0,0,-0.0222627,-7.76167e-07,0,0.0445254,0,0,-504.561,0.162118,0,0,0,0,-4.13664e-05,0.5,0,0,0,0,9.65638e-05,0,0,9.65638e-05,0,0,9.65638e-05,0,0,-0.0283293,3.71329e-06,0,0.147994,0,0,2488.76,-0.378959,0,0,0,0
0.003,-1.87142e-05,0.5,0,0,0,0,3.74284e-05,0,0,3.74284e-05,0,0,3.74284e-05,0,0,-0.0241455,-9.03726e-07,0,0.0482909,0,0,-452.617,0.189747,0,0,0,0,-4.40543e-05,0.5,0,0,0,0,0.000162851,0,0,0.000162851,0,0,0.000162851,0,0,-0.0292997,4.16427e-06,0,0.156667,0,0,2566.4,-0.42551,0,0,0,0
0.0031,-2.14629e-05,0.5,0,0,0,0,3.74284e-05,0,0,3.74284e-05,0,0,3.74284e-05,0,0,-0.0255381,-1.12687e-06,0,0.0510762,0,0,-437.144,0.246018,0,0,0,0,-4.72264e-05,0.5,0,0,0,0,0.000162851,0,0,0.000162851,0,0,0.000162851,0,0,-0.0302663,4.9247e-06,0,0.166834,0,0,2627.45,-0.510685,0,0,0,0
0.0032,-2.42117e-05,0.5,0,0,0,0,3.74284e-05,0,0,3.74284e-05,0,0,3.74284e-05,0,0,-0.0269307,-1.35001e-06,0,0.0538615,0,0,-421.671,0.302289,0,0,0,0,-5.03984e-05,0.5,0,0,0,0,0.000162851,0,0,0.000162851,0,0,0.000162851,0,0,-0.0312329,5.68513e-06,0,0.177,0,0,2688.5,-0.59586,0,0,0,0
0.0033,-2.69604e-05,0.5,0,0,0,0,3.74284e-05,0,0,3.74284e-05,0,0,3.74284e-05,0,0,-0.0283234,-1.57316e-06,0,0.0566468,0,0,-406.197,0.35856,0,0,0,0,-5.35705e-05,0.5,0,0,0,0,0.000162851,0,0,0.000162851,0,0,0.000162851,0,0,-0.0321995,6.44556e-06,0,0.187167,0,0,2749.54,-0.681035,0,0,0,0
0.0034,-2.97091e-05,0.5,0,0,0,0,3.74284e-05,0,0,3.74284e-05,0,0,3.74284e-05,0,0,-0.029716,-1.7963e-06,0,0.059432,0,0,-390.724,0.414831,0,0,0,0,-5.67426e-05,0.5,0,0,0,0,0.000162851,0,0,0.000162851,0,0,0.000162851,0,0,-0.0331661,7.20599e-06,0,0.197334,0,0,2810.59,-0.76621,0,0,0,0
0.0035,-3.24579e-05,0.5,0,0,0,0,6.49158e-05,0,0,6.49158e-05,0,0,6.49158e-05,0,0,-0.0311087,-2.01944e-06,0,0.0622173,0,0,-375.251,0.471102,0,0,0,0,-5.99146e-05,0.5,0,0,0,0,0.000252871,0,0,0.000252871,0,0,0.000252871,0,0,-0.0341327,7.96643e-06,0,0.2075,0,0,2871.64,-0.851385,0,0,0,0
0.0036,-3.59285e-05,0.5,0,0,0,0,6.49158e-05,0,0,6.49158e-05,0,0,6.49158e-05,0,0,-0.0327482,-2.39871e-06,0,0.0654964,0,0,-414.696,0.574569,0,0,0,0,-6.35694e-05,0.5,0,0,0,0,0.000252871,0,0,0.000252871,0,0,0.000252871,0,0,-0.0350953,8.98595e-06,0,0.217235,0,0,2785.56,-0.981714,0,0,0,0
0.0037,-3.93991e-05,0.5,0,0,0,0,6.49158e-05,0,0,6.49158e-05,0,0,6.49158e-05,0,0,-0.0343877,-2.77797e-06,0,0.0687755,0,0,-454.141,0.678036,0,0,0,0,-6.72241e-05,0.5,0,0,0,0,0.000252871,0,0,0.000252871,0,0,0.000252871,0,0,-0.0360579,1.00055e-05,0,0.22697,0,0,2699.48,-1.11204,0,0,0,0
0.0038,-4.28697e-05,0.5,0,0,0,0,6.49158e-05,0,0,6.49158e-05,0,0,6.49158e-05,0,0,-0.0360273,-3.15724e-06,0,0.0720545,0,0,-493.585,0.781502,0,0,0,0,-7.08789e-05,0.5,0,0,0,0,0.000252871,0,0,0.000252871,0,0,0.000252871,0,0,-0.0370205,1.1025e-05,0,0.236705,0,0,2613.4,-1.24237,0,0,0,0
0.0039,-4.63403e-05,0.5,0,0,0,0,6.49158e-05,0,0,6.49158e-05,0,0,6.49158e-05,0,0,-0.0376668,-3.5365e-06,0,0.0753336,0,0,-533.03,0.884969,0,0,0,0,-7.45336e-05,0.5,0,0,0,0,0.000252871,0,0,0.000252871,0,0,0.000252871,0,0,-0.0379831,1.20445e-05,0,0.246439,0,0,2527.33,-1.3727,0,0,0,0
