"time","wallTime","wc2.out","wc1.out"
0.694,0.969791,1.99102,-0.360517
0.695,0.969796,1.8937,-0.41065
0.696,0.969814,1.75007,-0.437412
0.697,0.969819,1.60645,-0.464174
0.698,0.969824,1.46282,-0.490936
0.699,0.969829,1.3192,-0.517698
0.7,0.969833,1.17557,-0.54446
0.701,0.969852,1.01717,-0.553125
0.702,0.969857,0.858773,-0.56179
0.703,0.969861,0.700375,-0.570455
0.704,0.969866,0.541976,-0.57912
0.705,0.96987,0.383578,-0.587785
0.706,0.969889,0.242869,-0.589064
0.707,0.969893,0.10216,-0.590342
0.708,0.969898,-0.0385493,-0.591621
0.709,0.969903,-0.179258,-0.592899
0.71,0.969907,-0.319967,-0.594178
0.711,0.969925,-0.420234,-0.599244
0.712,0.96993,-0.520501,-0.604311
0.713,0.969935,-0.620767,-0.609377
0.714,0.96994,-0.721034,-0.614444
0.715,0.969944,-0.8213,-0.61951
0.716,0.970084,-0.874824,-0.635002
0.717,0.970091,-0.928348,-0.650494
0.718,0.970112,-0.981872,-0.665986
0.719,0.970118,-1.0354,-0.681478
0.72,0.970123,-1.08892,-0.69697
0.721,0.970142,-1.10625,-0.721914
0.722,0.970147,-1.12358,-0.746859
0.723,0.970151,-1.14091,-0.771803
0.724,0.970156,-1.15824,-0.796747
0.725,0.97016,-1.17557,-0.821691
0.726,0.970244,-1.17813,-0.847564
0.727,0.970267,-1.18068,-0.873437
0.728,0.970272,-1.18324,-0.89931
0.729,0.970277,-1.1858,-0.925183
0.73,0.970281,-1.18836,-0.951057
0.731,0.970364,-1.19849,-0.964978
0.732,0.97037,-1.20862,-0.978899
0.733,0.970375,-1.21875,-0.992821
0.734,0.970381,-1.22889,-1.00674
0.735,0.970385,-1.23902,-1.02066
0.736,0.970584,-1.27,-1.0105
0.737,0.970592,-1.30099,-1.00034
0.738,0.970598,-1.33197,-0.990184
0.739,0.970603,-1.36296,-0.980024
0.74,0.970606,-1.39394,-0.969864
0.741,0.970751,-1.44383,-0.929305
0.742,0.970758,-1.49372,-0.888747
0.743,0.970764,-1.54361,-0.848188
0.744,0.970769,-1.59349,-0.807629
0.745,0.970775,-1.64338,-0.767071
0.746,0.970798,-1.69513,-0.698662
0.747,0.970804,-1.74687,-0.630253
0.748,0.970812,-1.79862,-0.561844
0.749,0.970818,-1.85037,-0.493434
0.75,0.970823,-1.90211,-0.425025
0.751,0.970982,-1.92996,-0.34002
0.752,0.970988,-1.9578,-0.255015
0.753,0.970994,-1.98564,-0.17001
0.754,0.970999,-2.01348,-0.0850051
0.755,0.971004,-2.04133,4.50346e-14
0.756,0.97123,-2.02101,0.0850051
0.757,0.971235,-2.00069,0.17001
0.758,0.97124,-1.98037,0.255015
0.759,0.971245,-1.96005,0.34002
0.76,0.971249,-1.93973,0.425025
0.761,0.971529,-1.85861,0.493434
0.762,0.971537,-1.77749,0.561844
0.763,0.971541,-1.69638,0.630253
0.764,0.971545,-1.61526,0.698662
0.765,0.971548,-1.53414,0.767071
0.766,0.971569,-1.39732,0.807629
0.767,0.971574,-1.26051,0.848188
0.768,0.971579,-1.12369,0.888747
0.769,0.971584,-0.986869,0.929305
0.77,0.971588,-0.850051,0.969864
0.771,0.971816,-0.680041,0.980024
0.772,0.971825,-0.510031,0.990184
0.773,0.971832,-0.34002,1.00034
0.774,0.971838,-0.17001,1.0105
0.775,0.971845,9.00692e-14,1.02066
0.776,0.971866,0.17001,1.00674
0.777,0.971871,0.34002,0.992821
0.778,0.971878,0.510031,0.978899
0.779,0.971885,0.680041,0.964978
0.78,0.971891,0.850051,0.951057
0.781,0.971911,0.986869,0.925183
0.782,0.971918,1.12369,0.89931
0.783,0.971925,1.26051,0.873437
0.784,0.971931,1.39732,0.847564
0.785,0.971936,1.53414,0.821691
0.786,0.971958,1.61526,0.796747
0.787,0.971963,1.69638,0.771803
0.788,0.971969,1.77749,0.746859
0.789,0.971973,1.85861,0.721914
0.79,0.971978,1.93973,0.69697
0.791,0.971997,1.96005,0.681478
0.792,0.972002,1.98037,0.665986
0.793,0.972007,2.00069,0.650494
0.794,0.972012,2.02101,0.635002
0.795,0.972016,2.04133,0.61951
0.796,0.972036,2.01348,0.614444
0.797,0.972041,1.98564,0.609377
0.798,0.972046,1.9578,0.604311
0.799,0.972051,1.92996,0.599244
0.8,0.972055,1.90211,0.594178
0.801,0.972074,1.85037,0.592899
0.802,0.972078,1.79862,0.591621
0.803,0.972083,1.74687,0.590342
0.804,0.972089,1.69513,0.589064
0.805,0.972093,1.64338,0.587785
0.806,0.97211,1.59349,0.57912
0.807,0.972115,1.54361,0.570455
0.808,0.97212,1.49372,0.56179
0.809,0.972125,1.44383,0.553125
0.81,0.972129,1.39394,0.54446
0.811,0.972214,1.36296,0.517698
0.812,0.972221,1.33197,0.490936
0.813,0.972228,1.30099,0.464174
0.814,0.972234,1.27,0.437412
0.815,0.972239,1.23902,0.41065
0.816,0.97226,1.22889,0.360517
0.817,0.972293,1.21875,0.310384
0.818,0.972318,1.20862,0.26025
0.819,0.972324,1.19849,0.210117
0.82,0.972329,1.18836,0.159984
0.821,0.972345,1.1858,0.0896292
0.822,0.97235,1.18324,0.0192746
0.823,0.972356,1.18068,-0.0510799
0.824,0.972388,1.17813,-0.121434
0.825,0.972392,1.17557,-0.191789
0.826,0.972414,1.15824,-0.270988
0.827,0.97242,1.14091,-0.350187
0.828,0.972425,1.12358,-0.429387
0.829,0.972431,1.10625,-0.508586
0.83,0.972437,1.08892,-0.587785
0.831,0.972525,1.0354,-0.659598
0.832,0.972531,0.981872,-0.731411
0.833,0.972536,0.928348,-0.803223
0.834,0.972541,0.874824,-0.875036
0.835,0.972545,0.8213,-0.946849
0.836,0.972558,0.721034,-0.995508
0.837,0.972562,0.620767,-1.04417
0.838,0.972567,0.520501,-1.09283
0.839,0.972572,0.420234,-1.14148
0.84,0.972577,0.319967,-1.19014
0.841,0.972604,0.179258,-1.20564
0.842,0.972609,0.0385493,-1.22113
0.843,0.972614,-0.10216,-1.23662
0.844,0.972619,-0.242869,-1.25211
0.845,0.972623,-0.383578,-1.2676
0.846,0.972642,-0.541976,-1.24896
0.847,0.972646,-0.700375,-1.23031
0.848,0.972651,-0.858773,-1.21166
0.849,0.972655,-1.01717,-1.19301
0.85,0.972659,-1.17557,-1.17436
0.851,0.972671,-1.3192,-1.1297
0.852,0.972675,-1.46282,-1.08504
0.853,0.97268,-1.60645,-1.04038
0.854,0.972684,-1.75007,-0.995718
0.855,0.972688,-1.8937,-0.951057
0.856,0.972711,-1.99102,-0.894444
0.857,0.972715,-2.08833,-0.837831
0.858,0.97272,-2.18565,-0.781218
0.859,0.972724,-2.28297,-0.724605
0.86,0.972728,-2.38029,-0.667992
0.861,0.972747,-2.41127,-0.61424
0.862,0.972752,-2.44226,-0.560487
0.863,0.972756,-2.47324,-0.506735
0.864,0.972762,-2.50422,-0.452983
0.865,0.972767,-2.53521,-0.39923
0.866,0.972801,-2.49791,-0.358671
0.867,0.972826,-2.46061,-0.318113
0.868,0.972832,-2.42332,-0.277554
0.869,0.972839,-2.38602,-0.236995
0.87,0.972844,-2.34872,-0.196437
0.871,0.972861,-2.2594,-0.17162
0.872,0.972868,-2.17008,-0.146804
0.873,0.972874,-2.08076,-0.121987
0.874,0.97288,-1.99144,-0.0971708
0.875,0.97292,-1.90211,-0.0723543
0.876,0.972938,-1.78889,-0.0578834
0.877,0.972944,-1.67566,-0.0434126
0.878,0.97297,-1.56244,-0.0289417
0.879,0.972976,-1.44921,-0.0144709
0.88,0.97298,-1.33598,6.32153e-15
0.881,0.973012,-1.22848,0.0144709
0.882,0.973017,-1.12097,0.0289417
0.883,0.973024,-1.01347,0.0434126
0.884,0.973104,-0.905965,0.0578834
0.885,0.97311,-0.79846,0.0723543
0.886,0.973183,-0.717343,0.0971708
0.887,0.973189,-0.636226,0.121987
0.888,0.973194,-0.555108,0.146804
0.889,0.973199,-0.473991,0.17162
0.89,0.973204,-0.392873,0.196437
0.891,0.973216,-0.34324,0.236995
0.892,0.973221,-0.293608,0.277554
0.893,0.973226,-0.243975,0.318113
0.894,0.973231,-0.194342,0.358671
0.895,0.973237,-0.144709,0.39923
0.896,0.973262,-0.115767,0.452983
0.897,0.973268,-0.0868252,0.506735
0.898,0.973274,-0.0578834,0.560487
0.899,0.97328,-0.0289417,0.61424
0.9,0.973286,1.26431e-14,0.667992
0.901,0.973308,0.0289417,0.724605
0.902,0.973314,0.0578834,0.781218
0.903,0.973319,0.0868252,0.837831
0.904,0.973325,0.115767,0.894444
0.905,0.973331,0.144709,0.951057
0.906,0.973344,0.194342,0.995718
0.907,0.97335,0.243975,1.04038
0.908,0.973358,0.293608,1.08504
0.909,0.973366,0.34324,1.1297
0.91,0.973372,0.392873,1.17436
0.911,0.973403,0.473991,1.19301
0.912,0.97341,0.555108,1.21166
0.913,0.973417,0.636226,1.23031
0.914,0.973449,0.717343,1.24896
0.915,0.973479,0.79846,1.2676
0.916,0.973522,0.905965,1.25211
0.917,0.973548,1.01347,1.23662
0.918,0.973554,1.12097,1.22113
0.919,0.973559,1.22848,1.20564
0.92,0.973563,1.33598,1.19014
0.921,0.973582,1.44921,1.14148
0.922,0.973587,1.56244,1.09283
0.923,0.973592,1.67566,1.04417
0.924,0.973596,1.78889,0.995508
0.925,0.9736,1.90211,0.946849
0.926,0.973625,1.99144,0.875036
0.927,0.973629,2.08076,0.803223
0.928,0.973634,2.17008,0.731411
0.929,0.973638,2.2594,0.659598
0.93,0.973642,2.34872,0.587785
0.931,0.97366,2.38602,0.508586
0.932,0.973665,2.42332,0.429387
0.933,0.973669,2.46061,0.350187
0.934,0.973674,2.49791,0.270988
0.935,0.973678,2.53521,0.191789
0.936,0.973696,2.50422,0.121434
0.937,0.973701,2.47324,0.0510799
0.938,0.973706,2.44226,-0.0192746
0.939,0.97371,2.41127,-0.0896292
0.94,0.973714,2.38029,-0.159984
0.941,0.973732,2.28297,-0.210117
0.942,0.973737,2.18565,-0.26025
0.943,0.973742,2.08833,-0.310384
0.944,0.973747,1.99102,-0.360517
0.945,0.97377,1.8937,-0.41065
0.946,0.974057,1.75007,-0.437412
0.947,0.974089,1.60645,-0.464174
0.948,0.974095,1.46282,-0.490936
0.949,0.974102,1.3192,-0.517698
0.95,0.974107,1.17557,-0.54446
0.951,0.974177,1.01717,-0.553125
0.952,0.974184,0.858773,-0.56179
0.953,0.974192,0.700375,-0.570455
0.954,0.974198,0.541976,-0.57912
0.955,0.974202,0.383578,-0.587785
0.956,0.974222,0.242869,-0.589064
0.957,0.974227,0.10216,-0.590342
0.958,0.974232,-0.0385493,-0.591621
0.959,0.974236,-0.179258,-0.592899
0.96,0.974241,-0.319967,-0.594178
0.961,0.974259,-0.420234,-0.599244
0.962,0.974264,-0.520501,-0.604311
0.963,0.974269,-0.620767,-0.609377
0.964,0.974274,-0.721034,-0.614444
0.965,0.974278,-0.8213,-0.61951
0.966,0.974297,-0.874824,-0.635002
0.967,0.974301,-0.928348,-0.650494
0.968,0.974306,-0.981872,-0.665986
0.969,0.974311,-1.0354,-0.681478
0.97,0.974315,-1.08892,-0.69697
0.971,0.974527,-1.10625,-0.721914
0.972,0.974533,-1.12358,-0.746859
0.973,0.974538,-1.14091,-0.771803
0.974,0.974545,-1.15824,-0.796747
0.975,0.974551,-1.17557,-0.821691
0.976,0.974572,-1.17813,-0.847564
0.977,0.974577,-1.18068,-0.873437
0.978,0.974586,-1.18324,-0.89931
0.979,0.974609,-1.1858,-0.925183
0.98,0.974614,-1.18836,-0.951057
0.981,0.974623,-1.19849,-0.964978
0.982,0.974626,-1.20862,-0.978899
0.983,0.97463,-1.21875,-0.992821
0.984,0.974633,-1.22889,-1.00674
0.985,0.974636,-1.23902,-1.02066
0.986,0.974649,-1.27,-1.0105
0.987,0.974656,-1.30099,-1.00034
0.988,0.974662,-1.33197,-0.990184
0.989,0.974665,-1.36296,-0.980024
